tconst;titleType;primaryTitle;originalTitle;isAdult;startYear;endYear;runtimeMinutes;genres
tt0091136;movie;Gonza the Spearman;Yari no Gonza;False;1986;;126.0;['Drama']
tt0091138;movie;Good to Go;Good to Go;False;1986;;90.0;['Drama', 'Musical']
tt0091140;movie;Goodbye My Love;E nan;False;1986;;105.0;['Action', 'Drama', 'Romance']
tt0091141;movie;The Goodbye People;The Goodbye People;False;1984;;104.0;['Comedy', 'Drama']
tt0091142;movie;Gothic;Gothic;False;1986;;87.0;['Drama', 'Fantasy', 'Horror']
tt0091143;movie;Gra w slepca;Gra w slepca;False;1986;;82.0;['Drama']
tt0091144;movie;Grand Guignol;Grand Guignol;False;1987;;88.0;['Comedy', 'Drama', 'Horror']
tt0091148;movie;Grandi magazzini;Grandi magazzini;False;1986;;110.0;['Comedy']
tt0091149;movie;The Great Mouse Detective;The Great Mouse Detective;False;1986;;74.0;['Adventure', 'Animation', 'Family']
tt0091151;movie;The Great Wall Is a Great Wall;A Great Wall;False;1986;;97.0;['Comedy', 'Drama']
tt0091154;movie;Gröna gubbar från Y.R.;Gröna gubbar från Y.R.;False;1986;;85.0;['Family', 'Sci-Fi']
tt0091156;movie;La guerra de los locos;La guerra de los locos;False;1987;;104.0;['Drama']
tt0091157;movie;Gwai ma hau yuen;Gwai ma hau yuen;False;1987;;93.0;['Comedy']
tt0091158;movie;Gui meng jiao;Gui meng jiao;False;1988;;95.0;['Comedy', 'Fantasy', 'Horror']
tt0091159;movie;Gung Ho;Gung Ho;False;1986;;112.0;['Comedy', 'Drama']
tt0091160;movie;Guo fu zhuan;Guo fu zhuan;False;1986;;156.0;['Drama', 'History']
tt0091162;movie;Hajnali háztetök;Hajnali háztetök;False;1986;;87.0;['Drama']
tt0091163;movie;Hakui chokyo;Hakui chokyo;False;1986;;61.0;['Drama']
tt0091164;movie;Half Moon Street;Half Moon Street;False;1986;;90.0;['Drama', 'Thriller']
tt0091165;movie;Hamburger: The Motion Picture;Hamburger: The Motion Picture;False;1986;;90.0;['Comedy']
tt0091166;movie;Hands of Steel;Vendetta dal futuro;False;1986;;94.0;['Action', 'Sci-Fi']
tt0091167;movie;Hannah and Her Sisters;Hannah and Her Sisters;False;1986;;107.0;['Comedy', 'Drama']
tt0091168;movie;Happy Hour;Happy Hour;False;1986;;88.0;['Comedy']
tt0091170;movie;Hard Choices;Hard Choices;False;1984;;90.0;['Crime', 'Drama']
tt0091171;movie;Hard asfalt;Hard asfalt;False;1986;;109.0;['Drama']
tt0091173;movie;Hardbodies 2;Hardbodies 2;False;1986;;88.0;['Comedy']
tt0091175;movie;Harmagedon - Erään maailman loppu;Harmagedon - Erään maailman loppu;False;1986;;71.0;['Drama']
tt0091178;movie;Haunted Honeymoon;Haunted Honeymoon;False;1986;;82.0;['Comedy']
tt0091179;movie;The House on the River;Das Haus am Fluß;False;1986;;89.0;['Drama', 'Family', 'War']
tt0091180;movie;Havre;Havre;False;1986;;90.0;['Drama']
tt0091181;movie;Hay que deshacer la casa;Hay que deshacer la casa;False;1986;;;['Comedy']
tt0091183;movie;Head Office;Head Office;False;1985;;90.0;['Comedy']
tt0091187;movie;Heartbreak Ridge;Heartbreak Ridge;False;1986;;130.0;['Drama', 'War']
tt0091188;movie;Heartburn;Heartburn;False;1986;;108.0;['Comedy', 'Drama']
tt0091190;movie;The Black Cannon Incident;Hei pao shi jian;False;1985;;96.0;['Comedy']
tt0091191;movie;Heilt Hitler!;Heilt Hitler!;False;1986;;140.0;['Comedy']
tt0091192;movie;Hell High;Hell High;False;1989;;84.0;['Crime', 'Horror', 'Thriller']
tt0091193;movie;Hell Hunters;Hell Hunters;False;1987;;98.0;['Action']
tt0091195;movie;Henri;Henri;False;1986;;;['Drama']
tt0091196;movie;The Bastard Brother of God;El hermano bastardo de Dios;False;1986;;102.0;['Drama', 'War']
tt0091200;movie;Hey Babu Riba;Bal na vodi;False;1985;;112.0;['Drama', 'Romance']
tt0091202;movie;High Stakes;High Stakes;False;1986;;82.0;['Comedy']
tt0091203;movie;Highlander;Highlander;False;1986;;116.0;['Action', 'Adventure', 'Fantasy']
tt0091206;movie;Hirtettyjen kettujen metsä;Hirtettyjen kettujen metsä;False;1986;;;['Comedy']
tt0091209;movie;The Hitcher;The Hitcher;False;1986;;97.0;['Action', 'Thriller']
tt0091210;movie;The Smile of the Lamb;Hiuch HaGdi;False;1986;;95.0;['Drama']
tt0091213;movie;Hollywood Vice Squad;Hollywood Vice Squad;False;1986;;101.0;['Action', 'Comedy', 'Crime']
tt0091214;movie;Man Facing Southeast;Hombre mirando al sudeste;False;1986;;105.0;['Drama', 'Mystery', 'Sci-Fi']
tt0091215;movie;El hombre que ganó la razón;El hombre que ganó la razón;False;1986;;72.0;['Drama']
tt0091217;movie;Hoosiers;Hoosiers;False;1986;;114.0;['Drama', 'Sport']
tt0091219;movie;Hotshot;Hotshot;False;1986;;99.0;['Drama', 'Sport']
tt0091221;movie;Hotel St. Pauli;Hotel St. Pauli;False;1988;;121.0;['Drama']
tt0091223;movie;House;House;False;1985;;93.0;['Comedy', 'Fantasy', 'Horror']
tt0091225;movie;Howard the Duck;Howard the Duck;False;1986;;110.0;['Action', 'Adventure', 'Comedy']
tt0091226;movie;Why, Why, Tell Me Why!;Huai nu hai;False;1986;;90.0;['Comedy', 'Drama', 'Romance']
tt0091227;movie;Happy Din Don;Foon lok ding dong;False;1986;;94.0;['Comedy', 'Romance']
tt0091228;movie;Wong ga fan;Wong ga fan;False;1986;;97.0;['Action', 'Crime']
tt0091229;movie;Royal Warriors;Wong ga jin si;False;1986;;96.0;['Action', 'Drama']
tt0091230;movie;Vilde, the Wild One;Hud;False;1986;;115.0;['Crime', 'Drama']
tt0091234;movie;The Humpty Dumpty Man;The Humpty Dumpty Man;False;1989;;94.0;['Drama', 'Thriller']
tt0091235;movie;The Last Emperor;Huo long;False;1986;;89.0;['Drama']
tt0091238;movie;Hyper Sapien: People from Another Star;Hyper Sapien: People from Another Star;False;1986;;92.0;['Family', 'Sci-Fi']
tt0091241;movie;Hôtel du Paradis;Hôtel du Paradis;False;1986;;113.0;['Drama']
tt0091244;movie;I Love You;I Love You;False;1986;;101.0;['Drama', 'Fantasy', 'Romance']
tt0091246;movie;I lagens namn;I lagens namn;False;1986;;87.0;['Crime', 'Thriller']
tt0091251;movie;Come and See;Idi i smotri;False;1985;;142.0;['Drama', 'Thriller', 'War']
tt0091253;movie;Idö van;Idö van;False;1986;;112.0;['Comedy', 'Drama']
tt0091254;movie;If Looks Could Kill;If Looks Could Kill;False;1986;;88.0;['Thriller']
tt0091255;movie;Ifigenia, la película;Ifigenia, la película;False;1987;;;['Drama']
tt0091256;movie;Permission;Ijaazat;False;1987;;137.0;['Drama', 'Musical', 'Romance']
tt0091258;movie;Ilzaam;Ilzaam;False;1986;;164.0;['Drama', 'Family']
tt0091259;movie;The Imagemaker;The Imagemaker;False;1986;;93.0;['Drama', 'Thriller']
tt0091260;movie;Immortal Story;Hoi seung fa;False;1986;;95.0;['Drama']
tt0091261;movie;The Realm of Fortune;El imperio de la fortuna;False;1986;;130.0;['Drama']
tt0091263;movie;In de schaduw van de overwinning;In de schaduw van de overwinning;False;1986;;103.0;['Drama', 'War']
tt0091264;movie;In the Shadow of Kilimanjaro;In the Shadow of Kilimanjaro;False;1985;;97.0;['Action', 'Adventure', 'Drama']
tt0091265;movie;Innocenza;Innocenza;False;1986;;90.0;['Drama']
tt0091266;movie;Las inocentes;Las inocentes;False;1986;;87.0;['Drama', 'Thriller']
tt0091267;movie;Insaaf Ki Awaaz;Insaaf Ki Awaaz;False;1986;;162.0;['Action', 'Drama']
tt0091268;movie;Inside Out;Inside Out;False;1986;;87.0;['Drama', 'Romance']
tt0091269;movie;Insomniacs;Los insomnes;False;1986;;77.0;['Comedy', 'Drama']
tt0091270;movie;Inspector Lavardin;Inspecteur Lavardin;False;1986;;100.0;['Crime', 'Drama', 'Mystery']
tt0091275;movie;L'intruse;L'intruse;False;1986;;;['Drama']
tt0091276;movie;Invaders from Mars;Invaders from Mars;False;1986;;100.0;['Horror', 'Sci-Fi']
tt0091277;movie;Los invitados;Los invitados;False;1987;;101.0;['Drama']
tt0091278;movie;Iron Eagle;Iron Eagle;False;1986;;117.0;['Action', 'Thriller', 'War']
tt0091281;movie;Jackals;Jackals;False;1986;;97.0;['Action', 'Crime', 'Drama']
tt0091282;movie;Jake Speed;Jake Speed;False;1986;;105.0;['Action', 'Adventure', 'Comedy']
tt0091283;movie;Jan on the Barge;Jan auf der Zille;False;1986;;86.0;['Drama', 'War']
tt0091284;movie;Janbaaz;Janbaaz;False;1986;;175.0;['Action', 'Drama']
tt0091285;movie;Diamond Run;Java Burn;False;1988;;85.0;['Action']
tt0091287;movie;I Hate Actors;Je hais les acteurs;False;1986;;90.0;['Comedy', 'Crime', 'Drama']
tt0091288;movie;Jean de Florette;Jean de Florette;False;1986;;120.0;['Comedy', 'Drama']
tt0091289;movie;Jenny Kissed Me;Jenny Kissed Me;False;1985;;98.0;['Drama']
tt0091290;movie;Sons and Comrades;Jezioro Bodenskie;False;1986;;82.0;['Drama']
tt0091291;movie;The Close Encounters of Vampire;Jiang shi pa pa;False;1986;;72.0;['Action', 'Comedy', 'Horror']
tt0091292;movie;Jiang shi shao ye;Jiang shi shao ye;False;1986;;87.0;['Comedy', 'Fantasy', 'Horror']
tt0091293;movie;Mr. Vampire II;Geung see ga zuk;False;1986;;89.0;['Action', 'Comedy', 'Horror']
tt0091294;movie;Jing zei xiong di;Jing zei xiong di;False;1986;;;['Action']
tt0091295;movie;Jo Jo Dancer, Your Life Is Calling;Jo Jo Dancer, Your Life Is Calling;False;1986;;97.0;['Biography', 'Comedy', 'Drama']
tt0091296;movie;Johann Strauss: The King Without a Crown;Johann Strauss - Der König ohne Krone;False;1987;;124.0;['Drama', 'Musical']
tt0091299;movie;Johnny Flash;Johnny Flash;False;1986;;77.0;['Comedy']
tt0091303;movie;Jsi falesný hrác;Jsi falesný hrác;False;1986;;77.0;['Comedy', 'Drama']
tt0091304;movie;Jubiabá;Jubiabá;False;1986;;100.0;['Drama']
tt0091305;movie;A Judgment in Stone;A Judgment in Stone;False;1986;;102.0;['Horror', 'Thriller']
tt0091306;movie;Jumpin' Jack Flash;Jumpin' Jack Flash;False;1986;;105.0;['Comedy', 'Romance', 'Thriller']
tt0091308;movie;Der Junge mit dem großen schwarzen Hund;Der Junge mit dem großen schwarzen Hund;False;1986;;79.0;['Family']
tt0091309;movie;They Were Eleven;Jûichi-nin iru!;False;1986;;91.0;['Action', 'Adventure', 'Animation']
tt0091310;movie;Just Between Friends;Just Between Friends;False;1986;;110.0;['Drama']
tt0091311;movie;Justice de flic;Justice de flic;False;1986;;85.0;['Crime', 'Drama']
tt0091312;movie;Jwala;Jwala;False;1986;;;['Action', 'Drama', 'Thriller']
tt0091313;movie;Born American;Born American;False;1986;;97.0;['Action', 'Drama', 'Thriller']
tt0091314;movie;The Return of the Jonsson League;Jönssonligan dyker upp igen;False;1986;;88.0;['Comedy', 'Crime']
tt0091315;movie;KGB: The Secret War;KGB: The Secret War;False;1985;;89.0;['Drama']
tt0091316;movie;Kahan Kahan Se Guzar;Kahan Kahan Se Guzar;False;1986;;;['Drama', 'Musical']
tt0091317;movie;Happy Ghost III;Hoi sam gwai: Chong gwai;False;1986;;89.0;['Comedy', 'Crime', 'Fantasy']
tt0091320;movie;Kala Dhanda Goray Log;Kala Dhanda Goray Log;False;1986;;158.0;['Drama', 'Family']
tt0091321;movie;Das kalte Paradies;Das kalte Paradies;False;1986;;90.0;['Drama']
tt0091322;movie;Kamikaze;Kamikaze;False;1986;;90.0;['Crime', 'Sci-Fi', 'Thriller']
tt0091323;movie;Kamikaze Hearts;Kamikaze Hearts;False;1986;;87.0;['Drama']
tt0091325;movie;Kangaroo;Kangaroo;False;1986;;108.0;['Drama']
tt0091326;movie;The Karate Kid Part II;The Karate Kid Part II;False;1986;;113.0;['Action', 'Family', 'Sport']
tt0091328;movie;Karma;Karma;False;1986;;193.0;['Action', 'Adventure', 'Drama']
tt0091333;movie;Keshin;Keshin;False;1986;;105.0;['Drama', 'Romance']
tt0091334;movie;Khorosho sidim!;Khorosho sidim!;False;1987;;76.0;['Comedy']
tt0091335;movie;Khrani menya, moy talisman;Khrani menya, moy talisman;False;1986;;74.0;['Drama']
tt0091336;movie;Kidnapped;Kidnapped;False;1987;;100.0;['Thriller']
tt0091338;movie;Killer Party;Killer Party;False;1986;;91.0;['Comedy', 'Horror']
tt0091339;movie;Killer Workout;Killer Workout;False;1987;;85.0;['Horror']
tt0091341;movie;Kin-dza-dza!;Kin-dza-dza!;False;1986;;135.0;['Comedy', 'Drama', 'Sci-Fi']
tt0091342;movie;Kindan ikenie no onna;Kindan ikenie no onna;False;1986;;59.0;['Drama']
tt0091343;movie;The Kindred;The Kindred;False;1987;;93.0;['Horror', 'Sci-Fi', 'Thriller']
tt0091344;movie;King Kong Lives;King Kong Lives;False;1986;;105.0;['Action', 'Adventure']
tt0091350;movie;Knights & Emeralds;Knights & Emeralds;False;1986;;86.0;['Drama', 'Music']
tt0091351;movie;Knights of the City;Knights of the City;False;1986;;87.0;['Action', 'Music']
tt0091352;movie;Kochankowie mojej mamy;Kochankowie mojej mamy;False;1986;;93.0;['Drama']
tt0091354;movie;Comic Magazine;Komikku zasshi nanka iranai!;False;1986;;120.0;['Comedy']
tt0091355;movie;The Terrorizers;Kong bu fen zi;False;1986;;109.0;['Crime', 'Drama']
tt0091356;movie;Landscape with Furniture;Krajina s nábytkem;False;1987;;93.0;['Comedy']
tt0091357;movie;Krik delfina;Krik delfina;False;1986;;95.0;['Action', 'Drama']
tt0091358;movie;Chronicle of Amorous Accidents;Kronika wypadków milosnych;False;1986;;120.0;['Drama']
tt0091359;movie;Cuckoo in a Dark Forest;Kukacka v temném lese;False;1985;;95.0;['Drama', 'War']
tt0091360;movie;Young Dragons: Kung Fu Kids;Hao xiao zi;False;1986;;86.0;['Action', 'Comedy', 'Family']
tt0091363;movie;Kunyonga - Mord in Afrika;Kunyonga - Mord in Afrika;False;1987;;91.0;['Action', 'Adventure', 'Crime']
tt0091364;movie;Courier;Kuryer;False;1986;;88.0;['Comedy', 'Drama', 'Romance']
tt0091367;movie;Käthe Kollwitz;Käthe Kollwitz;False;1986;;96.0;['Biography', 'Drama', 'History']
tt0091369;movie;Labyrinth;Labyrinth;False;1986;;101.0;['Adventure', 'Family', 'Fantasy']
tt0091370;movie;The Ladies Club;The Ladies Club;False;1986;;85.0;['Crime', 'Drama', 'Thriller']
tt0091371;movie;Ladies of the Lotus;Ladies of the Lotus;False;1987;;;['Action', 'Adventure', 'Drama']
tt0091373;movie;Ladrón de chatarra;Ladrón de chatarra;False;1987;;80.0;['Drama']
tt0091374;movie;Lady Jane;Lady Jane;False;1986;;136.0;['Biography', 'Drama', 'History']
tt0091375;movie;Lamb;Lamb;False;1985;;110.0;['Drama']
tt0091377;movie;The Old Well;Lao jing;False;1987;;130.0;['Drama', 'Romance']
tt0091378;movie;Lao niang gou sao;Lao niang gou sao;False;1986;;94.0;['Drama']
tt0091379;movie;Laputa;Laputa;False;1986;;92.0;['Drama']
tt0091380;movie;Las Vegas Serial Killer;Las Vegas Serial Killer;False;1986;;87.0;['Drama', 'Horror', 'Thriller']
tt0091381;movie;Las Vegas Weekend;Las Vegas Weekend;False;1985;;83.0;['Comedy']
tt0091385;movie;La dernière image;La dernière image;False;1986;;195.0;['Comedy', 'Drama']
tt0091387;movie;Last Resort;Last Resort;False;1986;;84.0;['Comedy']
tt0091389;movie;Lata dwudzieste, lata trzydzieste;Lata dwudzieste, lata trzydzieste;False;1984;;102.0;['Comedy', 'Musical', 'Romance']
tt0091392;movie;Laura;Laura;False;1987;;98.0;['Drama']
tt0091396;movie;Legal Eagles;Legal Eagles;False;1986;;116.0;['Comedy', 'Crime', 'Romance']
tt0091398;movie;The Beauty of Vice;Lepota poroka;False;1986;;105.0;['Drama']
tt0091399;movie;Lermontov;Lermontov;False;1986;;100.0;['Biography', 'Drama']
tt0091400;movie;Let's Get Harry;Let's Get Harry;False;1986;;102.0;['Action', 'Adventure']
tt0091403;movie;Levsha;Levsha;False;1987;;90.0;['Comedy', 'Drama']
tt0091404;movie;Lian ai ji jie;Lian ai ji jie;False;1986;;92.0;['Drama', 'Romance']
tt0091405;movie;Liang gong po ba tiao xin;Liang gong po ba tiao xin;False;1986;;125.0;['Sci-Fi']
tt0091406;movie;Dust in the Wind;Liàn liàn fengchén;False;1986;;109.0;['Drama', 'Romance']
tt0091410;movie;Scene of the Crime;Le lieu du crime;False;1986;;90.0;['Crime', 'Drama', 'Romance']
tt0091411;movie;Lightning, the White Stallion;Lightning, the White Stallion;False;1986;;95.0;['Drama', 'Family']
tt0091412;movie;Liian iso keikka;Liian iso keikka;False;1986;;95.0;['Comedy', 'Crime']
tt0091415;movie;Link;Link;False;1986;;103.0;['Horror']
tt0091416;movie;Zátah;Zátah;False;1985;;83.0;['Crime']
tt0091417;movie;Litsom k litsu;Litsom k litsu;False;1987;;140.0;['Adventure']
tt0091419;movie;Little Shop of Horrors;Little Shop of Horrors;False;1986;;94.0;['Comedy', 'Horror', 'Musical']
tt0091421;movie;Liu mang ying xiong;Liu mang ying xiong;False;1986;;97.0;['Action', 'Comedy']
tt0091425;movie;The Lone Runner;Lone Runner;False;1986;;84.0;['Action', 'Adventure', 'Drama']
tt0091427;movie;Heart of Dragon;Long de xin;False;1985;;98.0;['Action', 'Comedy', 'Crime']
tt0091428;movie;Legacy of Rage;Long zai jiang hu;False;1986;;90.0;['Action', 'Crime', 'Drama']
tt0091429;movie;Les longs manteaux;Les longs manteaux;False;1986;;106.0;['Action', 'Adventure', 'Western']
tt0091430;movie;The Longshot;The Longshot;False;1986;;89.0;['Comedy']
tt0091431;movie;Armour of God;Lung hing foo dai;False;1986;;88.0;['Action', 'Adventure', 'Comedy']
tt0091433;movie;L.A. Streetfighters;Los Angeles Streetfighter;False;1985;;85.0;['Action', 'Drama']
tt0091434;movie;Lost!;Lost!;False;1986;;95.0;['Action', 'Drama']
tt0091437;movie;Les loups entre eux;Les loups entre eux;False;1985;;105.0;['Action', 'Crime', 'Drama']
tt0091439;movie;Love and God;Love and God;False;1986;;141.0;['Drama', 'Romance']
tt0091441;movie;Abracadabra;Tian ling ling, di ling ling;False;1986;;86.0;['Comedy', 'Horror']
tt0091442;movie;Low Blow;Low Blow;False;1986;;90.0;['Action']
tt0091443;movie;Loyalties;Loyalties;False;1986;;98.0;['Drama']
tt0091444;movie;I Like Bats;Lubie nietoperze;False;1986;;80.0;['Drama', 'Horror']
tt0091445;movie;Lucas;Lucas;False;1986;;100.0;['Comedy', 'Drama', 'Romance']
tt0091446;movie;Lucker the Necrophagous;Lucker;False;1986;;74.0;['Horror', 'Thriller']
tt0091447;movie;Lucky Stars Go Places;Jui gaai fuk sing;False;1986;;95.0;['Action', 'Comedy', 'Crime']
tt0091449;movie;The Snow Queen;Lumikuningatar;False;1986;;89.0;['Family', 'Fantasy']
tt0091452;movie;Luna caliente;Luna caliente;False;1985;;93.0;['Crime']
tt0091454;movie;A Lustful Mind;Lussuria;False;1986;;83.0;['Drama']
tt0091457;movie;La machine à découdre;La machine à découdre;False;1986;;88.0;['Comedy', 'Thriller']
tt0091460;movie;Il momento magico;Il momento magico;False;1984;;110.0;['Drama']
tt0091461;movie;Maine Ocean;Maine Ocean;False;1986;;130.0;['Comedy']
tt0091462;movie;The Majorettes;The Majorettes;False;1986;;92.0;['Action', 'Crime', 'Horror']
tt0091463;movie;La coda del diavolo;La coda del diavolo;False;1986;;89.0;['Romance']
tt0091464;movie;Malcolm;Malcolm;False;1986;;85.0;['Comedy', 'Crime', 'Sci-Fi']
tt0091466;movie;Mama is boos!;Mama is boos!;False;1986;;110.0;['Comedy', 'Drama', 'Thriller']
tt0091467;movie;Mammame;Mammame;False;1986;;65.0;['Fantasy', 'Music']
tt0091468;movie;Man Outside;Man Outside;False;1987;;97.0;['Drama', 'Thriller']
tt0091470;movie;Man of Ashes;Rih Essed;False;1986;;109.0;['Drama']
tt0091471;movie;Mangal Dada;Mangal Dada;False;1986;;;['Action', 'Drama']
tt0091472;movie;The Manhattan Project;The Manhattan Project;False;1986;;117.0;['Sci-Fi', 'Thriller']
tt0091474;movie;Manhunter;Manhunter;False;1986;;120.0;['Crime', 'Mystery', 'Thriller']
tt0091475;movie;Mania: The Intruder;Mania;False;1986;;87.0;['Drama', 'Horror', 'Mystery']
tt0091479;movie;Manón;Manón;False;1986;;112.0;['Drama']
tt0091480;movie;Manon of the Spring;Manon des sources;False;1986;;113.0;['Drama', 'Romance']
tt0091481;movie;La mansión de Araucaima;La mansión de Araucaima;False;1986;;85.0;['Drama']
tt0091483;movie;Mao pai da zei;Mao pai da zei;False;1986;;94.0;['Comedy']
tt0091491;movie;Maschenka;Maschenka;False;1987;;103.0;['Drama', 'Romance']
tt0091492;movie;Maskarada;Maskarada;False;1986;;97.0;['Drama']
tt0091495;movie;Matador;Matador;False;1986;;110.0;['Drama', 'Thriller']
tt0091496;movie;La matanza de Santa Bárbara;La matanza de Santa Bárbara;False;1986;;95.0;['Crime', 'Drama']
tt0091497;movie;Bad Blood;Mauvais sang;False;1986;;116.0;['Crime', 'Drama', 'Romance']
tt0091498;movie;Max My Love;Max mon amour;False;1986;;92.0;['Comedy']
tt0091499;movie;Maximum Overdrive;Maximum Overdrive;False;1986;;98.0;['Action', 'Comedy', 'Horror']
tt0091501;movie;Mayhem;Mayhem;False;1986;;89.0;['Action', 'Crime', 'Thriller']
tt0091502;movie;Me hace falta un bigote;Me hace falta un bigote;False;1986;;;['Comedy']
tt0091503;movie;Me llaman la Chata Aguayo;Me llaman la Chata Aguayo;False;1986;;80.0;['Drama']
tt0091505;movie;Just Like Weather;Mei guo xin;False;1986;;93.0;['Drama']
tt0091506;movie;The Beekeeper;O melissokomos;False;1986;;122.0;['Drama']
tt0091507;movie;Mélo;Mélo;False;1986;;112.0;['Drama', 'Romance']
tt0091508;movie;The Men's Club;The Men's Club;False;1986;;101.0;['Drama']
tt0091509;movie;Menedzer;Menedzer;False;1986;;91.0;['Drama']
tt0091510;movie;Dream Lovers;Mung chung yan;False;1986;;95.0;['Drama', 'Fantasy', 'Romance']
tt0091511;movie;Menu total;Menu total;False;1986;;81.0;['Comedy', 'Horror', 'Thriller']
tt0091512;movie;Mera Dharam;Mera Dharam;False;1986;;;['Action', 'Thriller']
tt0091513;movie;Mesmerized;Mesmerized;False;1985;;94.0;['Drama']
tt0091517;movie;Wu ye li ren;Wu ye li ren;False;1986;;96.0;['Drama']
tt0091519;movie;Miko: From the Gutter to the Stars;Miko - aus der Gosse zu den Sternen;False;1986;;100.0;['Comedy']
tt0091521;movie;Milwr Bychan;Milwr Bychan;False;1987;;105.0;['Drama']
tt0091524;movie;Miracles;Miracles;False;1986;;87.0;['Comedy']
tt0091525;movie;Le miraculé;Le miraculé;False;1987;;88.0;['Comedy']
tt0091527;movie;De mislukking;De mislukking;False;1986;;78.0;['Drama']
tt0091528;movie;Miss Mary;Miss Mary;False;1986;;100.0;['Drama']
tt0091529;movie;Miss Mona;Miss Mona;False;1987;;98.0;['Comedy', 'Drama']
tt0091530;movie;The Mission;The Mission;False;1986;;125.0;['Adventure', 'Drama', 'History']
tt0091531;movie;La mitad del cielo;La mitad del cielo;False;1986;;127.0;['Drama']
tt0091532;movie;Magic Crystal;Mo fei cui;False;1986;;95.0;['Action', 'Adventure', 'Comedy']
tt0091533;movie;Moa;Moa;False;1986;;100.0;['Biography', 'Drama']
tt0091534;movie;Modern Girls;Modern Girls;False;1986;;84.0;['Comedy', 'Drama', 'Romance']
tt0091535;movie;Les mois d'avril sont meurtriers;Les mois d'avril sont meurtriers;False;1987;;88.0;['Crime']
tt0091536;movie;Mokry szmal;Mokry szmal;False;1986;;84.0;['Action', 'Crime', 'Drama']
tt0091537;movie;Momo;Momo;False;1986;;101.0;['Comedy', 'Family', 'Fantasy']
tt0091538;movie;Mona Lisa;Mona Lisa;False;1986;;104.0;['Crime', 'Drama', 'Romance']
tt0091539;movie;Convent of Sinners;La monaca del peccato;False;1986;;89.0;['Drama']
tt0091540;movie;The Devils of Monza;La monaca di Monza;False;1987;;98.0;['Drama', 'History']
tt0091541;movie;The Money Pit;The Money Pit;False;1986;;91.0;['Comedy']
tt0091544;movie;Monster in the Closet;Monster in the Closet;False;1987;;90.0;['Comedy', 'Horror', 'Sci-Fi']
tt0091545;movie;Dust Devil;Tanoure-ye Deev;False;1986;;100.0;['Drama']
tt0091548;movie;Via Montenapoleone;Via Montenapoleone;False;1987;;104.0;['Comedy']
tt0091550;movie;Murder in the Dark;Mord i mørket;False;1986;;98.0;['Crime', 'Drama']
tt0091551;movie;Mordiendo la vida;Mordiendo la vida;False;1987;;;['Drama']
tt0091552;movie;Morena;Morena;False;1986;;65.0;['Drama', 'Music', 'Romance']
tt0091553;movie;You'll Die at Midnight;Morirai a mezzanotte;False;1986;;88.0;['Horror', 'Mystery', 'Thriller']
tt0091554;movie;The Morning After;The Morning After;False;1986;;103.0;['Crime', 'Mystery', 'Romance']
tt0091555;movie;Morrhår & ärtor;Morrhår & ärtor;False;1986;;101.0;['Comedy']
tt0091556;movie;Mort un dimanche de pluie;Mort un dimanche de pluie;False;1986;;109.0;['Horror', 'Thriller']
tt0091557;movie;The Mosquito Coast;The Mosquito Coast;False;1986;;117.0;['Adventure', 'Drama', 'Thriller']
tt0091559;movie;Mouna Ragam;Mouna Ragam;False;1986;;146.0;['Drama', 'Romance']
tt0091560;movie;Mountaintop Motel Massacre;Mountaintop Motel Massacre;False;1983;;95.0;['Horror']
tt0091561;movie;Blood Theatre;Blood Theatre;False;1984;;75.0;['Comedy', 'Horror']
tt0091563;movie;Moy lyubimyy kloun;Moy lyubimyy kloun;False;1987;;86.0;['Drama', 'Romance']
tt0091571;movie;Mama Tumaini;Mama Tumaini;False;1986;;61.0;['Drama', 'Family']
tt0091575;movie;Murphy's Law;Murphy's Law;False;1986;;100.0;['Action', 'Crime', 'Drama']
tt0091578;movie;My Beautiful Laundrette;My Beautiful Laundrette;False;1985;;97.0;['Comedy', 'Drama', 'Romance']
tt0091579;movie;My Chauffeur;My Chauffeur;False;1986;;97.0;['Comedy']
tt0091580;movie;Robinzoniada, anu chemi ingliseli Papa;Robinzoniada, anu chemi ingliseli Papa;False;1987;;76.0;['Comedy']
tt0091583;movie;My Little Girl;My Little Girl;False;1986;;118.0;['Drama']
tt0091584;movie;My Little Pony: The Movie;My Little Pony: The Movie;False;1986;;86.0;['Adventure', 'Animation', 'Family']
tt0091586;movie;My vesely, schastlivy, talantlivy!;My vesely, schastlivy, talantlivy!;False;1986;;93.0;['Drama']
tt0091587;movie;Mystery Mansion;Mystery Mansion;False;1983;;95.0;['Adventure', 'Mystery']
tt0091588;movie;Alexina;Mystère Alexina;False;1985;;86.0;['Drama']
tt0091589;movie;Más allá de la muerte;Más allá de la muerte;False;1986;;92.0;['Horror']
tt0091590;movie;Life Is a Dream;Mémoire des apparences;False;1986;;103.0;['Drama', 'Fantasy']
tt0091593;movie;Extreme Justice;Le môme;False;1986;;99.0;['Crime', 'Drama', 'Thriller']
tt0091594;movie;Müllers Büro;Müllers Büro;False;1986;;104.0;['Comedy', 'Crime', 'Musical']
tt0091596;movie;Na calosc;Na calosc;False;1986;;83.0;['Crime']
tt0091597;movie;Sitting on the Golden Porch;Na zlatom kryltse sideli;False;1987;;72.0;['Family', 'Fantasy']
tt0091598;movie;Naam;Naam;False;1986;;177.0;['Crime', 'Drama', 'Thriller']
tt0091599;movie;Der Nachbar;Der Nachbar;False;1986;;96.0;['Crime']
