tconst;titleType;primaryTitle;originalTitle;isAdult;startYear;endYear;runtimeMinutes;genres
tt0078376;movie;Tennessee Stallion;Tennessee Stallion;False;1982;;87.0;['Action', 'Adventure', 'Drama']
tt0078393;movie;Bastard Swordsman;Tian can bian;False;1983;;89.0;['Action', 'Mystery']
tt0078411;movie;Totul pentru fotbal;Totul pentru fotbal;False;1982;;98.0;['Comedy', 'Sport']
tt0078428;movie;Two Champions of Death;Shao Lin yu Wu Dang;False;1980;;101.0;['Action', 'Drama']
tt0078508;movie;Wolf Lake;Wolf Lake;False;1980;;88.0;['Drama', 'Thriller']
tt0078519;movie;Zapowiedz ciszy;Zapowiedz ciszy;False;1980;;98.0;['Drama']
tt0078546;movie;Ángela Morante, ¿crimen o suicidio?;Ángela Morante, ¿crimen o suicidio?;False;1981;;98.0;['Drama', 'Mystery']
tt0078726;movie;The Eight Escorts;Ba jue;False;1980;;;['Action', 'Mystery']
tt0078732;movie;Action;Action;False;1980;;121.0;['Drama']
tt0078749;movie;Alien 2: On Earth;Alien 2 - Sulla Terra;False;1980;;92.0;['Adventure', 'Horror', 'Sci-Fi']
tt0078751;movie;Alison's Birthday;Alison's Birthday;False;1981;;99.0;['Horror', 'Mystery']
tt0078765;movie;The American Success Company;The American Success Company;False;1980;;91.0;['Comedy', 'Drama']
tt0078769;movie;Amor, palavra prostituta;Amor, palavra prostituta;False;1982;;92.0;['Drama']
tt0078780;movie;Animalympics;Animalympics;False;1980;;78.0;['Animation', 'Comedy', 'Family']
tt0078785;movie;Anthracite;Anthracite;False;1980;;90.0;['Drama']
tt0078791;movie;Aquella casa en las afueras;Aquella casa en las afueras;False;1980;;95.0;['Horror', 'Thriller']
tt0078805;movie;Outrage;Attentatet;False;1980;;75.0;['Thriller']
tt0078806;movie;The Attic;The Attic;False;1980;;101.0;['Horror', 'Thriller']
tt0078813;movie;The Miser;L'avare;False;1980;;125.0;['Comedy']
tt0078833;movie;The Lion Carpenter;Der Baulöwe;False;1980;;93.0;['Comedy']
tt0078834;movie;Beach House;Beach House;False;1982;;76.0;['Comedy']
tt0078842;movie;Békeidö;Békeidö;False;1980;;105.0;['Drama']
tt0078853;movie;Carnapping;Car-Napping - Bestellt, geklaut, geliefert;False;1980;;89.0;['Comedy', 'Crime']
tt0078858;movie;Bezotvetnaya lyubov;Bezotvetnaya lyubov;False;1980;;92.0;['Drama']
tt0078868;movie;Confidence;Bizalom;False;1980;;105.0;['Drama']
tt0078871;movie;The Queen of Black Magic;Ratu ilmu hitam;False;1981;;90.0;['Drama', 'Horror']
tt0078873;movie;Blank Generation;Blank Generation;False;1980;;79.0;['Drama', 'Music']
tt0078876;movie;Ion: Blestemul pamîntului, blestemul iubirii;Ion: Blestemul pamîntului, blestemul iubirii;False;1980;;205.0;['Drama', 'History']
tt0078880;movie;Bloodrage;Bloodrage;False;1980;;78.0;['Crime', 'Horror', 'Thriller']
tt0078892;movie;Bolívar, a Tropical Symphony;Bolívar, sinfonía tropikal;False;1982;;75.0;['Biography', 'Drama']
tt0078894;movie;Les bons débarras;Les bons débarras;False;1980;;120.0;['Drama']
tt0078895;movie;Border Cop;The Border;False;1980;;87.0;['Drama', 'Thriller']
tt0078906;movie;Brontosaurus;Brontosaurus;False;1980;;71.0;['Family']
tt0078918;movie;The Bushido Blade;The Bushido Blade;False;1981;;104.0;['Action', 'Drama', 'History']
tt0078920;movie;Barbara;Barbara;False;1980;;136.0;['Drama']
tt0078923;movie;It's Not Me, It's Him;C'est pas moi, c'est lui;False;1980;;105.0;['Comedy']
tt0078926;movie;The Good Thief;Il ladrone;False;1980;;108.0;['Comedy']
tt0078932;movie;La campanada;La campanada;False;1980;;95.0;['Drama']
tt0078935;movie;Cannibal Holocaust;Cannibal Holocaust;False;1980;;95.0;['Adventure', 'Horror']
tt0078936;movie;White Cannibal Queen;Mondo cannibale;False;1980;;90.0;['Horror']
tt0078941;movie;Carlos el terrorista;Carlos el terrorista;False;1980;;97.0;['Action', 'Crime', 'Drama']
tt0078948;movie;Dark Sun;Temné slunce;False;1980;;135.0;['Crime', 'Drama', 'Sci-Fi']
tt0078962;movie;The Horse of Pride;Le cheval d'orgueil;False;1980;;120.0;['Drama']
tt0078973;movie;Cinco tenedores;Cinco tenedores;False;1980;;90.0;['Comedy']
tt0078983;movie;Colargol i cudowna walizka;Colargol i cudowna walizka;False;1980;;75.0;['Animation', 'Family']
tt0078994;movie;El consenso;El consenso;False;1980;;89.0;['Comedy']
tt0079007;movie;The Cuenca Crime;El crimen de Cuenca;False;1980;;88.0;['Drama', 'History']
tt0079014;movie;Cuentos eróticos;Cuentos eróticos;False;1980;;99.0;['Comedy', 'Drama', 'Romance']
tt0079017;movie;The Semester We Loved Kim Novak;El curso en que amamos a Kim Novak;False;1980;;86.0;['Comedy', 'Drama']
tt0079052;movie;Dimas de Leon;Dimas de Leon;False;1980;;;['Action', 'Crime', 'Drama']
tt0079084;movie;Droga daleka przed nami...;Droga daleka przed nami...;False;1980;;91.0;['Drama', 'War']
tt0079085;movie;Drsna planina;Drsna planina;False;1980;;89.0;['Adventure', 'Drama']
tt0079090;movie;The Conductor;Dyrygent;False;1980;;101.0;['Drama', 'Music']
tt0079093;movie;Coward Bastard;E ye;False;1980;;88.0;['Action', 'Comedy']
tt0079104;movie;Emanuelle, Queen of Sados;I mavri Emmanouella;False;1980;;91.0;['Crime', 'Drama']
tt0079106;movie;The Imprint of Giants;L'empreinte des géants;False;1980;;141.0;['Action', 'Drama', 'Romance']
tt0079115;movie;Escape from Hell;Femmine infernali;False;1980;;93.0;['Adventure', 'Crime', 'Thriller']
tt0079120;movie;Stigma;Estigma;False;1980;;94.0;['Horror', 'Mystery', 'Thriller']
tt0079145;movie;La femme flic;La femme flic;False;1980;;103.0;['Drama', 'Thriller']
tt0079151;movie;Los fieles sirvientes;Los fieles sirvientes;False;1980;;88.0;['Comedy']
tt0079164;movie;The Buddha Assassinator;Fo zhang huang ye;False;1980;;93.0;['Action', 'Drama']
tt0079172;movie;Frak dlya shalopaya;Frak dlya shalopaya;False;1980;;69.0;['Adventure', 'Family']
tt0079181;movie;Fuego en el mar;Fuego en el mar;False;1981;;111.0;['Drama', 'Thriller']
tt0079186;movie;Fábián Bálint találkozása Istennel;Fábián Bálint találkozása Istennel;False;1980;;105.0;['Drama']
tt0079192;movie;Hoodlums;Hoodlums;False;1980;;90.0;['Crime', 'Drama']
tt0079193;movie;The Garage;Garazh;False;1980;;96.0;['Comedy', 'Drama']
tt0079197;movie;Caged Women;Gefangene Frauen;False;1980;;80.0;['Action', 'Adventure']
tt0079198;movie;The Frozen Heart;Das gefrorene Herz;False;1980;;108.0;['Comedy', 'Drama']
tt0079208;movie;Gibbi Westgermany;Gibbi Westgermany;False;1980;;88.0;['Drama']
tt0079213;movie;Glück im Hinterhaus;Glück im Hinterhaus;False;1980;;97.0;['Drama', 'Family']
tt0079233;movie;Unos granujas decentes;Unos granujas decentes;False;1980;;88.0;['Comedy']
tt0079246;movie;Guaguasi;Guaguasi;False;1983;;107.0;['Comedy', 'Drama', 'War']
tt0079252;movie;Le Guignolo;Le guignolo;False;1980;;108.0;['Action', 'Comedy']
tt0079256;movie;HealtH;HealtH;False;1980;;105.0;['Comedy']
tt0079258;movie;Foam Bath;Habfürdö;False;1980;;79.0;['Animation', 'Comedy', 'Drama']
tt0079260;movie;Haine;Haine;False;1980;;87.0;['Drama', 'Thriller']
tt0079285;movie;Saturn 3;Saturn 3;False;1980;;88.0;['Adventure', 'Horror', 'Sci-Fi']
tt0079293;movie;Phoenix 2772;Hi no tori 2772: Ai no kosumozôn;False;1980;;122.0;['Adventure', 'Animation', 'Drama']
tt0079295;movie;Hijos de tigre;Hijos de tigre;False;1980;;95.0;['Action', 'Drama']
tt0079298;movie;Hogyan felejtsük el életünk legnagyobb szerelmét...?;Hogyan felejtsük el életünk legnagyobb szerelmét...?;False;1980;;;['Comedy', 'Drama']
tt0079309;movie;Hot T-Shirts;Hot T-Shirts;False;1980;;86.0;['Comedy']
tt0079323;movie;Ich bin dein Killer;Ich bin dein Killer;False;1982;;87.0;['Thriller']
tt0079341;movie;El infierno de todos tan temido;El infierno de todos tan temido;False;1981;;108.0;['Drama', 'Thriller']
tt0079342;movie;L'insegnante al mare con tutta la classe;L'insegnante al mare con tutta la classe;False;1980;;88.0;['Comedy']
tt0079346;movie;La insurrección;La insurrección;False;1980;;101.0;['Drama']
tt0079358;movie;Jade Dagger Ninja;Han shan fei hu;False;1982;;90.0;['Action', 'Drama']
tt0079396;movie;Kenn' ich, weiß ich, war ich schon!;Kenn' ich, weiß ich, war ich schon!;False;1981;;84.0;['Comedy']
tt0079398;movie;Ki beszél itt szerelemröl?!;Ki beszél itt szerelemröl?!;False;1980;;93.0;['Comedy', 'Drama']
tt0079405;movie;The Children from Number 67;Die Kinder aus Nr. 67;False;1980;;103.0;['Family']
tt0079410;movie;Kobieta i kobieta;Kobieta i kobieta;False;1980;;95.0;['Drama']
tt0079412;movie;Koportos;Koportos;False;1980;;79.0;['Drama']
tt0079419;movie;Kreuzberger Liebesnächte;Kreuzberger Liebesnächte;False;1980;;83.0;['Comedy']
tt0079421;movie;Troubled Laughter;Ku nao ren de xiao;False;1981;;92.0;['Drama']
tt0079424;movie;Két történet a félmúltból;Két történet a félmúltból;False;1980;;106.0;['Drama']
tt0079456;movie;Legend tzaghratzui masin;Legend tzaghratzui masin;False;1980;;70.0;['Comedy']
tt0079492;movie;Lovespell;Lovespell;False;1981;;91.0;['Drama', 'Fantasy', 'Romance']
tt0079497;movie;Operation Leopard;La légion saute sur Kolwezi;False;1980;;96.0;['Adventure', 'Drama', 'War']
tt0079507;movie;Magnificent Wonderman;Jin hu men;False;1980;;90.0;['Action', 'Drama']
tt0079509;movie;Fantasy Mission Force;Mi ni te gong dui;False;1983;;90.0;['Action', 'Adventure', 'Comedy']
tt0079518;movie;Mamá, levántate y anda;Mamá, levántate y anda;False;1980;;100.0;['Drama']
tt0079553;movie;Miedo a salir de noche;Miedo a salir de noche;False;1980;;92.0;['Comedy', 'Crime', 'Drama']
tt0079556;movie;Un millón por tu historia;Un millón por tu historia;False;1980;;102.0;['Comedy']
tt0079564;movie;My Days with Veronica;Mis días con Verónica;False;1980;;87.0;['Drama']
tt0079572;movie;Mojado Power;Mojado Power;False;1981;;108.0;['Comedy']
tt0079573;movie;Monstroid;Monster;False;1980;;98.0;['Horror', 'Sci-Fi']
tt0079579;movie;Moscow Does Not Believe in Tears;Moskva slezam ne verit;False;1980;;150.0;['Comedy', 'Drama', 'Romance']
tt0079586;movie;Girl with the Golden Panties;La muchacha de las bragas de oro;False;1980;;105.0;['Drama', 'Thriller']
tt0079610;movie;Naplemente délben;Naplemente délben;False;1980;;100.0;['Drama']
tt0079612;movie;Napoli storia d'amore e di vendetta;Napoli storia d'amore e di vendetta;False;1980;;88.0;['Action', 'Crime']
tt0079616;movie;Neem Annapurna;Neem Annapurna;False;1980;;95.0;['Drama']
tt0079617;movie;The Truth on the Savolta Affair;La verdad sobre el caso Savolta;False;1980;;120.0;['Drama']
tt0079619;movie;A Few Days from the Life of I.I. Oblomov;Neskolko dney iz zhizni I.I. Oblomova;False;1980;;140.0;['Comedy', 'Drama', 'History']
tt0079624;movie;Secrets of a French Maid;Die Nichten der Frau Oberst;False;1980;;88.0;['Comedy']
tt0079625;movie;El nido;El nido;False;1980;;97.0;['Drama']
tt0079630;movie;A Nightingale Sang in Berkeley Square;A Nightingale Sang in Berkeley Square;False;1980;;102.0;['Comedy', 'Crime']
tt0079650;movie;Okey, Mister Pancho;Okey, Mister Pancho;False;1981;;;['Adventure', 'Comedy', 'Family']
tt0079680;movie;Osobo vazhnoye zadaniye;Osobo vazhnoye zadaniye;False;1981;;138.0;['Drama', 'War']
tt0079686;movie;Otoko wa tsurai yo: Torajiro kamome uta;Otoko wa tsurai yo: Torajiro kamome uta;False;1980;;97.0;['Comedy']
tt0079694;movie;Panelstory or Birth of a Community;Panelstory aneb Jak se rodí sídliste;False;1980;;96.0;['Comedy']
tt0079695;movie;Pani Mariya;Pani Mariya;False;1980;;89.0;['Romance', 'War']
tt0079706;movie;Paydirt;Paydirt;False;1981;;95.0;['Crime', 'Thriller']
tt0079712;movie;Perro callejero II;Perro callejero II;False;1981;;96.0;['Action', 'Drama']
tt0079718;movie;Piedone d'Egitto;Piedone d'Egitto;False;1980;;106.0;['Action', 'Comedy', 'Crime']
tt0079719;movie;The Pilot;The Pilot;False;1980;;92.0;['Action', 'Drama']
tt0079729;movie;Podróz do Arabii;Podróz do Arabii;False;1980;;92.0;['Drama']
tt0079730;movie;Poema o krylyakh;Poema o krylyakh;False;1980;;161.0;['Biography', 'Drama', 'History']
tt0079735;movie;The Rebel;Poliziotto solitudine e rabbia;False;1980;;87.0;['Action', 'Crime', 'Drama']
tt0079741;movie;Poslednyaya okhota;Poslednyaya okhota;False;1980;;81.0;['Action', 'Adventure']
tt0079744;movie;Getting to Know the Big, Wide World;Poznavaya belyy svet;False;1980;;75.0;['Drama']
tt0079746;movie;Der Preis fürs Überleben;Der Preis fürs Überleben;False;1980;;103.0;['Drama']
tt0079749;movie;Adventures of Ali-Baba and the Forty Thieves;Alibaba Aur 40 Chor;False;1980;;138.0;['Action', 'Adventure', 'Family']
tt0079760;movie;The Donkey-Eared Prince;O Príncipe com Orelhas de Burro;False;1980;;105.0;['Comedy', 'Fantasy']
tt0079762;movie;¡Pum!;¡Pum!;False;1981;;101.0;['Comedy', 'Drama']
tt0079765;movie;Give Me Five;Qua la mano;False;1980;;137.0;['Comedy']
tt0079788;movie;Zombie Holocaust;Zombi Holocaust;False;1980;;84.0;['Adventure', 'Horror', 'Mystery']
tt0079790;movie;A Time to Mend;Rembulan dan Matahari;False;1980;;100.0;['Drama']
tt0079799;movie;A Married Woman;Retrato de una mujer casada;False;1982;;92.0;['Drama', 'Thriller']
tt0079811;movie;Rivals;Rivals;False;1981;;110.0;['Drama']
tt0079820;movie;The King and the Mockingbird;Le roi et l'oiseau;False;1980;;83.0;['Animation', 'Family', 'Fantasy']
tt0079830;movie;Rukojmí v Bella Vista;Rukojmí v Bella Vista;False;1980;;128.0;['Drama']
tt0079835;movie;S lyubimymi ne rasstavaytes;S lyubimymi ne rasstavaytes;False;1980;;76.0;['Drama', 'Romance']
tt0079839;movie;Fun Is Beautiful;Un sacco bello;False;1980;;97.0;['Comedy']
tt0079845;movie;A Leap in the Dark;Salto nel vuoto;False;1980;;120.0;['Drama', 'Romance']
tt0079851;movie;El oreja rajada;El oreja rajada;False;1980;;90.0;['Adventure', 'Comedy', 'Drama']
tt0079854;movie;Every Man for Himself;Sauve qui peut (la vie);False;1980;;87.0;['Drama']
tt0079874;movie;Never Never Land;Never Never Land;False;1980;;85.0;['Drama', 'Family']
tt0079888;movie;Shanghai Massacre;Shang Hai Tan da ye;False;1981;;;['Action', 'Drama']
tt0079889;movie;Sankarabharanam;Sankarabharanam;False;1980;;143.0;['Drama', 'Music', 'Romance']
tt0079891;movie;Shaolin Temple;Shao Lin si;False;1982;;100.0;['Action', 'Comedy', 'Drama']
tt0079896;movie;The Brave Archer III;She diao ying xiong chuan san ji;False;1981;;92.0;['Action', 'Drama']
tt0079897;movie;Snake Deadly Act;She xing zui bu;False;1980;;90.0;['Action']
tt0079899;movie;Brave Archer and His Mate;Shen diao xia lü;False;1982;;100.0;['Action', 'Romance']
tt0079915;movie;Skullduggery;Skullduggery;False;1983;;95.0;['Comedy', 'Horror']
tt0079924;movie;Solo Sunny;Solo Sunny;False;1980;;104.0;['Drama', 'Music']
tt0079926;movie;Solovey;Solovey;False;1980;;85.0;['Family', 'Musical']
tt0079934;movie;Sonntagskinder;Sonntagskinder;False;1980;;101.0;['Drama', 'Romance', 'War']
tt0079938;movie;The Touch;Sparsh;False;1980;;145.0;['Drama', 'Romance']
tt0079959;movie;Strong Medicine;Strong Medicine;False;1981;;84.0;['Drama']
tt0079985;movie;The Secret Life of Nikola Tesla;Tajna Nikole Tesle;False;1980;;115.0;['Biography', 'Drama']
tt0080001;movie;Temporale Rosy;Temporale Rosy;False;1980;;118.0;['Action', 'Comedy', 'Drama']
tt0080002;movie;Ten Tigers of Kwangtung;Guangdong shi hu xing yi wu xi;False;1980;;91.0;['Action', 'Drama']
tt0080014;movie;There Goes the Bride;There Goes the Bride;False;1980;;88.0;['Comedy']
tt0080031;movie;Tom Horn;Tom Horn;False;1980;;98.0;['Biography', 'Crime', 'Drama']
tt0080041;movie;All Stars;Tous vedettes!;False;1980;;120.0;['Comedy', 'Musical', 'Romance']
tt0080052;movie;Ty pomnish?;Ty pomnish?;False;1980;;88.0;['Drama', 'Romance', 'War']
tt0080054;movie;La tía Alejandra;La tía Alejandra;False;1980;;98.0;['Drama', 'Horror', 'Mystery']
tt0080071;movie;Utolsó elötti ítélet;Utolsó elötti ítélet;False;1980;;91.0;['Drama']
tt0080072;movie;Utrenniy obkhod;Utrenniy obkhod;False;1980;;98.0;['Drama']
tt0080073;movie;V moey smerti proshu vinit Klavu K.;V moey smerti proshu vinit Klavu K.;False;1980;;76.0;['Drama', 'Romance']
tt0080075;movie;Madness;Vacanze per un massacro;False;1980;;85.0;['Action', 'Crime', 'Drama']
tt0080082;movie;Vasárnapi szülök;Vasárnapi szülök;False;1980;;106.0;['Drama']
tt0080083;movie;Vavilon XX;Vavilon XX;False;1980;;100.0;['Drama']
tt0080086;movie;Only Their Clothes Are Old;Velhos São os Trapos;False;1981;;77.0;['Drama', 'Family']
tt0080089;movie;It's a World Full of Children;Verden er fuld af børn;False;1980;;93.0;['Drama']
tt0080107;movie;Vozvrashchenie chuvstv;Vozvrashchenie chuvstv;False;1980;;90.0;['Drama', 'Romance']
tt0080111;movie;Vtoraya vesna;Vtoraya vesna;False;1980;;86.0;['Drama']
tt0080121;movie;Warum die UFOs unseren Salat klauen;Warum die UFOs unseren Salat klauen;False;1980;;91.0;['Comedy', 'Romance', 'Sci-Fi']
tt0080144;movie;Woman Avenger;Shi mei chu ma;False;1980;;92.0;['Action']
tt0080153;movie;Wu zhuang yuan;Wu zhuang yuan;False;1980;;89.0;['Action', 'Drama']
tt0080164;movie;Your Ticket Is No Longer Valid;Your Ticket Is No Longer Valid;False;1981;;92.0;['Drama']
tt0080187;movie;Élve vagy halva;Élve vagy halva;False;1980;;80.0;['Drama', 'History', 'Western']
tt0080310;movie;Breaker Morant;'Breaker' Morant;False;1980;;107.0;['Drama', 'History', 'War']
tt0080311;movie;...Maybe This Time;...Maybe This Time;False;1980;;96.0;['Drama']
tt0080312;movie;127 millones libres de impuestos;127 millones libres de impuestos;False;1981;;104.0;['Comedy']
tt0080314;movie;1958;1958;False;1980;;96.0;['Action', 'Crime', 'Drama']
tt0080316;movie;The Battle of Port Arthur;203 kochi;False;1980;;185.0;['Drama', 'History', 'War']
tt0080319;movie;9 to 5;Nine to Five;False;1980;;109.0;['Comedy']
tt0080322;movie;Aakrosh;Aakrosh;False;1980;;144.0;['Crime', 'Drama', 'Music']
tt0080323;movie;Abang;Abang;False;1981;;105.0;['Comedy', 'Drama', 'Family']
tt0080328;movie;Ach du lieber Harry;Ach du lieber Harry;False;1981;;85.0;['Comedy']
tt0080335;movie;Afternoon Breezes;Kazetachi no gogo;False;1980;;105.0;['Drama']
tt0080339;movie;Airplane!;Airplane!;False;1980;;88.0;['Comedy']
tt0080341;movie;In Search of Famine;Akaler Sandhane;False;1981;;115.0;['Drama']
tt0080343;movie;Albert Pinto Ko Gussa Kyon Ata Hai;Albert Pinto Ko Gussa Kyon Ata Hai;False;1980;;110.0;['Comedy', 'Drama', 'Romance']
tt0080346;movie;The Alien Dead;The Alien Dead;False;1980;;74.0;['Comedy', 'Horror', 'Sci-Fi']
tt0080354;movie;Alligator;Alligator;False;1980;;91.0;['Horror', 'Sci-Fi', 'Thriller']
tt0080355;movie;The Boy Soldier;Allons z'enfants;False;1981;;118.0;['Drama', 'War']
tt0080360;movie;Altered States;Altered States;False;1980;;102.0;['Horror', 'Sci-Fi', 'Thriller']
tt0080361;movie;L'altra donna;L'altra donna;False;1980;;87.0;['Drama']
tt0080362;movie;The Other Hell;L'altro inferno;False;1981;;88.0;['Horror', 'Thriller']
tt0080363;movie;Madame Olga's Pupils;Las alumnas de madame Olga;False;1981;;83.0;['Drama']
tt0080365;movie;American Gigolo;American Gigolo;False;1980;;117.0;['Crime', 'Drama', 'Mystery']
tt0080366;movie;Carlota: Amor es... veneno;Carlota: Amor es... veneno;False;1981;;88.0;['Comedy']
tt0080373;movie;Light Years Away;Les années lumière;False;1981;;107.0;['Drama']
tt0080376;movie;Barsaat Ki Ek Raat;Barsaat Ki Ek Raat;False;1981;;142.0;['Romance', 'Thriller']
tt0080377;movie;Any Which Way You Can;Any Which Way You Can;False;1980;;116.0;['Action', 'Comedy']
tt0080379;movie;Cannibals in the Streets;Apocalypse domani;False;1980;;96.0;['Drama', 'Fantasy', 'Horror']
