;tconst;primaryTitle;originalTitle;startYear;runtimeMinutes;genres;region
4893;tt0093044;The Fourth Protocol;The Fourth Protocol;1987;119.0;['Thriller'];US
4894;tt0093049;Frenchman's Farm;Frenchman's Farm;1987;100.0;['Adventure', 'Crime', 'Drama'];US
4895;tt0093050;Friendship's Death;Friendship's Death;1987;78.0;['Drama', 'Sci-Fi'];US
4896;tt0093051;From the Hip;From the Hip;1987;111.0;['Comedy', 'Crime', 'Drama'];US
4897;tt0093052;Froschkönig;Froschkönig;1988;65.0;['Fantasy', 'Romance'];US
4898;tt0093054;Le frère André;Le frère André;1987;87.0;['Biography', 'Drama'];US
4899;tt0093055;It's a Mad, Mad, Mad World II;Fu gui zai po ren;1988;97.0;['Comedy'];US
4900;tt0093056;The Romancing Star;Cheng chong chui lui chai;1987;102.0;['Comedy', 'Romance'];US
4901;tt0093057;Fucking Fernand;Fucking Fernand;1987;89.0;['Comedy', 'War'];GB
4902;tt0093058;Full Metal Jacket;Full Metal Jacket;1987;116.0;['Drama', 'War'];US
4903;tt0093059;Two Edged Knife;Faca de Dois Gumes;1989;97.0;['Crime', 'Drama'];US
4904;tt0093062;Funny Boy;Funny Boy;1987;90.0;['Comedy', 'Drama'];FR
4905;tt0093067;Gaby: A True Story;Gaby: A True Story;1987;110.0;['Drama', 'Romance'];US
4906;tt0093071;Sworn Brothers;Gan dan xiang zhao;1987;91.0;['Action', 'Drama'];US
4907;tt0093072;The Garbage Pail Kids Movie;The Garbage Pail Kids Movie;1987;97.0;['Adventure', 'Comedy', 'Family'];US
4908;tt0093073;Gardens of Stone;Gardens of Stone;1987;111.0;['Drama', 'Romance', 'War'];US
4909;tt0093075;The Gate;The Gate;1987;85.0;['Fantasy', 'Horror'];US
4910;tt0093088;Ghost Fever;Ghost Fever;1986;86.0;['Comedy', 'Horror'];US
4911;tt0093090;Ghosthouse;La casa 3;1988;95.0;['Horror', 'Mystery', 'Thriller'];US
4912;tt0093091;Ghoulies II;Ghoulies II;1987;89.0;['Comedy', 'Horror'];US
4913;tt0093092;Julia and Julia;Giulia e Giulia;1987;98.0;['Drama', 'Fantasy', 'Romance'];US
4914;tt0093093;The Glass Menagerie;The Glass Menagerie;1987;134.0;['Drama'];US
4915;tt0093097;Gloves;K'fafot;1986;92.0;['Drama'];US
4916;tt0093098;Going Bananas;Going Bananas;1987;95.0;['Adventure', 'Comedy'];US
4917;tt0093101;Twilight of the Cockroaches;Gokiburi-tachi no tasogare;1987;105.0;['Animation', 'Drama', 'Horror'];US
4918;tt0093103;The Good Father;The Good Father;1985;90.0;['Drama'];US
4919;tt0093104;Good Morning Babylon;Good morning Babilonia;1987;117.0;['Drama', 'Romance', 'War'];US
4920;tt0093105;Good Morning, Vietnam;Good Morning, Vietnam;1987;121.0;['Biography', 'Comedy', 'Drama'];US
4921;tt0093106;The Good Wife;The Umbrella Woman;1987;98.0;['Drama', 'Romance'];US
4922;tt0093107;Goofballs;Goofballs;1987;87.0;['Comedy'];US
4923;tt0093111;The Grand Highway;Le grand chemin;1987;104.0;['Drama'];US
4924;tt0093115;Graveyard Shift;Graveyard Shift;1986;89.0;['Horror'];US
4925;tt0093116;The Great Land of Small;The Great Land of Small;1986;93.0;['Family', 'Fantasy'];US
4926;tt0093117;Tadpole and the Whale;La grenouille et la baleine;1988;91.0;['Comedy', 'Drama', 'Family'];US
4927;tt0093118;Grey Digital Target;Grey: Dijitaru tâgetto;1986;80.0;['Action', 'Animation', 'Drama'];US
4928;tt0093119;Grizzly II: Revenge;Grizzly II: The Predator;1983;74.0;['Horror', 'Music', 'Thriller'];US
4929;tt0093120;Ground Zero;Ground Zero;1987;109.0;['Action', 'Drama', 'Mystery'];US
4930;tt0093125;Gui hua xiang;Gui hua xiang;1987;112.0;['Biography', 'Drama'];FR
4931;tt0093132;Hachi-ko;Hachikô monogatari;1987;107.0;['Drama', 'Family'];US
4932;tt0093133;King of the Children;Hai zi wang;1988;106.0;['Drama'];US
4933;tt0093137;Hamburger Hill;Hamburger Hill;1987;110.0;['Action', 'Drama', 'Thriller'];US
4934;tt0093138;Hamlet;Hamlet;1987;;['Drama'];GB
4935;tt0093139;Hamlet Goes Business;Hamlet liikemaailmassa;1987;89.0;['Comedy', 'Drama', 'Romance'];US
4936;tt0093142;Hangmen;Hangmen;1987;90.0;['Action', 'Adventure', 'Thriller'];US
4937;tt0093143;The Hanoi Hilton;The Hanoi Hilton;1987;125.0;['Drama', 'War'];US
4938;tt0093144;Hansel and Gretel;Hansel and Gretel;1988;84.0;['Family', 'Fantasy', 'Musical'];US
4939;tt0093145;Happy New Year;Happy New Year;1987;85.0;['Comedy', 'Crime', 'Romance'];US
4940;tt0093146;Hard Ticket to Hawaii;Hard Ticket to Hawaii;1987;96.0;['Action', 'Comedy', 'Crime'];US
4941;tt0093148;Harry and the Hendersons;Harry and the Hendersons;1987;110.0;['Comedy', 'Family', 'Fantasy'];US
4942;tt0093158;Hawken's Breed;Hawken's Breed;1988;89.0;['Action', 'Drama', 'Romance'];US
4943;tt0093160;He's My Girl;He's My Girl;1987;104.0;['Comedy'];US
4944;tt0093161;Heart;Heart;1987;90.0;['Drama'];US
4945;tt0093163;Hearts of Fire;Hearts of Fire;1987;95.0;['Drama', 'Music', 'Romance'];US
4946;tt0093164;Heat;Heat;1986;101.0;['Action', 'Crime', 'Drama'];US
4947;tt0093165;Heat and Sunlight;Heat and Sunlight;1987;98.0;['Drama'];US
4948;tt0093167;Heaven and Earth;Heaven and Earth;1987;;['Drama'];US
4949;tt0093169;Hector;Hector;1987;95.0;['Comedy'];US
4950;tt0093170;Man Behind the Sun;Hei tai yang 731;1988;105.0;['Drama', 'History', 'Horror'];US
4951;tt0093171;Hell Comes to Frogtown;Hell Comes to Frogtown;1988;86.0;['Action', 'Comedy', 'Sci-Fi'];US
4952;tt0093172;Hell on the Battleground;Hell on the Battleground;1988;92.0;['Action', 'War'];US
4953;tt0093175;Hello Again;Hello Again;1987;96.0;['Comedy', 'Drama', 'Fantasy'];US
4954;tt0093176;Hello Mary Lou: Prom Night II;Hello Mary Lou: Prom Night II;1987;97.0;['Horror', 'Thriller'];US
4955;tt0093177;Hellraiser;Hellraiser;1987;94.0;['Horror', 'Thriller'];US
4956;tt0093178;Helsinki-Naples All Night Long;Helsinki Napoli All Night Long;1987;105.0;['Comedy', 'Thriller'];FR
4957;tt0093185;The Hidden;The Hidden;1987;97.0;['Horror', 'Sci-Fi', 'Thriller'];US
4958;tt0093186;Hiding Out;Hiding Out;1987;98.0;['Comedy', 'Drama', 'Romance'];US
4959;tt0093188;Higher Education;Higher Education;1988;92.0;['Comedy', 'Drama', 'Romance'];GB
4960;tt0093191;Wings of Desire;Der Himmel über Berlin;1987;128.0;['Drama', 'Fantasy', 'Romance'];US
4961;tt0093192;Himmo, King of Jerusalem;Himmo Melech Yerushalaim;1987;84.0;['Drama'];US
4962;tt0093199;A Hungarian Fairy Tale;Hol volt, hol nem volt;1987;97.0;['Fantasy'];US
4963;tt0093200;Hollywood Shuffle;Hollywood Shuffle;1987;78.0;['Comedy'];US
4964;tt0093201;Ghost Chase;Hollywood Monster;1987;112.0;['Adventure', 'Comedy', 'Fantasy'];US
4965;tt0093204;Home Is Where the Hart Is;Home Is Where the Hart Is;1987;94.0;['Comedy'];GB
4966;tt0093205;L'homme voilé;L'homme voilé;1987;93.0;['Drama'];FR
4967;tt0093206;Red Sorghum;Hong gao liang;1988;91.0;['Drama', 'History', 'Romance'];US
4968;tt0093207;Wings of Honneamise;Ôritsu uchûgun Oneamisu no tsubasa;1987;121.0;['Animation', 'Drama', 'Sci-Fi'];US
4969;tt0093209;Hope and Glory;Hope and Glory;1987;113.0;['Comedy', 'Drama', 'Romance'];US
4970;tt0093213;Hostage;Hostage;1986;95.0;['Action', 'Drama'];US
4971;tt0093214;Hot Child in the City;Hot Child in the City;1987;85.0;['Drama', 'Thriller'];US
4972;tt0093215;Hot Pursuit;Hot Pursuit;1987;93.0;['Comedy'];US
4973;tt0093216;River of Fireflies;Hotaru-gawa;1987;115.0;['Drama', 'Family'];US
4974;tt0093217;Hotel Colonial;Hotel Colonial;1987;104.0;['Adventure', 'Drama'];US
4975;tt0093219;Hour of the Assassin;Hour of the Assassin;1987;96.0;['Action', 'Drama'];GB
4976;tt0093220;House II: The Second Story;House II: The Second Story;1987;88.0;['Comedy', 'Fantasy', 'Horror'];US
4977;tt0093223;House of Games;House of Games;1987;102.0;['Crime', 'Thriller'];US
4978;tt0093224;House of the Rising Sun;House of the Rising Sun;1987;86.0;['Drama'];US
4979;tt0093225;Housekeeping;Housekeeping;1987;116.0;['Comedy', 'Drama'];US
4980;tt0093227;Howling III;Howling III;1987;98.0;['Comedy', 'Horror'];US
4981;tt0093229;Yes, Madam!;Huang jia shi jie;1985;95.0;['Action', 'Comedy', 'Crime'];US
4982;tt0093231;Hunk;Hunk;1987;102.0;['Comedy', 'Fantasy'];US
4983;tt0093232;Hunter's Blood;Hunter's Blood;1986;101.0;['Action', 'Adventure', 'Horror'];US
4984;tt0093234;Hotel de France;Hôtel de France;1987;98.0;['Drama'];FR
4985;tt0093235;Alpine Fire;Höhenfeuer;1985;119.0;['Drama'];US
4986;tt0093238;I Was a Teenage Zombie;I Was a Teenage Zombie;1987;90.0;['Comedy', 'Horror'];US
4987;tt0093239;I've Heard the Mermaids Singing;I've Heard the Mermaids Singing;1987;81.0;['Comedy', 'Drama'];US
4988;tt0093240;Me and Him;Ich und er;1988;93.0;['Comedy', 'Fantasy'];US
4989;tt0093244;Gramps Is a Great Guy!;Il est génial papy!;1987;92.0;['Comedy'];US
4990;tt0093245;Maldonne;Il y a maldonne;1988;82.0;['Drama'];FR
4991;tt0093251;Stowaways on the Ark;In der Arche ist der Wurm drin;1988;81.0;['Adventure', 'Animation', 'Comedy'];US
4992;tt0093252;In Extremis;In extremis;1988;90.0;['Crime', 'Drama', 'Romance'];US
4993;tt0093253;In the Mood;In the Mood;1987;98.0;['Comedy', 'Romance'];US
4994;tt0093255;The Inquiry;L'inchiesta;1987;107.0;['Crime', 'Drama', 'Mystery'];US
4995;tt0093258;Rouge;Yim ji kau;1987;96.0;['Drama', 'Fantasy', 'Music'];US
4996;tt0093260;Innerspace;Innerspace;1987;120.0;['Action', 'Adventure', 'Comedy'];US
4997;tt0093261;Les innocents;Les innocents;1987;96.0;['Drama'];FR
4998;tt0093266;Instant Justice;Instant Justice;1986;101.0;['Action', 'Drama'];US
4999;tt0093267;Intervista;Intervista;1987;107.0;['Comedy', 'Drama', 'Fantasy'];US
5000;tt0093268;Interzone;Interzone;1989;97.0;['Action', 'Comedy', 'Sci-Fi'];US
5001;tt0093270;The Legend of Wolf Lodge;Into the Fire;1987;88.0;['Crime', 'Drama', 'Romance'];US
5002;tt0093272;Invasion Earth: The Aliens Are Here;Invasion Earth: The Aliens Are Here;1988;82.0;['Comedy', 'Sci-Fi'];US
5003;tt0093275;Irena and the Shadows;Irena et les ombres;1987;90.0;['Drama'];FR
5004;tt0093276;Iron Warrior;Iron Warrior;1987;87.0;['Action', 'Adventure', 'Drama'];US
5005;tt0093277;Ironweed;Ironweed;1987;143.0;['Drama'];US
5006;tt0093278;Ishtar;Ishtar;1987;107.0;['Action', 'Adventure', 'Comedy'];US
5007;tt0093284;It Couldn't Happen Here;It Couldn't Happen Here;1987;86.0;['Adventure', 'Drama', 'Musical'];US
5008;tt0093286;It's Alive III: Island of the Alive;It's Alive III: Island of the Alive;1987;95.0;['Horror', 'Sci-Fi'];US
5009;tt0093290;Farewell, Mr. President;Jäähyväiset presidentille;1987;87.0;['Crime', 'Thriller'];US
5010;tt0093295;Jane B. for Agnes V.;Jane B. par Agnès V.;1988;99.0;['Biography', 'Fantasy'];US
5011;tt0093296;Jane and the Lost City;Jane and the Lost City;1987;94.0;['Action', 'Adventure', 'Comedy'];US
5012;tt0093298;Jaune revolver;Jaune revolver;1988;90.0;['Crime'];FR
5013;tt0093300;Jaws: The Revenge;Jaws: The Revenge;1987;89.0;['Adventure', 'Horror', 'Thriller'];US
5014;tt0093303;Jeux d'artifices;Jeux d'artifices;1987;99.0;['Comedy', 'Drama', 'Romance'];FR
5015;tt0093304;Prison on Fire;Gam yuk fung wan;1987;98.0;['Action', 'Crime', 'Drama'];US
5016;tt0093305;Flaming Brothers;Gong woo lung foo dau;1987;99.0;['Action', 'Crime', 'Romance'];US
5017;tt0093306;Rich and Famous;Gong woo ching;1987;104.0;['Action', 'Crime', 'Drama'];US
5018;tt0093308;New Mr. Vampire;Geung see fan sang;1986;84.0;['Comedy', 'Horror'];US
5019;tt0093311;Jim & Piraterna Blom;Jim & piraterna Blom;1987;92.0;['Adventure', 'Comedy', 'Family'];US
5020;tt0093315;Jocks;Jocks;1986;91.0;['Comedy', 'Sport'];US
5021;tt0093318;Lethal Obsession;Der Joker;1987;97.0;['Crime', 'Drama', 'Thriller'];US
5022;tt0093319;Diary of a Madman;Le journal d'un fou;1987;89.0;['Drama'];FR
5023;tt0093321;Juillet en septembre;Juillet en septembre;1988;96.0;['Drama'];FR
5024;tt0093322;Jungle Rats;Jungle Rats;1988;93.0;['Action', 'War'];US
5025;tt0093323;Manuela's Loves;Le jupon rouge;1987;90.0;['Drama'];FR
5026;tt0093334;The Fight for the Red Cow;Kampen om den røde ko;1987;85.0;['Comedy'];US
5027;tt0093335;Kandyland;Kandyland;1988;83.0;['Drama'];US
5028;tt0093336;The Cat;Die Katze;1988;118.0;['Crime', 'Thriller'];FR
5029;tt0093338;The Kid Brother;Kenny;1987;95.0;['Biography', 'Drama'];US
5030;tt0093340;Les keufs;Les keufs;1987;93.0;['Comedy'];FR
5031;tt0093341;The Key;Kelid;1987;76.0;['Drama'];US
5032;tt0093342;Where Is the Friend's House?;Khane-ye doust kodjast?;1987;83.0;['Drama', 'Family'];US
5033;tt0093345;Behind Enemy Lines;Killer Instinct;1987;88.0;['Action', 'Drama', 'War'];US
5034;tt0093346;Killing Spree;Killing Spree;1987;88.0;['Horror'];US
5035;tt0093347;The Killing Time;The Killing Time;1987;94.0;['Crime', 'Drama', 'Romance'];US
5036;tt0093348;Final Take: The Golden Age of Movies;Kinema no tenchi;1986;135.0;['Comedy', 'Drama'];US
5037;tt0093349;King Lear;King Lear;1987;90.0;['Comedy', 'Drama', 'Sci-Fi'];US
5038;tt0093351;Kiss Daddy Goodnight;Kiss Daddy Goodnight;1987;90.0;['Thriller'];US
5039;tt0093354;The Kitchen Toto;The Kitchen Toto;1987;96.0;['Drama'];US
5040;tt0093367;Peacock King;Hung cheuk wong ji;1988;86.0;['Action', 'Adventure', 'Fantasy'];US
5041;tt0093371;Kung-Fu Master!;Kung-fu master!;1988;80.0;['Drama', 'Romance'];US
5042;tt0093374;The Kiss of the Tiger;Der Kuß des Tigers;1988;105.0;['Thriller'];US
5043;tt0093378;La Bamba;La Bamba;1987;108.0;['Biography', 'Drama', 'Music'];US
5044;tt0093379;Lady Beware;Lady Beware;1987;108.0;['Thriller'];US
5045;tt0093383;Beyond the Law;Lain ulkopuolella;1987;84.0;['Crime', 'Drama', 'Thriller'];US
5046;tt0093385;Born to Gamble;Lan du ying xiong;1987;100.0;['Comedy', 'Drama'];US
5047;tt0093389;The Last Emperor;The Last Emperor;1987;163.0;['Biography', 'Drama', 'History'];US
5048;tt0093392;Last Song;Last Song;1987;98.0;['Drama', 'Musical'];FR
5049;tt0093393;The Last of England;The Last of England;1987;92.0;['Drama', 'Fantasy'];US
5050;tt0093396;Leader of the Band;Leader of the Band;1987;90.0;['Comedy'];US
5051;tt0093400;Bread;Lehem;1986;84.0;['Drama'];US
5052;tt0093403;Lemon Sky;Lemon Sky;1988;106.0;['Drama'];US
5053;tt0093405;Leonard Part 6;Leonard Part 6;1987;85.0;['Action', 'Comedy', 'Sci-Fi'];US
5054;tt0093406;Les Patterson Saves the World;Les Patterson Saves the World;1987;98.0;['Comedy'];GB
5055;tt0093407;Less Than Zero;Less Than Zero;1987;98.0;['Crime', 'Drama'];US
5056;tt0093409;Lethal Weapon;Lethal Weapon;1987;109.0;['Action', 'Crime', 'Thriller'];US
5057;tt0093411;Lévy et Goliath;Lévy et Goliath;1987;105.0;['Adventure', 'Comedy', 'Crime'];FR
5058;tt0093412;Law of Desire;La ley del deseo;1987;102.0;['Comedy', 'Drama', 'Thriller'];US
5059;tt0093415;Light of Day;Light of Day;1987;107.0;['Drama', 'Music'];US
5060;tt0093416;The Lighthorsemen;The Lighthorsemen;1987;131.0;['Drama', 'War'];US
5061;tt0093418;Like Father Like Son;Like Father Like Son;1987;100.0;['Comedy', 'Fantasy'];US
5062;tt0093419;Lilac Ball;Lilovyy shar;1987;77.0;['Adventure', 'Family', 'Fantasy'];US
5063;tt0093421;Vampire's Breakfast;Ling chen wan can;1987;89.0;['Comedy', 'Horror', 'Mystery'];US
5064;tt0093422;Mr. Vampire Part 3;Ling wan sin sang;1987;88.0;['Action', 'Comedy', 'Horror'];US
5065;tt0093424;Lionheart;Lionheart;1987;104.0;['Adventure', 'Drama'];US
5066;tt0093426;An Autumn's Tale;Chau tin dik tung wa;1987;98.0;['Drama', 'Romance'];US
5067;tt0093428;The Living Daylights;The Living Daylights;1987;130.0;['Action', 'Adventure', 'Thriller'];US
5068;tt0093429;Living on Tokyo Time;Living on Tokyo Time;1987;83.0;['Comedy', 'Drama'];US
5069;tt0093431;The Lonely Passion of Judith Hearne;The Lonely Passion of Judith Hearne;1987;116.0;['Drama', 'Romance'];US
5070;tt0093435;City on Fire;Lung foo fung wan;1987;105.0;['Action', 'Adventure', 'Crime'];US
5071;tt0093437;The Lost Boys;The Lost Boys;1987;97.0;['Comedy', 'Horror'];US
5072;tt0093438;Flight of the Spruce Goose;Flight of the Spruce Goose;1986;97.0;['Drama'];US
5073;tt0093442;Love Potion;Love Potion;1987;91.0;['Drama', 'Thriller'];US
5074;tt0093443;Love at Stake;Love at Stake;1987;86.0;['Comedy'];US
5075;tt0093447;Luzia;Luzia Homem;1988;105.0;['Drama', 'Western'];US
5076;tt0093450;The Lullaby;Kolysanka;1986;75.0;['Drama'];US
5077;tt0093453;The Gold Rimmed Glasses;Gli occhiali d'oro;1987;110.0;['Drama'];US
5078;tt0093454;Lunga vita alla signora!;Lunga vita alla signora!;1987;115.0;['Drama'];GB
5079;tt0093456;Lust for Freedom;Lust for Freedom;1987;92.0;['Crime', 'Drama', 'Thriller'];US
5080;tt0093457;Bôkô honban;Bôkô honban;1987;57.0;['Drama', 'Horror'];US
5081;tt0093458;El Lute: Run for Your Life;El Lute (camina o revienta);1987;123.0;['Biography', 'Drama'];US
5082;tt0093462;Macbeth;Macbeth;1987;70.0;['Crime', 'Drama'];US
5083;tt0093464;Macu, the Policeman's Woman;Macu, la mujer del policía;1987;90.0;['Drama'];US
5084;tt0093467;Made in Heaven;Made in Heaven;1987;103.0;['Comedy', 'Fantasy', 'Romance'];US
5085;tt0093468;Madhouse;There Was a Little Girl;1981;92.0;['Horror'];US
5086;tt0093470;Madrid;Madrid;1987;108.0;['Drama', 'Romance', 'War'];US
5087;tt0093473;The Magic Snowman;The Magic Snowman;1987;85.0;['Family', 'Fantasy'];US
5088;tt0093474;Magic Sticks;Magic Sticks;1987;97.0;['Comedy'];US
5089;tt0093476;Maid to Order;Maid to Order;1987;93.0;['Comedy', 'Fantasy'];US
5090;tt0093477;Making Mr. Right;Making Mr. Right;1987;98.0;['Comedy', 'Romance', 'Sci-Fi'];US
5091;tt0093481;Malady of Love;Maladie d'amour;1987;122.0;['Drama', 'Romance'];FR
5092;tt0093483;Malone;Malone;1987;92.0;['Action', 'Drama', 'Thriller'];US
5093;tt0093489;Man on Fire;Man on Fire;1987;92.0;['Action', 'Drama', 'Thriller'];US
5094;tt0093491;Mankillers;Mankillers;1987;88.0;['Action'];US
5095;tt0093493;Mannequin;Mannequin;1987;90.0;['Comedy', 'Fantasy', 'Romance'];US
5096;tt0093496;Run for Your Life;Run for Your Life;1988;90.0;['Drama', 'Sport', 'Thriller'];US
5097;tt0093502;A Taxing Woman;Marusa no onna;1987;127.0;['Comedy', 'Crime'];US
5098;tt0093504;Mascara;Mascara;1987;94.0;['Thriller'];US
5099;tt0093505;Masks;Masques;1987;100.0;['Crime', 'Drama', 'Mystery'];US
5100;tt0093506;Master of Dragonard Hill;Master of Dragonard Hill;1987;93.0;['Adventure', 'Drama'];US
5101;tt0093507;Masters of the Universe;Masters of the Universe;1987;106.0;['Action', 'Adventure', 'Fantasy'];US
5102;tt0093509;Matewan;Matewan;1987;135.0;['Drama', 'History'];US
5103;tt0093512;Maurice;Maurice;1987;140.0;['Drama', 'Romance'];US
5104;tt0093516;Meatballs III: Summer Job;Meatballs III: Summer Job;1986;96.0;['Comedy', 'Fantasy', 'Romance'];US
5105;tt0093517;Medium Rare;Medium Rare;1987;95.0;['Comedy', 'Crime'];US
5106;tt0093522;The Haunted Cop Shop;Mang gwai chai goon;1987;88.0;['Action', 'Comedy', 'Horror'];US
5107;tt0093523;Operation Pink Squad II;Mang gwai dai ha;1989;93.0;['Comedy', 'Crime', 'Horror'];US
5108;tt0093524;More About the Children of Noisy Village;Mer om oss barn i Bullerbyn;1987;85.0;['Family'];US
5109;tt0093525;Mercenary Fighters;Mercenary Fighters;1988;93.0;['Action', 'Adventure', 'Drama'];GB
5110;tt0093531;Mon cas;Mon cas;1986;92.0;['Drama', 'Fantasy'];FR
5111;tt0093533;Miami Golem;Miami Golem;1985;85.0;['Action', 'Horror', 'Sci-Fi'];FR
5112;tt0093535;I miei primi 40 anni;I miei primi 40 anni;1987;107.0;['Comedy'];FR
5113;tt0093538;Milan noir;Milan noir;1988;77.0;['Comedy', 'Drama'];FR
5114;tt0093539;Million Dollar Mystery;Million Dollar Mystery;1987;95.0;['Comedy', 'Mystery'];US
5115;tt0093540;The Pool;The Pool;1987;;['Romance'];US
5116;tt0093541;Le miniere del Kilimangiaro (Afrikanter);Le miniere del Kilimangiaro (Afrikanter);1986;95.0;['Action', 'Adventure'];US
5117;tt0093543;Mio in the Land of Faraway;Mio min Mio;1987;99.0;['Adventure', 'Family', 'Fantasy'];US
5118;tt0093546;The Misfit Brigade;The Misfit Brigade;1987;100.0;['Action', 'Adventure', 'Drama'];US
5119;tt0093549;Return of the Kickfighter;Return of the Kickfighter;1987;90.0;['Action'];US
5120;tt0093550;Mission Kill;Mission Kill;1985;97.0;['Action', 'Adventure', 'Crime'];US
5121;tt0093554;Return of the Demon;Moh go yat jeung;1987;96.0;['Action', 'Comedy', 'Horror'];US
5122;tt0093556;Sorceress;Le moine et la sorcière;1987;97.0;['Drama', 'History'];US
5123;tt0093557;Mon bel amour, ma déchirure;Mon bel amour, ma déchirure;1987;90.0;['Drama', 'Romance'];US
5124;tt0093558;Mondo New York;Mondo New York;1988;83.0;['Comedy', 'Documentary', 'Music'];US
5125;tt0093560;The Monster Squad;The Monster Squad;1987;79.0;['Action', 'Comedy', 'Fantasy'];US
5126;tt0093562;A Month in the Country;A Month in the Country;1987;96.0;['Drama'];US
5127;tt0093563;Moon in Scorpio;Moon in Scorpio;1987;87.0;['Drama', 'Horror', 'Mystery'];US
5128;tt0093565;Moonstruck;Moonstruck;1987;102.0;['Comedy', 'Drama', 'Romance'];US
5129;tt0093567;Morgan Stewart's Coming Home;Morgan Stewart's Coming Home;1987;96.0;['Comedy'];US
5130;tt0093571;Farewell Moscow;Mosca addio;1987;101.0;['Biography', 'Drama'];FR
5131;tt0093575;Le moustachu;Le moustachu;1987;90.0;['Comedy'];FR
5132;tt0093578;Mr. India;Mr. India;1987;179.0;['Action', 'Comedy', 'Drama'];US
5133;tt0093579;Miss Arizona;Miss Arizona;1988;95.0;['Drama', 'Musical', 'War'];US
5134;tt0093582;Munchies;Munchies;1987;83.0;['Comedy', 'Fantasy', 'Horror'];US
5135;tt0093584;Murder Rap;Murder Rap;1988;108.0;['Crime', 'Thriller'];US
5136;tt0093588;My Dark Lady;My Dark Lady;1987;104.0;['Comedy', 'Drama'];US
5137;tt0093589;My Demon Lover;My Demon Lover;1987;90.0;['Comedy', 'Fantasy', 'Horror'];US
5138;tt0093593;On the Silver Globe;Na srebrnym globie;1988;166.0;['Adventure', 'Drama', 'Fantasy'];US
5139;tt0093595;Nad Niemnem;Nad Niemnem;1987;215.0;['Drama', 'History', 'Romance'];US
5140;tt0093596;Nadine;Nadine;1987;83.0;['Comedy', 'Mystery', 'Romance'];US
5141;tt0093598;The Naked Cell;The Naked Cell;1988;84.0;['Drama'];US
5142;tt0093599;Diary for My Lovers;Napló szerelmeimnek;1987;141.0;['Biography', 'Drama'];US
5143;tt0093603;Nayakan;Nayakan;1987;145.0;['Crime', 'Drama'];US
5144;tt0093605;Near Dark;Near Dark;1987;94.0;['Horror'];US
5145;tt0093608;Nekromantik;Nekromantik;1988;71.0;['Horror'];US
5146;tt0093611;The Adventures of Oliver Twist;Las aventuras de Oliver Twist;1987;91.0;['Adventure', 'Animation', 'Family'];US
5147;tt0093614;The Newlydeads;The Newlydeads;1988;77.0;['Horror'];US
5148;tt0093617;Nice Girls Don't Explode;Nice Girls Don't Explode;1987;92.0;['Comedy', 'Romance', 'Sci-Fi'];US
5149;tt0093621;The Night Stalker;The Night Stalker;1986;93.0;['Crime', 'Drama', 'Horror'];US
5150;tt0093624;Night of the Demons;Night of the Demons;1988;90.0;['Comedy', 'Fantasy', 'Horror'];US
5151;tt0093626;Nightflyers;Nightflyers;1987;89.0;['Horror', 'Mystery', 'Sci-Fi'];US
5152;tt0093628;Nightmare Sisters;Nightmare Sisters;1988;83.0;['Comedy', 'Fantasy', 'Horror'];US
5153;tt0093629;A Nightmare on Elm Street 3: Dream Warriors;A Nightmare on Elm Street 3: Dream Warriors;1987;96.0;['Fantasy', 'Horror'];US
5154;tt0093630;Nights in White Satin;Nights in White Satin;1987;97.0;['Drama', 'Romance'];US
5155;tt0093633;Daughter of the Nile;Ni luo he nu er;1987;93.0;['Crime', 'Drama'];US
5156;tt0093637;No Dead Heroes;No Dead Heroes;1986;86.0;['Action'];US
5157;tt0093638;No Man's Land;No Man's Land;1987;107.0;['Crime', 'Drama', 'Thriller'];US
5158;tt0093639;No Safe Haven;No Safe Haven;1987;95.0;['Action'];US
5159;tt0093640;No Way Out;No Way Out;1987;114.0;['Action', 'Crime', 'Drama'];US
5160;tt0093648;North Shore;North Shore;1987;96.0;['Action', 'Drama', 'Romance'];US
5161;tt0093650;Summer Night with Greek Profile, Almond Eyes and Scent of Basil;Notte d'estate con profilo greco, occhi a mandorla e odore di basilico;1986;94.0;['Comedy'];US
5162;tt0093651;Notte italiana;Notte italiana;1987;92.0;['Comedy', 'Drama'];FR
5163;tt0093652;Les nouveaux tricheurs;Les nouveaux tricheurs;1987;100.0;['Drama'];FR
5164;tt0093654;Nowhere to Hide;Nowhere to Hide;1987;90.0;['Action', 'Thriller'];US
5165;tt0093655;Widow's Walk;Noyade interdite;1987;102.0;['Crime'];FR
5166;tt0093658;Number One with a Bullet;Number One with a Bullet;1987;103.0;['Action', 'Crime', 'Thriller'];US
5167;tt0093660;Nuts;Nuts;1987;116.0;['Drama', 'Thriller'];US
5168;tt0093663;The Occultist;The Occultist;1988;82.0;['Action', 'Horror', 'Sci-Fi'];US
5169;tt0093664;Dark Eyes;Oci ciornie;1987;118.0;['Comedy', 'Drama', 'Romance'];US
5170;tt0093667;L'oeil au beurre noir;L'oeil au beurre noir;1987;90.0;['Comedy'];FR
5171;tt0093668;Pathfinder;Ofelas;1987;86.0;['Action', 'Adventure', 'Drama'];US
5172;tt0093670;A Film About Love;En film om kärlek;1987;96.0;['Romance'];US
5173;tt0093671;Omega Syndrome;Omega Syndrome;1986;90.0;['Action', 'Drama'];US
