;tconst;primaryTitle;originalTitle;startYear;runtimeMinutes;genres;region
2672;tt0087284;Fort Saganne;Fort Saganne;1984;180.0;['Drama', 'History', 'War'];US
2673;tt0087287;Lady Libertine;Lady Libertine;1984;83.0;['Drama', 'Romance'];US
2674;tt0087289;Frankenstein 90;Frankenstein 90;1984;92.0;['Comedy', 'Drama', 'Horror'];US
2675;tt0087290;Frankenstein's Great Aunt Tillie;Frankenstein's Great Aunt Tillie;1984;100.0;['Comedy', 'Horror', 'Sci-Fi'];GB
2676;tt0087292;Lolita;Das französische Frühstück;1984;122.0;['Comedy', 'Drama'];FR
2677;tt0087297;Frida Still Life;Frida, naturaleza viva;1983;108.0;['Biography', 'Drama'];US
2678;tt0087298;Friday the 13th: The Final Chapter;Friday the 13th: The Final Chapter;1984;91.0;['Horror', 'Thriller'];US
2679;tt0087300;The Frog Prince;The Frog Prince;1986;100.0;['Comedy', 'Drama', 'Romance'];GB
2680;tt0087301;Hibiscus Town;Fu rong zhen;1987;164.0;['Drama', 'History', 'Romance'];US
2681;tt0087303;A Man Called Rage;Rage - Fuoco incrociato;1984;91.0;['Action', 'Sci-Fi', 'Thriller'];US
2682;tt0087307;Furious;Furious;1984;73.0;['Action', 'Adventure', 'Fantasy'];US
2683;tt0087310;The Future Is Woman;Il futuro è donna;1984;99.0;['Drama'];US
2684;tt0087312;Miraculous Flower;Gai shi qi hua;1981;87.0;['Action'];US
2685;tt0087313;Garbo Talks;Garbo Talks;1984;103.0;['Comedy', 'Drama'];US
2686;tt0087314;La garce;La garce;1984;89.0;['Thriller'];FR
2687;tt0087315;The Bodyguard;Le garde du corps;1984;100.0;['Adventure', 'Comedy', 'Romance'];US
2688;tt0087320;Gebroken spiegels;Gebroken spiegels;1984;108.0;['Drama', 'Thriller'];FR
2689;tt0087328;The Home and the World;Ghare-Baire;1984;140.0;['Drama'];US
2690;tt0087332;Ghostbusters;Ghostbusters;1984;105.0;['Action', 'Comedy', 'Fantasy'];US
2691;tt0087333;Gimme an 'F';Gimme an 'F';1984;101.0;['Comedy'];US
2692;tt0087336;Girls Nite Out;Girls Nite Out;1982;96.0;['Horror', 'Mystery', 'Thriller'];US
2693;tt0087337;Give My Regards to Broad Street;Give My Regards to Broad Street;1984;108.0;['Drama', 'Music'];US
2694;tt0087344;Godzilla 1985;Godzilla 1985;1985;87.0;['Action', 'Horror', 'Sci-Fi'];US
2695;tt0087348;Goldy: The Last of the Golden Bears;Goldy: The Last of the Golden Bears;1984;91.0;['Adventure', 'Family'];US
2696;tt0087349;Blue Mountains, or Unbelievable Story;Tsisperi mtebi anu daujerebeli ambavi;1983;97.0;['Comedy', 'Drama'];US
2697;tt0087350;Goma-2;Goma-2;1984;98.0;['Action', 'Drama'];US
2698;tt0087352;Gung buk;Gung buk;1984;95.0;['Action', 'Crime', 'Drama'];US
2699;tt0087354;Grace Quigley;Grace Quigley;1984;87.0;['Comedy'];US
2700;tt0087359;Grandview, U.S.A.;Grandview, U.S.A.;1984;97.0;['Drama'];US
2701;tt0087363;Gremlins;Gremlins;1984;106.0;['Comedy', 'Fantasy', 'Horror'];US
2702;tt0087364;De grens;De grens;1984;100.0;['Thriller'];FR
2703;tt0087365;Greystoke: The Legend of Tarzan, Lord of the Apes;Greystoke: The Legend of Tarzan, Lord of the Apes;1984;143.0;['Adventure', 'Drama'];US
2704;tt0087366;Bad Manners;Growing Pains;1984;85.0;['Comedy'];US
2705;tt0087373;The Dog Who Stopped the War;La guerre des tuques;1984;92.0;['Comedy', 'Drama', 'Family'];US
2706;tt0087374;The Gunrunner;The Gunrunner;1989;92.0;['Crime', 'Drama'];US
2707;tt0087376;Gwen, the Book of Sand;Gwen, le livre de sable;1985;67.0;['Adventure', 'Animation', 'Fantasy'];US
2708;tt0087377;The Crazy Family;Gyakufunsha kazoku;1984;106.0;['Comedy', 'Drama'];US
2709;tt0087378;Hadley's Rebellion;Hadley's Rebellion;1983;96.0;['Drama'];US
2710;tt0087379;Hambone and Hillie;Hambone and Hillie;1983;90.0;['Comedy', 'Drama'];US
2711;tt0087384;Hard to Hold;Hard to Hold;1984;93.0;['Drama', 'Music'];US
2712;tt0087385;Hardbodies;Hardbodies;1984;88.0;['Comedy'];US
2713;tt0087386;Harry & Son;Harry & Son;1984;120.0;['Drama'];US
2714;tt0087387;Hasta cierto punto;Hasta cierto punto;1983;68.0;['Drama'];FR
2715;tt0087389;Haunters of the Deep;Haunters of the Deep;1984;61.0;['Family', 'Fantasy', 'Mystery'];GB
2716;tt0087391;Der Havarist;Der Havarist;1984;100.0;['Drama'];US
2717;tt0087396;Heart of the Stag;Heart of the Stag;1984;91.0;['Drama'];GB
2718;tt0087397;Heartbreakers;Heartbreakers;1984;98.0;['Drama'];US
2719;tt0087399;Heavenly Bodies;Heavenly Bodies;1984;89.0;['Drama', 'Romance'];US
2720;tt0087402;Hell Riders;Hell Riders;1984;90.0;['Action', 'Drama'];US
2721;tt0087404;Bring the Little Pigs;Her mit den kleinen Schweinchen;1984;82.0;['Comedy'];US
2722;tt0087412;The Story of O 2;Histoire d'O: Chapitre 2;1984;108.0;['Drama'];US
2723;tt0087414;The Hit;The Hit;1984;98.0;['Crime', 'Drama', 'Thriller'];US
2724;tt0087417;Holi;Holi;1984;120.0;['Comedy', 'Drama'];US
2725;tt0087418;Hollywood Hot Tubs;Hollywood Hot Tubs;1984;103.0;['Comedy'];US
2726;tt0087419;Hollywood Out-takes and Rare Footage;Hollywood Out-takes and Rare Footage;1983;83.0;['Comedy', 'Documentary'];US
2727;tt0087421;Home Free All;Home Free All;1983;92.0;['Comedy', 'Drama'];US
2728;tt0087425;Hot Dog... The Movie;Hot Dog ...The Movie;1983;96.0;['Comedy', 'Romance', 'Sport'];US
2729;tt0087428;The Hotel New Hampshire;The Hotel New Hampshire;1984;109.0;['Comedy', 'Drama'];US
2730;tt0087429;The House of God;The House of God;1984;108.0;['Comedy', 'Drama'];US
2731;tt0087430;The House of the Yellow Carpet;La casa del tappeto giallo;1983;89.0;['Crime', 'Drama', 'Horror'];US
2732;tt0087432;When the Raven Flies;Hrafninn flýgur;1984;109.0;['Action', 'Adventure', 'Drama'];US
2733;tt0087433;Yellow Earth;Huang tu di;1984;86.0;['Drama', 'History', 'Music'];US
2734;tt0087436;Hundra;Hundra;1983;90.0;['Adventure', 'Fantasy'];US
2735;tt0087441;Hälfte des Lebens;Hälfte des Lebens;1985;98.0;['Biography', 'Drama', 'History'];FR
2736;tt0087449;I eshchyo odna noch Shakherazady;I eshchyo odna noch Shakherazady;1985;80.0;['Adventure', 'Family', 'Fantasy'];US
2737;tt0087451;The Ice Pirates;The Ice Pirates;1984;91.0;['Action', 'Adventure', 'Comedy'];US
2738;tt0087452;Iceman;Iceman;1984;100.0;['Drama', 'Sci-Fi'];US
2739;tt0087456;The Illusionist;De illusionist;1983;90.0;['Comedy'];US
2740;tt0087459;In the Belly of the Whale;Im Innern des Wals;1985;97.0;['Comedy'];US
2741;tt0087461;Deadly Impact;Impatto mortale;1984;80.0;['Action', 'Crime', 'Drama'];US
2742;tt0087464;Impulse;Impulse;1984;91.0;['Horror', 'Mystery', 'Sci-Fi'];US
2743;tt0087469;Indiana Jones and the Temple of Doom;Indiana Jones and the Temple of Doom;1984;118.0;['Action', 'Adventure'];US
2744;tt0087470;The Indomitable Teddy Roosevelt;The Indomitable Teddy Roosevelt;1983;93.0;['Documentary', 'Drama'];US
2745;tt0087472;The Initiation;The Initiation;1984;97.0;['Horror', 'Mystery', 'Thriller'];US
2746;tt0087473;Innocence;Inocência;1983;118.0;['Drama', 'Romance'];US
2747;tt0087474;Inquilaab;Inquilaab;1984;152.0;['Action', 'Drama', 'Thriller'];US
2748;tt0087476;Interface;Interface;1984;88.0;['Comedy', 'Horror', 'Sci-Fi'];US
2749;tt0087477;Intruders;L'intrus;1984;;['Drama'];FR
2750;tt0087481;Double Trouble;Non c'è due senza quattro;1984;99.0;['Action', 'Comedy'];US
2751;tt0087482;Irreconcilable Differences;Irreconcilable Differences;1984;113.0;['Comedy', 'Drama', 'Romance'];US
2752;tt0087486;Isabel on the Stairs;Isabel auf der Treppe;1984;69.0;['Drama'];US
2753;tt0087487;Warrior Women;Yang yang jun;1981;89.0;['Action', 'Adventure', 'Fantasy'];US
2754;tt0087490;It Don't Pay to Be an Honest Citizen;It Don't Pay to Be an Honest Citizen;1985;;['Drama'];US
2755;tt0087500;Jerry Lewis Live;Jerry Lewis Live;1984;;['Comedy'];US
2756;tt0087507;Johnny Dangerously;Johnny Dangerously;1984;90.0;['Comedy', 'Crime'];US
2757;tt0087509;Le joli coeur;Le joli coeur;1984;91.0;['Comedy'];FR
2758;tt0087512;La joven y la tentación;La joven y la tentación;1986;96.0;['Drama', 'Mystery', 'Thriller'];FR
2759;tt0087513;Joy of Sex;Joy of Sex;1984;93.0;['Comedy', 'Romance'];US
2760;tt0087514;Happy Easter;Joyeuses Pâques;1984;98.0;['Comedy'];US
2761;tt0087515;The Judge;Le juge;1984;97.0;['Crime', 'Drama'];FR
2762;tt0087520;The Twin;Le jumeau;1984;104.0;['Comedy'];US
2763;tt0087522;The Other Side of Gentleman;Jun zi hao qiu;1984;93.0;['Comedy'];US
2764;tt0087523;Jungle Warriors;Euer Weg führt durch die Hölle;1984;93.0;['Action', 'Adventure', 'Drama'];US
2765;tt0087525;Just the Way You Are;Just the Way You Are;1984;94.0;['Comedy', 'Music', 'Romance'];US
2766;tt0087528;The Happy Ghost;Hoi sam gwai;1984;96.0;['Comedy', 'Family', 'Horror'];US
2767;tt0087536;Kanoon Kya Karega;Kanoon Kya Karega;1984;;['Crime', 'Thriller'];US
2768;tt0087537;Kaos;Kaos;1984;187.0;['Comedy', 'Drama', 'Romance'];US
2769;tt0087538;The Karate Kid;The Karate Kid;1984;126.0;['Action', 'Drama', 'Family'];US
2770;tt0087539;Kaskade rückwärts;Kaskade rückwärts;1984;90.0;['Comedy', 'Drama'];US
2771;tt0087543;Katy Caterpillar;Katy, la oruga;1984;86.0;['Adventure', 'Animation', 'Family'];US
2772;tt0087544;Nausicaä of the Valley of the Wind;Kaze no tani no Naushika;1984;117.0;['Adventure', 'Animation', 'Sci-Fi'];US
2773;tt0087545;The Family Game;Kazoku gêmu;1983;107.0;['Comedy', 'Drama'];US
2774;tt0087547;The Clock;Kello;1984;68.0;['Drama'];US
2775;tt0087550;Kidco;Kidco;1984;105.0;['Comedy'];US
2776;tt0087551;The Killers;The Killers;1984;60.0;['Crime', 'Drama'];US
2777;tt0087552;The Killing Edge;The Killing Edge;1984;90.0;['Sci-Fi'];GB
2778;tt0087553;The Killing Fields;The Killing Fields;1984;141.0;['Biography', 'Drama', 'History'];US
2779;tt0087555;The Clairvoyant;The Clairvoyant;1982;97.0;['Horror', 'Mystery', 'Thriller'];US
2780;tt0087556;Killpoint;Killpoint;1984;80.0;['Action'];US
2781;tt0087560;King Kongs Faust;King Kongs Faust;1985;80.0;['Comedy'];US
2782;tt0087564;The Clan - Tale of the Frogs;Klaani: Tarina Sammakoitten suvusta;1984;120.0;['Crime', 'Drama', 'Romance'];FR
2783;tt0087566;Class Relations;Klassenverhältnisse;1984;126.0;['Drama'];US
2784;tt0087571;Children of Nagasaki;Kono ko wo nokoshite;1983;128.0;['Drama', 'War'];US
2785;tt0087577;Kung Hei Fat Choy;Gong xi fa cai;1985;;['Comedy'];US
2786;tt0087578;Wheels on Meals;Kuai can che;1984;108.0;['Action', 'Comedy', 'Crime'];US
2787;tt0087586;Laila;Laila;1984;;['Musical', 'Romance'];GB
2788;tt0087589;Lassiter;Lassiter;1984;100.0;['Action', 'Crime', 'Drama'];US
2789;tt0087592;The Last Horror Film;The Last Horror Film;1982;87.0;['Comedy', 'Horror'];US
2790;tt0087594;The Last Hunter;L'ultimo cacciatore;1980;95.0;['Action', 'Drama', 'Thriller'];US
2791;tt0087597;The Last Starfighter;The Last Starfighter;1984;101.0;['Action', 'Adventure', 'Sci-Fi'];US
2792;tt0087599;The Last Winter;The Last Winter;1983;89.0;['Drama', 'War'];US
2793;tt0087602;Singleton's Pluck;Laughterhouse;1984;89.0;['Comedy'];US
2794;tt0087606;The Legend of Suram Fortress;Ambavi Suramis tsikhitsa;1985;88.0;['Drama'];US
2795;tt0087607;Jungle Raiders;La leggenda del rubino malese;1985;95.0;['Action', 'Adventure'];US
2796;tt0087611;Lentävät luupäät;Lentävät luupäät;1984;84.0;['Comedy'];FR
2797;tt0087612;Leonora;Leonora;1984;85.0;['Drama', 'Fantasy', 'Horror'];GB
2798;tt0087616;Monster Dog;Leviatán;1984;84.0;['Horror', 'Music'];US
2799;tt0087622;The Lift;De lift;1983;95.0;['Horror'];US
2800;tt0087625;The Occupant;Ling hei bik yan;1984;96.0;['Comedy', 'Horror'];US
2801;tt0087626;Lipstick and Blood;Lipstick and Blood;1984;85.0;['Crime', 'Drama', 'Thriller'];GB
2802;tt0087627;Black List;Liste noire;1984;83.0;['Action'];US
2803;tt0087628;Listen to the City;Listen to the City;1984;78.0;['Drama', 'Sci-Fi'];GB
2804;tt0087629;The Little Drummer Girl;The Little Drummer Girl;1984;130.0;['Drama'];US
2805;tt0087633;The Little Sister;The Little Sister;1985;103.0;['Drama'];US
2806;tt0087635;The Lonely Guy;The Lonely Guy;1984;90.0;['Comedy', 'Romance'];US
2807;tt0087640;Louise... l'insoumise;Louise... l'insoumise;1985;95.0;['Comedy', 'Drama'];FR
2808;tt0087643;Love Scenes;Love Scenes;1984;82.0;['Drama'];US
2809;tt0087644;Love Streams;Love Streams;1984;141.0;['Drama'];US
2810;tt0087648;Lovelines;Lovelines;1984;93.0;['Comedy'];US
2811;tt0087649;Low Visibility;Low Visibility;1984;99.0;['Drama'];GB
2812;tt0087650;Love and Doves;Lyubov i golubi;1985;107.0;['Comedy', 'Drama', 'Romance'];US
2813;tt0087653;He's Worse Than Me;Lui è peggio di me;1985;108.0;['Comedy'];US
2814;tt0087657;Le Léopard;Le Léopard;1984;86.0;['Action', 'Adventure'];FR
2815;tt0087658;Macho Man;Macho Man;1985;85.0;['Action', 'Crime'];US
2816;tt0087660;Macross: Do You Remember Love?;Chôjikû Yôsai Macross: Ai Oboeteimasuka;1984;114.0;['Action', 'Adventure', 'Animation'];US
2817;tt0087666;Making the Grade;Making the Grade;1984;105.0;['Comedy', 'Romance'];US
2818;tt0087675;Man Without Memory;Mann ohne Gedächtnis;1984;90.0;['Drama'];US
2819;tt0087676;A Man Like Eva;Ein Mann wie EVA;1984;92.0;['Biography', 'Drama'];US
2820;tt0087677;The Man from Majorca;Mannen från Mallorca;1984;106.0;['Action', 'Crime', 'Thriller'];US
2821;tt0087679;The Owl vs. Bumbo;Mao tou ying yu xiao fei xiang;1984;99.0;['Action', 'Comedy'];US
2822;tt0087681;Marche à l'ombre;Marche à l'ombre;1984;90.0;['Comedy', 'Drama'];FR
2823;tt0087682;Maria's Lovers;Maria's Lovers;1984;109.0;['Drama', 'Romance'];US
2824;tt0087685;Martin's Day;Martin's Day;1985;98.0;['Drama'];US
2825;tt0087688;Mass Appeal;Mass Appeal;1984;99.0;['Drama'];US
2826;tt0087689;Massive Retaliation;Massive Retaliation;1984;90.0;['Drama', 'War'];US
2827;tt0087693;Le matelot 512;Le matelot 512;1984;100.0;['Drama'];FR
2828;tt0087697;The Mirage;Maya Miriga;1984;120.0;['Drama'];US
2829;tt0087699;Beyond the Walls;Me'Ahorei Hasoragim;1984;103.0;['Drama'];US
2830;tt0087700;Meatballs Part II;Meatballs Part II;1984;87.0;['Comedy'];US
2831;tt0087703;River Without Buoys;Mei you hang biao de he liu;1984;86.0;['Drama'];FR
2832;tt0087705;Melvin: Son of Alvin;Melvin: Son of Alvin;1984;85.0;['Comedy'];US
2833;tt0087706;Memed My Hawk;Memed My Hawk;1984;110.0;['Drama'];US
2834;tt0087712;Mesrine;Mesrine;1984;110.0;['Biography', 'Crime', 'Drama'];GB
2835;tt0087716;Where's Picone?;Mi manda Picone;1984;122.0;['Comedy'];US
2836;tt0087718;Micki + Maude;Micki + Maude;1984;118.0;['Comedy', 'Romance'];US
2837;tt0087722;Mike's Murder;Mike's Murder;1984;109.0;['Drama', 'Mystery', 'Thriller'];US
2838;tt0087723;Night Has a Thousand Desires;Mil sexos tiene la noche;1984;92.0;['Horror', 'Thriller'];US
2839;tt0087727;Missing in Action;Missing in Action;1984;101.0;['Action', 'Adventure', 'Drama'];US
2840;tt0087730;Misunderstood;Misunderstood;1984;91.0;['Drama'];US
2841;tt0087735;Model Behavior;Model Behavior;1982;86.0;['Drama'];US
2842;tt0087738;Mona and the Time of Burning Love;Mona ja palavan rakkauden aika;1983;109.0;['Drama'];FR
2843;tt0087739;Monaco Forever;Monaco Forever;1984;48.0;['Comedy'];US
2844;tt0087742;The Vultures;Les morfalous;1984;106.0;['Action', 'Comedy', 'Drama'];US
2845;tt0087746;Mortuary;Mortuary;1982;93.0;['Horror'];US
2846;tt0087747;Moscow on the Hudson;Moscow on the Hudson;1984;115.0;['Comedy', 'Drama', 'Romance'];US
2847;tt0087751;Mrs. Soffel;Mrs. Soffel;1984;110.0;['Drama', 'Romance'];US
2848;tt0087755;The Muppets Take Manhattan;The Muppets Take Manhattan;1984;94.0;['Adventure', 'Comedy', 'Drama'];US
2849;tt0087758;Murder: Ultimate Grounds for Divorce;Murder: Ultimate Grounds for Divorce;1984;95.0;['Action'];US
2850;tt0087759;Murder-Rock: Dancing Death;Murderock - Uccide a passo di danza;1984;93.0;['Mystery', 'Thriller'];US
2851;tt0087763;My Brother's Wedding;My Brother's Wedding;1983;115.0;['Drama'];US
2852;tt0087764;Ritoru champion;Ritoru champion;1981;90.0;['Drama'];FR
2853;tt0087765;My First Wife;My First Wife;1984;96.0;['Drama'];GB
2854;tt0087768;My Therapist;My Therapist;1983;85.0;['Drama'];US
2855;tt0087776;The Naked Country;The Naked Country;1985;90.0;['Action', 'Drama', 'Romance'];GB
2856;tt0087777;The Naked Face;The Naked Face;1984;105.0;['Action', 'Mystery', 'Thriller'];US
2857;tt0087779;Les nanas;Les nanas;1985;88.0;['Comedy'];GB
2858;tt0087781;The Natural;The Natural;1984;138.0;['Drama', 'Sport'];US
2859;tt0087784;Dream one;Nemo;1984;97.0;['Adventure', 'Fantasy'];US
2860;tt0087786;Shackin' Up;New York Nights;1984;103.0;['Drama', 'Romance'];US
2861;tt0087788;The Next One;The Next One;1984;105.0;['Drama', 'Fantasy', 'Sci-Fi'];US
2862;tt0087789;Next of Kin;Next of Kin;1984;70.0;['Comedy', 'Drama'];US
2863;tt0087790;Ni avec toi ni sans toi;Ni avec toi ni sans toi;1985;85.0;['Comedy', 'Drama'];FR
2864;tt0087795;Night Patrol;Night Patrol;1984;85.0;['Comedy'];US
2865;tt0087796;Mutant;Night Shadows;1984;99.0;['Horror', 'Sci-Fi', 'Thriller'];US
2866;tt0087798;Night Train to Terror;Night Train to Terror;1985;98.0;['Drama', 'Fantasy', 'Horror'];US
2867;tt0087799;Night of the Comet;Night of the Comet;1984;95.0;['Comedy', 'Horror', 'Sci-Fi'];US
2868;tt0087800;A Nightmare on Elm Street;A Nightmare on Elm Street;1984;91.0;['Horror'];US
2869;tt0087803;1984;Nineteen Eighty-Four;1984;113.0;['Drama', 'Sci-Fi'];US
2870;tt0087804;Ninguém Duas Vezes;Ninguém Duas Vezes;1984;107.0;['Drama', 'Mystery'];US
2871;tt0087805;Ninja III: The Domination;Ninja III: The Domination;1984;92.0;['Action', 'Fantasy', 'Thriller'];US
2872;tt0087806;The Ninja Mission;The Ninja Mission;1984;93.0;['Action', 'Drama'];GB
2873;tt0087810;No Small Affair;No Small Affair;1984;102.0;['Comedy', 'Drama', 'Music'];US
2874;tt0087812;Nights Without Moons and Suns;Noches sin lunas ni soles;1984;95.0;['Crime', 'Mystery', 'Thriller'];US
2875;tt0087814;Nothing Left to Do but Cry;Non ci resta che piangere;1984;113.0;['Comedy', 'Fantasy'];US
2876;tt0087815;Not for Publication;Not for Publication;1984;88.0;['Comedy', 'Crime', 'Mystery'];US
2877;tt0087817;Nothing Lasts Forever;Nothing Lasts Forever;1984;82.0;['Comedy', 'Drama', 'Fantasy'];US
2878;tt0087818;Our History;Notre histoire;1984;110.0;['Drama'];US
2879;tt0087821;Full Moon in Paris;Les nuits de la pleine lune;1984;101.0;['Comedy', 'Drama', 'Romance'];US
2880;tt0087825;The Oasis;The Oasis;1984;92.0;['Drama'];US
2881;tt0087828;Octavia;Octavia;1982;93.0;['Drama'];US
2882;tt0087829;Odd Jobs;Odd Jobs;1986;88.0;['Comedy'];US
2883;tt0087830;Oddballs;Oddballs;1984;91.0;['Comedy'];US
2884;tt0087835;Oh, God! You Devil;Oh, God! You Devil;1984;97.0;['Comedy', 'Fantasy'];US
2885;tt0087837;Old Enough;Old Enough;1984;92.0;['Drama'];US
2886;tt0087843;Once Upon a Time in America;Once Upon a Time in America;1984;229.0;['Crime', 'Drama'];US
2887;tt0087844;One Night Stand;One Night Stand;1984;94.0;['Comedy', 'Drama', 'Music'];US
2888;tt0087852;Ordeal by Innocence;Ordeal by Innocence;1984;90.0;['Mystery', 'Thriller'];US
2889;tt0087853;Orinoko, New World;Orinoko, nuevo mundo;1984;103.0;['Drama'];US
2890;tt0087855;Almanac of Fall;Öszi almanach;1984;119.0;['Drama'];US
2891;tt0087856;Other Halves;Other Halves;1984;106.0;['Drama'];GB
2892;tt0087858;Tora-san's Forbidden Love;Otoko wa tsurai yo: Torajirô shinjitsu ichiro;1984;107.0;['Comedy', 'Romance'];US
2893;tt0087859;Marriage Counselor Tora-san;Otoko wa tsurai yo: Yogiri ni musebu torajiro;1984;102.0;['Comedy'];US
2894;tt0087863;Over Exposed;Over Exposed;1984;93.0;['Drama', 'Romance'];US
2895;tt0087864;Over the Brooklyn Bridge;Over the Brooklyn Bridge;1984;108.0;['Comedy'];US
2896;tt0087866;Oxford Blues;Oxford Blues;1984;97.0;['Comedy', 'Drama', 'Sport'];US
2897;tt0087868;Paar;Paar;1984;141.0;['Drama'];GB
2898;tt0087869;Padre nuestro;Padre nuestro;1985;105.0;['Drama'];FR
2899;tt0087872;Burning Angel;Palava enkeli;1984;106.0;['Drama'];US
2900;tt0087877;How Did You Get In? We Didn't See You Leave;Par où t'es rentré? On t'a pas vu sortir;1984;90.0;['Comedy'];US
2901;tt0087878;Parade of the Planets;Parad planet;1984;97.0;['Drama', 'Fantasy'];US
2902;tt0087881;Paradise Motel;Paradise Motel;1985;89.0;['Comedy'];US
2903;tt0087883;Paris Seen By... 20 Years After;Paris vu par... 20 ans après;1984;100.0;['Comedy', 'Drama'];US
2904;tt0087884;Paris, Texas;Paris, Texas;1984;145.0;['Drama'];US
2905;tt0087885;Paroles et musique;Paroles et musique;1984;109.0;['Drama', 'Music', 'Romance'];FR
2906;tt0087888;Partir, revenir;Partir, revenir;1985;114.0;['Drama', 'War'];FR
2907;tt0087889;The Party Animal;The Party Animal;1984;78.0;['Comedy', 'Fantasy'];US
2908;tt0087892;A Passage to India;A Passage to India;1984;164.0;['Adventure', 'Drama', 'History'];US
2909;tt0087900;Change of Fate;Peremena uchasti;1987;109.0;['Drama'];US
2910;tt0087901;Perfect Strangers;Perfect Strangers;1984;91.0;['Crime', 'Drama', 'Thriller'];US
2911;tt0087903;The Perils of Gwendoline in the Land of the Yik Yak;Gwendoline;1984;105.0;['Action', 'Adventure', 'Comedy'];US
2912;tt0087907;Pessi and Illusia;Pessi ja Illusia;1984;77.0;['Family', 'Fantasy'];US
2913;tt0087909;Phenomena;Phenomena;1985;116.0;['Crime', 'Horror', 'Mystery'];US
2914;tt0087910;The Philadelphia Experiment;The Philadelphia Experiment;1984;102.0;['Adventure', 'Drama', 'Romance'];US
2915;tt0087913;El pico 2;El pico 2;1984;120.0;['Drama'];FR
2916;tt0087914;Pigs;Pigs;1984;78.0;['Drama'];US
2917;tt0087915;Pink Force Commando;Gong fen you xia;1982;86.0;['Action'];US
2918;tt0087917;Pinot simple flic;Pinot simple flic;1984;85.0;['Comedy', 'Drama'];FR
2919;tt0087918;The Pirate;La pirate;1984;88.0;['Drama', 'Romance'];US
2920;tt0087921;Places in the Heart;Places in the Heart;1984;111.0;['Drama'];US
2921;tt0087925;I Go Pogo;I Go Pogo;1980;86.0;['Animation', 'Comedy'];US
2922;tt0087927;Polar;Polar;1984;97.0;['Crime', 'Thriller'];FR
2923;tt0087928;Police Academy;Police Academy;1984;96.0;['Comedy'];US
2924;tt0087932;The Pope of Greenwich Village;The Pope of Greenwich Village;1984;121.0;['Action', 'Comedy', 'Crime'];US
2925;tt0087933;Poppers;Poppers;1984;83.0;['Action', 'Thriller'];FR
2926;tt0087942;Prime Risk;Prime Risk;1985;98.0;['Crime', 'Drama', 'Thriller'];US
2927;tt0087943;Prince Jack;Prince Jack;1984;100.0;['Drama'];US
2928;tt0087944;The Fantasies of Miss Jones;The Princess and the Call Girl;1984;80.0;['Comedy', 'Drama', 'Romance'];US
2929;tt0087945;Star Slammer;Prison Ship;1986;86.0;['Action', 'Comedy', 'Sci-Fi'];US
2930;tt0087951;Protocol;Protocol;1984;96.0;['Comedy'];US
2931;tt0087955;Pulsebeat;Pulsaciones;1985;92.0;['Drama'];US
2932;tt0087956;Purple Hearts;Purple Hearts;1984;116.0;['Drama', 'War'];US
2933;tt0087957;Purple Rain;Purple Rain;1984;111.0;['Drama', 'Music', 'Romance'];US
2934;tt0087959;Love in a Fallen City;Qing cheng zhi lian;1984;93.0;['Drama', 'Romance', 'War'];US
2935;tt0087960;Prince Charming;Ching wa wong ji;1984;92.0;['Comedy', 'Romance'];US
2936;tt0087963;A Family Affair;Quan jia fu;1984;97.0;['Comedy', 'Drama'];US
2937;tt0087964;Le quart d'heure américain;Le quart d'heure américain;1982;90.0;['Comedy'];FR
2938;tt0087968;Racing with the Moon;Racing with the Moon;1984;108.0;['Comedy', 'Drama', 'Romance'];US
2939;tt0087973;Raging Anger;Raging Anger;1984;84.0;['Action', 'War'];US
2940;tt0087980;The Razor's Edge;The Razor's Edge;1984;128.0;['Drama', 'Romance', 'War'];US
2941;tt0087981;Razorback;Razorback;1984;95.0;['Horror', 'Thriller'];US
2942;tt0087983;Reckless;Reckless;1984;90.0;['Comedy', 'Drama', 'Romance'];US
2943;tt0087985;Red Dawn;Red Dawn;1984;114.0;['Action', 'Drama', 'Thriller'];US
2944;tt0087986;The Red Fury;The Red Fury;1984;105.0;['Drama', 'Family'];US
2945;tt0087989;Reflections;Reflections;1984;100.0;['Drama', 'Romance'];US
2946;tt0087992;Life;Ren sheng;1984;125.0;['Drama'];US
2947;tt0087993;Hocus Pocus;Ren xia gui;1984;93.0;['Comedy', 'Fantasy', 'Horror'];US
2948;tt0087995;Repo Man;Repo Man;1984;92.0;['Action', 'Comedy', 'Crime'];US
2949;tt0087998;The Deadly Spawn;The Deadly Spawn;1983;81.0;['Horror', 'Sci-Fi'];US
2950;tt0088000;Revenge of the Nerds;Revenge of the Nerds;1984;90.0;['Comedy'];US
2951;tt0088001;Rhinestone;Rhinestone;1984;111.0;['Comedy', 'Music'];US
2952;tt0088002;My New Partner;Les ripoux;1984;107.0;['Comedy', 'Crime'];US
2953;tt0088003;Rita Ritter;Rita Ritter;1984;93.0;['Comedy'];FR
2954;tt0088004;Rive droite, rive gauche;Rive droite, rive gauche;1984;99.0;['Crime', 'Drama'];FR
2955;tt0088006;The River Rat;The River Rat;1984;93.0;['Adventure', 'Crime', 'Drama'];US
2956;tt0088007;The River;The River;1984;124.0;['Drama'];US
2957;tt0088008;Roadhouse 66;Roadhouse 66;1984;90.0;['Action', 'Comedy', 'Romance'];US
2958;tt0088009;A Year of the Quiet Sun;Rok spokojnego slonca;1984;110.0;['Drama', 'Romance', 'War'];US
