;tconst;primaryTitle;originalTitle;startYear;runtimeMinutes;genres;region;averageRating;numVotes;weight_average
1500;tt0084070;Hey Good Lookin';Hey Good Lookin';1982;76.0;['Animation', 'Comedy', 'Drama'];US;6.1;1076.0;0.0001
1615;tt0084388;Diary for My Children;Napló gyermekeimnek;1984;106.0;['Biography', 'Drama'];US;7.4;839.0;0.0001
7167;tt0099496;Elves;Elves;1989;89.0;['Horror'];US;4.1;1538.0;0.0001
2188;tt0085981;Jazzman;My iz dzhaza;1983;89.0;['Comedy', 'Music'];US;7.2;879.0;0.0001
1818;tt0084881;Arcadia of My Youth;Waga seishun no Arcadia;1982;130.0;['Action', 'Adventure', 'Animation'];US;7.1;931.0;0.0001
5233;tt0093791;Morning Patrol;Proini peripolos;1987;108.0;['Drama', 'Sci-Fi'];US;7.1;964.0;0.0001
2333;tt0086343;Nothing Underneath;Sotto il vestito niente;1985;93.0;['Mystery', 'Thriller'];US;5.7;1110.0;0.0001
2334;tt0086345;Space Raiders;Space Raiders;1983;84.0;['Action', 'Adventure', 'Sci-Fi'];US;4.5;1466.0;0.0001
2174;tt0085935;Metalstorm: The Destruction of Jared-Syn;Metalstorm: The Destruction of Jared-Syn;1983;84.0;['Action', 'Adventure', 'Romance'];US;3.8;1798.0;0.0001
830;tt0082275;Documenteur;Documenteur;1981;65.0;['Drama'];US;7.0;968.0;0.0001
2344;tt0086369;A Question of Silence;De stilte rond Christine M.;1982;92.0;['Drama'];US;6.6;951.0;0.0001
1026;tt0082726;Le maître d'école;Le maître d'école;1981;95.0;['Comedy', 'Drama'];FR;5.9;1073.0;0.0001
2167;tt0085912;Mashaal;Mashaal;1984;162.0;['Action', 'Drama', 'Family'];US;7.3;879.0;0.0001
822;tt0082263;The Devil and Max Devlin;The Devil and Max Devlin;1981;96.0;['Comedy', 'Family', 'Fantasy'];US;5.0;1344.0;0.0001
6064;tt0095867;Picasso Trigger;Picasso Trigger;1988;99.0;['Action', 'Adventure', 'Thriller'];US;4.5;1475.0;0.0001
3608;tt0089804;Stone Years;Petrina hronia;1985;142.0;['Drama', 'History', 'Romance'];US;7.6;816.0;0.0001
1513;tt0084109;I Ought to Be in Pictures;I Ought to Be in Pictures;1982;108.0;['Comedy', 'Drama'];US;6.1;1056.0;0.0001
7010;tt0098415;Survival Quest;Survival Quest;1988;96.0;['Adventure', 'Thriller'];US;6.0;1103.0;0.0001
5886;tt0095428;Kansas;Kansas;1988;110.0;['Crime', 'Drama', 'Romance'];US;5.5;1179.0;0.0001
3597;tt0089776;Parole de flic;Parole de flic;1985;98.0;['Action', 'Crime', 'Drama'];US;5.6;1165.0;0.0001
8461;tt0201976;The Jerks;The... Copanoi;1987;85.0;['Comedy', 'Crime'];US;7.4;842.0;0.0001
3833;tt0090323;Wild Geese II;Wild Geese II;1985;125.0;['Action', 'Adventure', 'Thriller'];US;4.8;1425.0;0.0001
1088;tt0082883;Passion of Love;Passione d'amore;1981;117.0;['Drama', 'History', 'Romance'];US;7.2;927.0;0.0001
1090;tt0082888;National Heritage;Patrimonio nacional;1981;112.0;['Comedy'];FR;7.0;908.0;0.0001
582;tt0081485;Serial;Serial;1980;86.0;['Comedy'];US;6.5;1052.0;0.0001
6783;tt0097891;The Misadventures of Mr. Wilt;Wilt;1989;92.0;['Comedy', 'Crime'];US;6.1;1090.0;0.0001
8909;tt0246879;Qurbani;Qurbani;1980;157.0;['Action', 'Crime', 'Drama'];GB;7.1;900.0;0.0001
965;tt0082539;Hôtel des Amériques;Hôtel des Amériques;1981;95.0;['Drama', 'Romance'];US;6.4;1042.0;0.0001
1790;tt0084813;Tragedy of a Ridiculous Man;La tragedia di un uomo ridicolo;1981;116.0;['Comedy', 'Crime', 'Drama'];US;6.5;987.0;0.0001
5467;tt0094351;Just Heroes;Yee dam kwan ying;1989;97.0;['Action', 'Crime', 'Drama'];US;6.4;1012.0;0.0001
860;tt0082342;Espion, lève-toi;Espion, lève-toi;1982;98.0;['Drama', 'Thriller'];FR;6.6;966.0;0.0001
876;tt0082367;Fear No Evil;Fear No Evil;1981;99.0;['Horror'];US;4.6;1423.0;0.0001
7052;tt0098544;Codename Coq Rouge;Täcknamn Coq Rouge;1989;90.0;['Thriller'];US;5.7;1162.0;0.0001
2244;tt0086141;Prisoners of the Lost Universe;Prisoners of the Lost Universe;1983;90.0;['Action', 'Adventure', 'Comedy'];US;3.7;1780.0;0.0001
8086;tt0173771;Document of the Dead;Document of the Dead;1980;102.0;['Documentary', 'Horror'];US;6.7;929.0;0.0001
2287;tt0086240;Time for Loving;Sapore di mare;1983;94.0;['Comedy'];US;6.1;1019.0;0.0001
4227;tt0091410;Scene of the Crime;Le lieu du crime;1986;90.0;['Crime', 'Drama', 'Romance'];US;6.4;981.0;0.0001
2242;tt0086137;The Prey;The Prey;1983;80.0;['Horror'];US;4.4;1550.0;0.0001
8075;tt0172811;My Dad, the Socialist Kulak;Moj ata, socialisticni kulak;1987;100.0;['Comedy'];US;8.4;748.0;0.0001
6037;tt0095803;Out of the Dark;Out of the Dark;1988;89.0;['Crime', 'Horror', 'Thriller'];US;5.3;1229.0;0.0001
908;tt0082429;Circle of Deceit;Die Fälschung;1981;108.0;['Drama', 'War'];US;7.1;906.0;0.0001
1693;tt0084586;Human Lanterns;Ren pi deng long;1982;99.0;['Action', 'Horror'];US;6.5;957.0;0.0001
6732;tt0097756;Listen to Me;Listen to Me;1989;107.0;['Drama', 'Romance'];US;5.2;1251.0;0.0001
944;tt0082507;Heartbeeps;Heartbeeps;1981;78.0;['Comedy', 'Sci-Fi'];US;4.2;1545.0;0.0001
562;tt0081431;Rising Damp;Rising Damp;1980;98.0;['Comedy', 'Romance'];US;6.2;1099.0;0.0001
2306;tt0086276;Siege;Self Defense;1983;84.0;['Crime', 'Drama', 'Thriller'];US;6.6;944.0;0.0001
949;tt0082516;High Risk;High Risk;1981;94.0;['Action', 'Comedy', 'Crime'];US;5.6;1200.0;0.0001
5834;tt0095305;High Tide;High Tide;1987;104.0;['Drama'];US;7.1;911.0;0.0001
4563;tt0092173;Violets Are Blue...;Violets Are Blue...;1986;88.0;['Drama', 'Romance'];US;5.8;1099.0;0.0001
1092;tt0082892;Peter-No-Tail;Pelle Svanslös;1981;81.0;['Animation', 'Comedy', 'Drama'];US;7.0;897.0;0.0001
2393;tt0086486;Oasis of the Zombies;La tumba de los muertos vivientes;1982;82.0;['Horror'];US;2.7;2468.0;0.0001
4315;tt0091601;Nagina;Nagina;1986;137.0;['Fantasy', 'Romance'];GB;6.4;1064.0;0.0001
3268;tt0088947;Compromising Positions;Compromising Positions;1985;99.0;['Comedy', 'Drama', 'Mystery'];US;5.9;1067.0;0.0001
5602;tt0094813;Bulletproof;Bulletproof;1987;93.0;['Action'];US;4.9;1397.0;0.0001
4335;tt0091651;Vampire in Venice;Nosferatu a Venezia;1988;97.0;['Horror'];US;5.2;1255.0;0.0001
4986;tt0093235;Alpine Fire;Höhenfeuer;1985;119.0;['Drama'];US;7.1;913.0;0.0001
6610;tt0097439;The Glembays;Glembajevi;1988;120.0;['Drama', 'Thriller'];US;7.7;822.0;0.0001
3948;tt0090769;The Boy in Blue;The Boy in Blue;1986;100.0;['Biography', 'Drama', 'Sport'];US;5.3;1258.0;0.0001
5669;tt0094929;Curse II: The Bite;Curse II: The Bite;1989;98.0;['Horror'];US;4.8;1417.0;0.0001
1190;tt0083144;The Survivor;The Survivor;1981;87.0;['Fantasy', 'Horror', 'Mystery'];US;5.1;1222.0;0.0001
6879;tt0098147;A Terra-Cotta Warrior;Qin yong;1989;145.0;['Adventure', 'Comedy', 'Fantasy'];US;6.8;1007.0;0.0001
5666;tt0094923;Crusoe;Crusoe;1988;91.0;['Adventure', 'Drama'];US;6.1;1104.0;0.0001
4692;tt0092646;Beyond Therapy;Beyond Therapy;1987;93.0;['Comedy'];US;4.8;1292.0;0.0001
5702;tt0094979;The Deceivers;The Deceivers;1988;102.0;['Adventure', 'Crime', 'Drama'];US;6.0;1120.0;0.0001
1269;tt0083352;Dreadnaught;Yong zhe wu ju;1981;95.0;['Action', 'Comedy', 'Horror'];US;7.2;881.0;0.0001
3504;tt0089555;Marie;Marie;1985;112.0;['Biography', 'Drama'];US;6.7;975.0;0.0001
4026;tt0090948;The Dirt Bike Kid;The Dirt Bike Kid;1985;90.0;['Comedy', 'Family', 'Fantasy'];US;5.3;1284.0;0.0001
4019;tt0090934;Desert Bloom;Desert Bloom;1986;105.0;['Drama', 'Family', 'Romance'];US;6.6;1030.0;0.0001
1211;tt0083199;Dangerous Encounters of the First Kind;Di yi lei xing wei xian;1980;95.0;['Action', 'Crime', 'Thriller'];US;7.4;909.0;0.0001
1253;tt0083310;Wacko;Wacko;1982;87.0;['Comedy', 'Horror'];US;4.9;1272.0;0.0001
7583;tt0131400;Footrot Flats: The Dog's Tale;Footrot Flats: The Dog's Tale;1986;71.0;['Animation', 'Comedy'];US;7.1;950.0;0.0001
2021;tt0085529;My Best Friend's Girl;La femme de mon pote;1983;99.0;['Comedy', 'Romance'];US;5.9;1077.0;0.0001
6918;tt0098230;Rude Awakening;Rude Awakening;1989;100.0;['Comedy'];US;4.8;1422.0;0.0001
1164;tt0083062;Shaolin and Wu Tang;Shao Lin yu Wu Dang;1983;87.0;['Action'];US;7.1;940.0;0.0001
1804;tt0084845;Uuno Turhapuro menettää muistinsa;Uuno Turhapuro menettää muistinsa;1982;82.0;['Comedy'];FR;5.7;1178.0;0.0001
5156;tt0093633;Daughter of the Nile;Ni luo he nu er;1987;93.0;['Crime', 'Drama'];US;7.1;962.0;0.0001
1145;tt0083006;Rollover;Rollover;1981;116.0;['Drama', 'Mystery', 'Romance'];US;5.4;1263.0;0.0001
764;tt0082122;Butterfly;Butterfly;1981;108.0;['Crime', 'Drama'];US;4.7;1420.0;0.0001
7740;tt0143338;Killer Crocodile;Killer Crocodile;1989;90.0;['Adventure', 'Horror', 'Sci-Fi'];US;4.7;1375.0;0.0001
5960;tt0095613;Memories of Me;Memories of Me;1988;105.0;['Comedy', 'Drama'];US;5.7;1132.0;0.0001
5917;tt0095496;Last Rites;Last Rites;1988;103.0;['Action', 'Crime', 'Drama'];US;5.1;1227.0;0.0001
2436;tt0086582;The Wicked Lady;The Wicked Lady;1983;98.0;['Adventure', 'Drama'];US;4.8;1328.0;0.0001
3900;tt0090636;El amor brujo;El amor brujo;1986;100.0;['Drama', 'Music'];US;7.0;917.0;0.0001
3488;tt0089503;The Lost Empire;The Lost Empire;1984;83.0;['Action', 'Adventure', 'Comedy'];US;4.7;1448.0;0.0001
7352;tt0121387;Snow White;Hófehér;1984;90.0;['Animation', 'Comedy', 'Fantasy'];US;7.7;822.0;0.0001
5957;tt0095606;The Music Teacher;Le maître de musique;1988;100.0;['Drama', 'Music'];US;7.1;924.0;0.0001
5931;tt0095542;Dragon Fight;Lung joi tin aai;1989;96.0;['Action', 'Crime', 'Thriller'];US;5.9;1030.0;9e-05
6976;tt0098347;Slaves of New York;Slaves of New York;1989;124.0;['Comedy', 'Drama'];US;5.6;1040.0;9e-05
1919;tt0085295;Careful, He Might Hear You;Careful, He Might Hear You;1983;110.0;['Drama'];US;6.9;807.0;9e-05
2014;tt0085514;The Exterminators of the Year 3000;Il giustiziere della strada;1983;90.0;['Action', 'Sci-Fi'];US;5.1;1201.0;9e-05
3103;tt0088355;Vigil;Vigil;1984;90.0;['Drama', 'Mystery'];US;6.9;806.0;9e-05
3632;tt0089851;Pulgasari;Pulgasari;1985;95.0;['Action', 'Drama', 'Fantasy'];US;5.2;1172.0;9e-05
6410;tt0096920;Beyond the Door III;Beyond the Door III;1989;94.0;['Drama', 'Fantasy', 'Horror'];US;5.1;1179.0;9e-05
5367;tt0094122;Terminal Exposure;Terminal Exposure;1987;105.0;['Comedy', 'Crime'];US;4.4;1290.0;9e-05
5905;tt0095473;The Moonlight Sonata;Kuutamosonaatti;1988;86.0;['Comedy', 'Horror', 'Thriller'];US;6.2;973.0;9e-05
1892;tt0085241;Bicycles Are for the Summer;Las bicicletas son para el verano;1984;103.0;['Drama'];US;7.3;785.0;9e-05
7020;tt0098454;Ten Little Indians;Ten Little Indians;1989;100.0;['Crime', 'Mystery', 'Thriller'];US;4.7;1315.0;9e-05
6443;tt0096994;Bunker palace hôtel;Bunker Palace Hôtel;1989;95.0;['Sci-Fi'];US;6.4;897.0;9e-05
6944;tt0098283;See You in the Morning;See You in the Morning;1989;119.0;['Drama', 'Romance'];US;5.8;969.0;9e-05
6411;tt0096921;Beyond the Stars;Beyond the Stars;1989;88.0;['Drama', 'Sci-Fi'];US;5.2;1187.0;9e-05
5380;tt0094140;Three for the Road;Three for the Road;1987;88.0;['Comedy', 'Drama'];US;5.3;1142.0;9e-05
6971;tt0098335;Sing;Sing;1989;98.0;['Drama', 'Musical'];US;6.8;830.0;9e-05
9812;tt0383905;Balkan Express 2;Balkan ekspres 2;1989;88.0;['Comedy', 'War'];US;7.0;815.0;9e-05
845;tt0082309;Deep Water;Eaux profondes;1981;94.0;['Crime', 'Drama'];US;6.5;895.0;9e-05
3557;tt0089689;Nine Deaths of the Ninja;Nine Deaths of the Ninja;1985;94.0;['Action', 'Thriller'];US;3.8;1483.0;9e-05
3556;tt0089687;It Isn't Easy to Get Along with Men;Nije lako sa muskarcima;1985;91.0;['Comedy', 'Romance'];US;7.4;764.0;9e-05
6940;tt0098276;Second Sight;Second Sight;1989;83.0;['Comedy', 'Mystery', 'Sci-Fi'];US;4.3;1379.0;9e-05
1952;tt0085375;Cracking Up;Smorgasbord (The Movie);1983;89.0;['Comedy'];US;5.8;957.0;9e-05
5869;tt0095396;Chicken and Duck Talk;Gai tung ngap gong;1988;95.0;['Comedy'];US;7.2;786.0;9e-05
3138;tt0088457;Mad Mission 3: Our Man from Bond Street;Zui jia pai dang 3: Nu huang mi ling;1984;96.0;['Action', 'Comedy'];US;5.8;1024.0;9e-05
4713;tt0092684;Body Slam;Body Slam;1986;92.0;['Comedy', 'Music', 'Sport'];US;5.2;1157.0;9e-05
6220;tt0096236;Tiger Cage;Dak ging to lung;1988;92.0;['Action', 'Crime', 'Drama'];US;6.7;882.0;9e-05
5478;tt0094375;Dynamite Fighters;Zhong hua zhan shi;1987;91.0;['Action', 'Drama'];FR;6.4;882.0;9e-05
1428;tt0083885;Endangered Species;Endangered Species;1982;97.0;['Drama', 'Mystery', 'Thriller'];US;5.8;1031.0;9e-05
1426;tt0083872;Another Way;Egymásra nézve;1982;102.0;['Biography', 'Drama', 'History'];US;7.1;857.0;9e-05
3860;tt0090377;Sugar Baby;Zuckerbaby;1985;86.0;['Comedy', 'Drama', 'Romance'];US;6.6;871.0;9e-05
5726;tt0095063;Dream Demon;Dream Demon;1988;89.0;['Horror'];US;5.5;1097.0;9e-05
7733;tt0142851;The Tale of Tsar Saltan;Skazka o tsare Saltane;1984;53.0;['Adventure', 'Animation', 'Family'];US;7.3;792.0;9e-05
3868;tt0090561;27 horas;27 horas;1986;81.0;['Drama'];FR;6.3;914.0;9e-05
2957;tt0088006;The River Rat;The River Rat;1984;93.0;['Adventure', 'Crime', 'Drama'];US;6.3;947.0;9e-05
1127;tt0082968;Treasure of the Yankee Zephyr;Race for the Yankee Zephyr;1981;108.0;['Action', 'Adventure', 'Drama'];US;5.6;1001.0;9e-05
7712;tt0141861;Sweet Home;Sûîto hômu;1989;100.0;['Horror'];US;6.6;884.0;9e-05
7427;tt0123102;Hero;Hero;1983;173.0;['Action', 'Drama', 'Romance'];GB;6.7;899.0;9e-05
3896;tt0090630;America 3000;America 3000;1986;92.0;['Action', 'Adventure', 'Sci-Fi'];US;4.2;1442.0;9e-05
1174;tt0083099;So Fine;So Fine;1981;90.0;['Comedy'];US;5.0;1162.0;9e-05
7478;tt0125144;Miracle;Himala;1982;124.0;['Drama'];US;8.1;757.0;9e-05
1306;tt0083560;Angel;Angel;1982;90.0;['Drama', 'Music'];US;6.3;903.0;9e-05
3939;tt0090750;Blood Hook;Blood Hook;1986;92.0;['Comedy', 'Horror'];US;4.3;1353.0;9e-05
3026;tt0088157;Special Effects;Special Effects;1984;106.0;['Drama', 'Horror', 'Thriller'];US;5.3;1114.0;9e-05
7513;tt0126439;Proud Heritage;Mircea;1989;136.0;['Action', 'Drama', 'History'];US;7.7;802.0;9e-05
7604;tt0133108;Muzhiki!;Muzhiki!;1981;94.0;['Drama'];FR;7.6;741.0;9e-05
6290;tt0096416;War Requiem;War Requiem;1989;92.0;['Drama', 'War'];US;6.6;855.0;9e-05
1212;tt0083201;Ticket to Heaven;Ticket to Heaven;1981;108.0;['Drama'];US;7.0;822.0;9e-05
7534;tt0128232;Ghost Keeper;Ghostkeeper;1981;89.0;['Drama', 'Horror', 'Thriller'];US;5.0;1129.0;9e-05
1223;tt0083238;The Rooster;Tuppen;1981;97.0;['Comedy', 'Romance'];US;5.9;974.0;9e-05
1235;tt0083258;The Fantastic Adventures of Unico;Unico;1981;90.0;['Adventure', 'Animation', 'Family'];US;7.3;840.0;9e-05
6324;tt0096492;Forgotten Tune for the Flute;Zabytaya melodiya dlya fleyty;1987;134.0;['Comedy', 'Drama', 'Romance'];US;7.5;820.0;9e-05
7841;tt0151987;Pirates of the 20th Century;Piraty XX veka;1980;86.0;['Action', 'Adventure', 'Crime'];US;6.7;877.0;9e-05
3832;tt0090322;The Wild Beasts;Wild beasts - Belve feroci;1984;92.0;['Horror'];US;5.5;1058.0;9e-05
7201;tt0100079;Luther the Geek;Luther the Geek;1989;80.0;['Comedy', 'Horror'];US;5.2;1179.0;9e-05
1747;tt0084714;Split Image;Split Image;1982;111.0;['Drama', 'Romance'];US;6.4;942.0;9e-05
1720;tt0084652;The Seduction;The Seduction;1982;104.0;['Thriller'];US;4.9;1231.0;9e-05
5856;tt0095362;The in Crowd;The In Crowd;1988;95.0;['Comedy', 'Drama', 'History'];US;6.3;920.0;9e-05
3085;tt0088312;In the Jaws of Life;U raljama zivota;1984;95.0;['Comedy', 'Drama', 'Romance'];US;7.4;796.0;9e-05
956;tt0082525;Honky Tonk Freeway;Honky Tonk Freeway;1981;107.0;['Action', 'Comedy'];US;5.2;1086.0;9e-05
4185;tt0091310;Just Between Friends;Just Between Friends;1986;110.0;['Drama'];US;5.9;943.0;9e-05
3512;tt0089569;Maxie;Maxie;1985;98.0;['Comedy', 'Fantasy'];US;5.4;1112.0;9e-05
2879;tt0087817;Nothing Lasts Forever;Nothing Lasts Forever;1984;82.0;['Comedy', 'Drama', 'Fantasy'];US;6.2;898.0;9e-05
7179;tt0099656;Ghosts Can't Do It;Ghosts Can't Do It;1989;90.0;['Comedy', 'Crime', 'Fantasy'];US;2.1;2791.0;9e-05
7195;tt0100003;The Lemon Sisters;The Lemon Sisters;1989;93.0;['Comedy', 'Romance'];US;5.0;1123.0;9e-05
7218;tt0100265;Ninja Academy;Ninja Academy;1989;120.0;['Comedy'];US;3.7;1501.0;9e-05
1063;tt0082816;The Night the Lights Went Out in Georgia;The Night the Lights Went Out in Georgia;1981;112.0;['Drama', 'Music'];US;5.9;1035.0;9e-05
1020;tt0082699;Samurai Reincarnation;Makai tenshô;1981;122.0;['Action', 'Fantasy', 'Horror'];US;6.4;927.0;9e-05
1022;tt0082701;Malevil;Malevil;1981;120.0;['Drama', 'Sci-Fi'];FR;6.5;877.0;9e-05
5045;tt0093379;Lady Beware;Lady Beware;1987;108.0;['Thriller'];US;5.7;1004.0;9e-05
1028;tt0082731;The Girl with the Red Hair;Het meisje met het rode haar;1981;110.0;['Crime', 'Drama', 'Thriller'];US;6.8;828.0;9e-05
1532;tt0084156;It Came from Hollywood;It Came from Hollywood;1982;80.0;['Comedy', 'Documentary'];US;5.8;970.0;9e-05
1517;tt0084117;If You Could See What I Hear;If You Could See What I Hear;1982;103.0;['Biography', 'Comedy', 'Drama'];US;6.7;875.0;9e-05
5036;tt0093347;The Killing Time;The Killing Time;1987;94.0;['Crime', 'Drama', 'Romance'];US;5.3;1104.0;9e-05
1509;tt0084096;The House Where Evil Dwells;The House Where Evil Dwells;1982;88.0;['Horror'];US;4.5;1267.0;9e-05
1036;tt0082749;Mille milliards de dollars;Mille milliards de dollars;1982;132.0;['Crime', 'Drama', 'Thriller'];FR;7.0;847.0;9e-05
7886;tt0156706;Zombie 5: Killing Birds;Killing Birds: Raptors;1988;92.0;['Horror', 'Mystery'];US;3.5;1710.0;9e-05
6915;tt0098224;Rosalie Goes Shopping;Rosalie Goes Shopping;1989;94.0;['Comedy'];US;5.7;1023.0;9e-05
799;tt0082213;The Creature Wasn't Nice;The Creature Wasn't Nice;1981;88.0;['Comedy', 'Horror', 'Musical'];US;3.5;1761.0;9e-05
6905;tt0098205;River of Death;River of Death;1989;101.0;['Action', 'Adventure', 'Drama'];US;4.4;1345.0;9e-05
5321;tt0094020;Square Dance;Square Dance;1987;112.0;['Drama', 'Romance'];US;5.7;1007.0;9e-05
3329;tt0089091;Endgame - Bronx lotta finale;Endgame - Bronx lotta finale;1983;98.0;['Action', 'Sci-Fi', 'Thriller'];US;5.2;1188.0;9e-05
8802;tt0234748;Slime City;Slime City;1988;81.0;['Horror'];US;5.3;1133.0;9e-05
3337;tt0089109;Evils of the Night;Evils of the Night;1985;84.0;['Horror', 'Sci-Fi'];US;3.7;1618.0;9e-05
4586;tt0092227;De wisselwachter;De wisselwachter;1986;96.0;['Drama'];FR;7.2;845.0;9e-05
4576;tt0092211;Whoops Apocalypse;Whoops Apocalypse;1986;93.0;['Comedy'];US;6.0;951.0;9e-05
482;tt0081165;The Mystery of Oberwald;Il mistero di Oberwald;1980;129.0;['Drama', 'Romance'];US;6.2;907.0;9e-05
224;tt0080513;The Chain Reaction;The Chain Reaction;1980;92.0;['Action', 'Drama', 'Sci-Fi'];US;5.4;1045.0;9e-05
501;tt0081230;Night of the Juggler;Night of the Juggler;1980;101.0;['Action', 'Crime', 'Drama'];US;6.5;913.0;9e-05
6511;tt0097174;Deathstalker and the Warriors from Hell;Deathstalker and the Warriors from Hell;1988;86.0;['Action', 'Adventure', 'Fantasy'];US;2.7;2185.0;9e-05
5246;tt0093840;Rowing with the Wind;Remando al viento;1988;95.0;['Drama', 'Horror', 'Mystery'];US;5.7;1072.0;9e-05
3372;tt0089199;Get Out of My Room;Get Out of My Room;1985;53.0;['Comedy', 'Music'];US;4.7;1220.0;9e-05
5247;tt0093843;Remote Control;Remote Control;1988;88.0;['Comedy', 'Romance', 'Sci-Fi'];US;5.5;1027.0;9e-05
2291;tt0086248;Scalps;Scalps;1983;82.0;['Horror'];US;3.9;1455.0;9e-05
6743;tt0097782;Lost Angels;Lost Angels;1989;116.0;['Drama'];US;6.0;1012.0;9e-05
518;tt0081276;On a volé la cuisse de Jupiter;On a volé la cuisse de Jupiter;1980;100.0;['Comedy'];FR;6.2;932.0;9e-05
8628;tt0218088;Cemetery of Terror;Cementerio del terror;1985;91.0;['Horror', 'Thriller'];US;5.4;1079.0;9e-05
3403;tt0089271;The Adventures of Hercules;Le avventure dell'incredibile Ercole;1985;88.0;['Adventure', 'Fantasy'];US;3.9;1463.0;9e-05
5269;tt0093896;Rupan III: The Fuma Conspiracy;Rupan sansei: Fûma ichizoku no inbô;1987;73.0;['Action', 'Adventure', 'Animation'];US;7.0;839.0;9e-05
2197;tt0086011;A Night in Heaven;A Night in Heaven;1983;83.0;['Drama', 'Romance'];US;4.2;1370.0;9e-05
6799;tt0097938;My Mom's a Werewolf;My Mom's a Werewolf;1989;90.0;['Comedy', 'Horror'];US;4.5;1237.0;9e-05
9569;tt0326101;Saint Seiya: Warriors of the Final Holy Battle;Seinto Seiya: Saishu Seisen no Senshi-tachi;1989;45.0;['Action', 'Animation', 'Fantasy'];US;6.5;952.0;9e-05
597;tt0081518;Simon;Simon;1980;97.0;['Comedy', 'Sci-Fi'];US;6.4;927.0;9e-05
5301;tt0093980;Sister, Sister;Sister, Sister;1987;91.0;['Drama', 'Mystery', 'Romance'];US;5.4;1066.0;9e-05
6069;tt0095875;Plain Clothes;Plain Clothes;1987;98.0;['Comedy', 'Mystery', 'Romance'];US;6.2;981.0;9e-05
6679;tt0097618;The Iceman Cometh;Gap tung kei hap;1989;114.0;['Action', 'Comedy', 'Romance'];US;6.6;893.0;9e-05
3211;tt0088811;Angry Harvest;Bittere Ernte;1985;105.0;['Drama', 'Romance', 'War'];US;7.2;818.0;9e-05
6631;tt0097498;Hellgate;Hellgate;1989;91.0;['Horror'];US;3.6;1661.0;9e-05
4704;tt0092671;Blood Harvest;Blood Harvest;1987;88.0;['Horror'];US;4.5;1370.0;9e-05
6114;tt0095984;Retribution;Retribution;1987;109.0;['Horror', 'Mystery'];US;5.9;1034.0;9e-05
3261;tt0088934;Code Name: Emerald;Code Name: Emerald;1985;95.0;['Action', 'Drama', 'War'];US;5.9;1048.0;9e-05
275;tt0080636;We're Going to Eat You;Dei yuk mo moon;1980;90.0;['Action', 'Comedy', 'Horror'];US;6.5;943.0;9e-05
9115;tt0271575;Jagratha;Jagratha;1989;134.0;['Crime', 'Mystery', 'Thriller'];US;7.5;824.0;9e-05
5152;tt0093626;Nightflyers;Nightflyers;1987;89.0;['Horror', 'Mystery', 'Sci-Fi'];US;4.3;1308.0;9e-05
2509;tt0086926;Baby Love;Roman Za'ir;1983;85.0;['Comedy', 'Drama', 'Romance'];US;5.4;1095.0;9e-05
268;tt0080616;Germany Pale Mother;Deutschland bleiche Mutter;1980;123.0;['Drama', 'History', 'War'];US;7.2;788.0;9e-05
345;tt0080802;The Godsend;The Godsend;1980;86.0;['Drama', 'Horror'];US;5.2;1147.0;9e-05
9030;tt0260494;Veerana;Veerana;1988;135.0;['Action', 'Drama', 'Horror'];US;6.6;854.0;9e-05
2461;tt0086640;Seeding of a Ghost;Zhong gui;1983;88.0;['Crime', 'Horror', 'Thriller'];US;6.5;884.0;9e-05
2621;tt0087148;Nonstop Trouble with the Family;Didi und die Rache der Enterbten;1985;91.0;['Comedy'];US;6.4;935.0;9e-05
3289;tt0089002;Death Warmed Up;Death Warmed Up;1984;82.0;['Horror', 'Sci-Fi'];US;4.5;1254.0;9e-05
6087;tt0095922;Psycho Cop;Psycho Cop;1989;87.0;['Horror'];US;4.4;1339.0;9e-05
5130;tt0093567;Morgan Stewart's Coming Home;Morgan Stewart's Coming Home;1987;96.0;['Comedy'];US;5.5;1023.0;9e-05
2610;tt0087129;Decoder;Decoder;1984;87.0;['Horror', 'Mystery', 'Sci-Fi'];GB;6.4;914.0;9e-05
396;tt0080917;In God We Trust (or Gimme That Prime Time Religion);In God We Tru$t;1980;97.0;['Comedy'];US;5.4;1116.0;9e-05
404;tt0080936;It's My Turn;It's My Turn;1980;91.0;['Comedy', 'Drama'];US;5.4;1032.0;9e-05
6131;tt0096030;Salsa;Salsa;1988;97.0;['Music', 'Romance'];US;4.8;1206.0;9e-05
4642;tt0092537;The Allnighter;The Allnighter;1987;108.0;['Comedy', 'Romance'];US;4.2;1349.0;9e-05
3213;tt0088816;Blackout;Blackout;1985;100.0;['Crime', 'Drama', 'Horror'];US;6.1;965.0;9e-05
5181;tt0093683;Orphans;Orphans;1987;115.0;['Drama'];US;6.5;893.0;9e-05
5310;tt0093999;Snow White;Snow White;1987;85.0;['Family', 'Fantasy', 'Musical'];US;6.5;860.0;9e-05
4440;tt0091889;Samson & Sally;Samson og Sally;1984;60.0;['Animation', 'Family', 'Romance'];US;7.0;815.0;9e-05
8408;tt0199849;Ninja Terminator;Ninja Terminator;1986;88.0;['Action', 'Adventure'];US;4.4;1287.0;9e-05
5322;tt0094021;The Squeeze;The Squeeze;1987;101.0;['Action', 'Comedy', 'Crime'];US;4.7;1262.0;9e-05
5330;tt0094037;Stewardess School;Stewardess School;1986;89.0;['Action', 'Comedy'];US;4.1;1366.0;9e-05
