;tconst;primaryTitle;originalTitle;startYear;runtimeMinutes;genres;region;averageRating;numVotes;weight_average
292;tt0080684;Star Wars: Episode V - The Empire Strikes Back;The Empire Strikes Back;1980;124.0;['Action', 'Adventure', 'Fantasy'];US;8.7;1284248.0;0.17119
3192;tt0088763;Back to the Future;Back to the Future;1985;116.0;['Adventure', 'Comedy', 'Sci-Fi'];US;8.5;1195470.0;0.1557
2263;tt0086190;Star Wars: Episode VI - Return of the Jedi;Star Wars: Episode VI - Return of the Jedi;1983;131.0;['Action', 'Adventure', 'Fantasy'];US;8.3;1048354.0;0.13332
592;tt0081505;The Shining;The Shining;1980;146.0;['Drama', 'Horror'];US;8.4;1015347.0;0.13068
1130;tt0082971;Indiana Jones and the Raiders of the Lost Ark;Raiders of the Lost Ark;1981;115.0;['Action', 'Adventure'];US;8.4;961392.0;0.12374
5713;tt0095016;Die Hard;Die Hard;1988;132.0;['Action', 'Thriller'];US;8.2;872569.0;0.10963
3063;tt0088247;The Terminator;The Terminator;1984;107.0;['Action', 'Sci-Fi'];US;8.1;861545.0;0.10693
2292;tt0086250;Scarface;Scarface;1983;170.0;['Crime', 'Drama'];US;8.3;835876.0;0.1063
1341;tt0083658;Blade Runner;Blade Runner;1982;117.0;['Action', 'Drama', 'Sci-Fi'];US;8.1;766330.0;0.09511
6659;tt0097576;Indiana Jones and the Last Crusade;Indiana Jones and the Last Crusade;1989;127.0;['Action', 'Adventure'];US;8.2;751986.0;0.09448
4903;tt0093058;Full Metal Jacket;Full Metal Jacket;1987;116.0;['Drama', 'War'];US;8.3;739942.0;0.0941
3888;tt0090605;Aliens;Aliens;1986;137.0;['Action', 'Adventure', 'Sci-Fi'];US;8.4;715021.0;0.09203
6391;tt0096874;Back to the Future Part II;Back to the Future Part II;1989;108.0;['Adventure', 'Comedy', 'Sci-Fi'];US;7.8;531590.0;0.06353
6104;tt0095953;Rain Man;Rain Man;1988;133.0;['Drama'];US;8.0;513907.0;0.06299
6505;tt0097165;Dead Poets Society;Dead Poets Society;1989;128.0;['Comedy', 'Drama'];US;8.1;488407.0;0.06062
2745;tt0087469;Indiana Jones and the Temple of Doom;Indiana Jones and the Temple of Doom;1984;118.0;['Action', 'Adventure'];US;7.5;487354.0;0.05601
1781;tt0084787;The Thing;The Thing;1982;109.0;['Horror', 'Mystery', 'Sci-Fi'];US;8.2;424013.0;0.05327
5227;tt0093779;The Princess Bride;The Princess Bride;1987;98.0;['Adventure', 'Family', 'Fantasy'];US;8.0;427125.0;0.05236
2489;tt0086879;Amadeus;Amadeus;1984;160.0;['Biography', 'Drama', 'Music'];US;8.4;400490.0;0.05155
4384;tt0091763;Platoon;Platoon;1986;120.0;['Drama', 'War'];US;8.1;413997.0;0.05138
5222;tt0093773;Predator;Predator;1987;107.0;['Action', 'Adventure', 'Horror'];US;7.8;423188.0;0.05058
4495;tt0092005;Stand by Me;Stand by Me;1986;89.0;['Adventure', 'Drama'];US;8.1;403192.0;0.05004
2692;tt0087332;Ghostbusters;Ghostbusters;1984;105.0;['Action', 'Comedy', 'Fantasy'];US;7.8;415055.0;0.0496
1423;tt0083866;E.T. the Extra-Terrestrial;E.T. the Extra-Terrestrial;1982;115.0;['Adventure', 'Family', 'Sci-Fi'];US;7.9;408912.0;0.0495
3226;tt0088847;The Breakfast Club;The Breakfast Club;1985;97.0;['Comedy', 'Drama'];US;7.8;398149.0;0.04758
4530;tt0092099;Top Gun;Top Gun;1986;110.0;['Action', 'Drama'];US;6.9;434997.0;0.04599
2888;tt0087843;Once Upon a Time in America;Once Upon a Time in America;1984;229.0;['Crime', 'Drama'];US;8.3;351434.0;0.04469
547;tt0081398;Raging Bull;Raging Bull;1980;129.0;['Biography', 'Drama', 'Sport'];US;8.2;353713.0;0.04444
6399;tt0096895;Batman;Batman;1989;126.0;['Action', 'Adventure'];US;7.5;377792.0;0.04341
4068;tt0091042;Ferris Bueller's Day Off;Ferris Bueller's Day Off;1986;103.0;['Comedy'];US;7.8;358359.0;0.04283
6243;tt0096283;My Neighbor Totoro;Tonari no Totoro;1988;86.0;['Animation', 'Comedy', 'Family'];US;8.1;338042.0;0.04195
5419;tt0094226;The Untouchables;The Untouchables;1987;119.0;['Crime', 'Drama', 'Thriller'];US;7.9;310078.0;0.03753
5844;tt0095327;Grave of the Fireflies;Hotaru no haka;1988;89.0;['Animation', 'Drama', 'War'];US;8.5;276070.0;0.03596
5556;tt0094721;Beetlejuice;Beetle Juice;1988;92.0;['Comedy', 'Fantasy'];US;7.5;305301.0;0.03508
6025;tt0095765;Cinema Paradiso;Nuovo Cinema Paradiso;1988;155.0;['Drama', 'Romance'];US;8.5;260622.0;0.03394
3381;tt0089218;The Goonies;The Goonies;1985;114.0;['Adventure', 'Comedy', 'Family'];US;7.7;274101.0;0.03234
752;tt0082096;The Boat;Das Boot;1981;149.0;['Drama', 'War'];US;8.4;251152.0;0.03232
6733;tt0097757;The Little Mermaid;The Little Mermaid;1989;83.0;['Adventure', 'Animation', 'Comedy'];US;7.6;263721.0;0.03071
289;tt0080678;The Elephant Man;The Elephant Man;1980;124.0;['Biography', 'Drama'];US;8.2;241299.0;0.03032
5057;tt0093409;Lethal Weapon;Lethal Weapon;1987;109.0;['Action', 'Crime', 'Thriller'];US;7.6;259469.0;0.03021
5257;tt0093870;RoboCop;RoboCop;1987;102.0;['Action', 'Crime', 'Sci-Fi'];US;7.6;259369.0;0.0302
1457;tt0083944;First Blood;First Blood;1982;93.0;['Action', 'Adventure', 'Thriller'];US;7.7;253141.0;0.02987
1474;tt0083987;Gandhi;Gandhi;1982;191.0;['Biography', 'Drama'];US;8.1;231971.0;0.02879
151;tt0080339;Airplane!;Airplane!;1980;88.0;['Comedy'];US;7.7;239814.0;0.02829
2870;tt0087800;A Nightmare on Elm Street;A Nightmare on Elm Street;1984;91.0;['Horror'];US;7.4;240985.0;0.02732
7085;tt0098635;When Harry Met Sally...;When Harry Met Sally...;1989;95.0;['Comedy', 'Drama', 'Romance'];US;7.7;220959.0;0.02607
2771;tt0087538;The Karate Kid;The Karate Kid;1984;126.0;['Action', 'Drama', 'Family'];US;7.3;226382.0;0.02532
2703;tt0087363;Gremlins;Gremlins;1984;106.0;['Comedy', 'Fantasy', 'Horror'];US;7.3;224961.0;0.02516
4822;tt0092890;Dirty Dancing;Dirty Dancing;1987;100.0;['Drama', 'Music', 'Romance'];US;7.0;232787.0;0.02497
5564;tt0094737;Big;Big;1988;104.0;['Comedy', 'Drama', 'Fantasy'];US;7.3;221586.0;0.02478
3225;tt0088846;Brazil;Brazil;1985;132.0;['Drama', 'Sci-Fi'];US;7.9;201367.0;0.02437
193;tt0080455;The Blues Brothers;The Blues Brothers;1980;133.0;['Action', 'Adventure', 'Comedy'];US;7.9;200198.0;0.02423
1437;tt0083907;The Evil Dead;The Evil Dead;1981;85.0;['Horror'];US;7.4;210990.0;0.02392
6301;tt0096438;Who Framed Roger Rabbit;Who Framed Roger Rabbit;1988;104.0;['Adventure', 'Animation', 'Comedy'];US;7.7;202030.0;0.02384
3942;tt0090756;Blue Velvet;Blue Velvet;1986;120.0;['Crime', 'Drama', 'Mystery'];US;7.7;199962.0;0.02359
5508;tt0094625;Akira;Akira;1988;124.0;['Action', 'Animation', 'Drama'];US;8.0;186781.0;0.0229
5653;tt0094898;Coming to America;Coming to America;1988;117.0;['Comedy', 'Romance'];US;7.1;208538.0;0.02269
6805;tt0097958;National Lampoon's Christmas Vacation;National Lampoon's Christmas Vacation;1989;97.0;['Comedy'];US;7.5;187906.0;0.02159
3664;tt0089927;Rocky IV;Rocky IV;1985;91.0;['Drama', 'Sport'];US;6.8;206092.0;0.02147
4077;tt0091064;The Fly;The Fly;1986;96.0;['Drama', 'Horror', 'Sci-Fi'];US;7.6;183850.0;0.02141
1018;tt0082694;The Road Warrior;Mad Max 2;1981;96.0;['Action', 'Adventure', 'Sci-Fi'];US;7.6;181554.0;0.02114
6605;tt0097428;Ghostbusters II;Ghostbusters II;1989;108.0;['Action', 'Comedy', 'Fantasy'];US;6.6;208354.0;0.02107
5318;tt0094012;Spaceballs;Spaceballs;1987;96.0;['Adventure', 'Comedy', 'Sci-Fi'];US;7.1;191326.0;0.02081
2774;tt0087544;Nausicaä of the Valley of the Wind;Kaze no tani no Naushika;1984;117.0;['Adventure', 'Animation', 'Sci-Fi'];US;8.0;169578.0;0.02079
2524;tt0086960;Beverly Hills Cop;Beverly Hills Cop;1984;105.0;['Action', 'Comedy', 'Crime'];US;7.3;184871.0;0.02068
6350;tt0096754;The Abyss;The Abyss;1989;140.0;['Adventure', 'Drama', 'Mystery'];US;7.5;178538.0;0.02052
4513;tt0092067;Castle in the Sky;Tenkû no shiro Rapyuta;1986;125.0;['Adventure', 'Animation', 'Family'];US;8.0;166827.0;0.02045
1701;tt0084602;Rocky III;Rocky III;1982;99.0;['Drama', 'Sport'];US;6.8;191824.0;0.01999
5997;tt0095705;The Naked Gun: From the Files of Police Squad!;The Naked Gun: From the Files of Police Squad!;1988;85.0;['Comedy', 'Crime'];US;7.6;170441.0;0.01985
4868;tt0092991;Evil Dead II;Evil Dead II;1987;84.0;['Comedy', 'Horror'];US;7.7;165721.0;0.01955
6723;tt0097733;Lethal Weapon 2;Lethal Weapon 2;1989;114.0;['Action', 'Crime', 'Thriller'];US;7.2;177153.0;0.01954
1667;tt0084516;Poltergeist;Poltergeist;1982;114.0;['Horror', 'Thriller'];US;7.3;165514.0;0.01851
1937;tt0085334;A Christmas Story;A Christmas Story;1983;93.0;['Comedy', 'Family'];US;7.9;148405.0;0.01796
5440;tt0094291;Wall Street;Wall Street;1987;126.0;['Crime', 'Drama'];US;7.3;156531.0;0.01751
2382;tt0086465;Trading Places;Trading Places;1983;116.0;['Comedy'];US;7.5;152161.0;0.01749
6754;tt0097814;Kiki's Delivery Service;Majo no takkyûbin;1989;103.0;['Adventure', 'Animation', 'Family'];US;7.8;145096.0;0.01734
3068;tt0088258;This Is Spinal Tap;This Is Spinal Tap;1984;82.0;['Comedy', 'Music'];US;7.9;140253.0;0.01698
3643;tt0089880;Rambo: First Blood Part II;Rambo: First Blood Part II;1985;96.0;['Action', 'Adventure', 'Thriller'];US;6.5;169954.0;0.01693
3266;tt0088944;Commando;Commando;1985;90.0;['Action', 'Adventure', 'Thriller'];US;6.7;162106.0;0.01664
5213;tt0093748;Planes, Trains & Automobiles;Planes, Trains & Automobiles;1987;93.0;['Comedy', 'Drama'];US;7.6;142150.0;0.01655
5763;tt0095159;A Fish Called Wanda;A Fish Called Wanda;1988;108.0;['Comedy', 'Crime'];US;7.5;143238.0;0.01646
3090;tt0088323;The NeverEnding Story;Die unendliche Geschichte;1984;102.0;['Adventure', 'Drama', 'Family'];US;7.3;145493.0;0.01627
6611;tt0097441;Glory;Glory;1989;122.0;['Biography', 'Drama', 'History'];US;7.8;135644.0;0.01621
5072;tt0093437;The Lost Boys;The Lost Boys;1987;97.0;['Comedy', 'Horror'];US;7.2;145223.0;0.01602
794;tt0082198;Conan the Barbarian;Conan the Barbarian;1982;129.0;['Action', 'Adventure', 'Fantasy'];US;6.9;150597.0;0.01592
4921;tt0093105;Good Morning, Vietnam;Good Morning, Vietnam;1987;121.0;['Biography', 'Comedy', 'Drama'];US;7.3;142157.0;0.0159
3644;tt0089881;Ran;Ran;1985;162.0;['Action', 'Drama', 'War'];US;8.2;125973.0;0.01583
5241;tt0093822;Raising Arizona;Raising Arizona;1987;94.0;['Comedy', 'Crime'];US;7.3;140208.0;0.01568
2632;tt0087182;Dune;Dune;1984;137.0;['Action', 'Adventure', 'Sci-Fi'];US;6.3;162398.0;0.01568
3930;tt0090728;Big Trouble in Little China;Big Trouble in Little China;1986;99.0;['Action', 'Adventure', 'Comedy'];US;7.2;141650.0;0.01563
5267;tt0093894;The Running Man;The Running Man;1987;101.0;['Action', 'Sci-Fi', 'Thriller'];US;6.6;154466.0;0.01562
859;tt0082340;Escape from New York;Escape from New York;1981;99.0;['Action', 'Adventure', 'Sci-Fi'];US;7.1;143529.0;0.01561
4212;tt0091369;Labyrinth;Labyrinth;1986;101.0;['Adventure', 'Family', 'Fantasy'];US;7.3;138082.0;0.01544
6639;tt0097523;Honey, I Shrunk the Kids;Honey, I Shrunk the Kids;1989;93.0;['Adventure', 'Comedy', 'Family'];US;6.4;155756.0;0.01527
4858;tt0092965;Empire of the Sun;Empire of the Sun;1987;153.0;['Drama', 'History', 'War'];US;7.7;126400.0;0.01491
4140;tt0091203;Highlander;Highlander;1986;116.0;['Action', 'Adventure', 'Fantasy'];US;7.1;136414.0;0.01484
6232;tt0096256;They Live;They Live;1988;94.0;['Action', 'Horror', 'Sci-Fi'];US;7.2;131030.0;0.01446
1754;tt0084726;Star Trek II: The Wrath of Khan;Star Trek II: The Wrath of Khan;1982;113.0;['Action', 'Adventure', 'Sci-Fi'];US;7.7;122251.0;0.01442
6414;tt0096928;Bill & Ted's Excellent Adventure;Bill & Ted's Excellent Adventure;1989;90.0;['Adventure', 'Comedy', 'Music'];US;6.9;132013.0;0.01396
328;tt0080761;Friday the 13th;Friday the 13th;1980;95.0;['Horror', 'Mystery', 'Thriller'];US;6.4;141371.0;0.01386
2180;tt0085959;The Meaning of Life;The Meaning of Life;1983;107.0;['Comedy', 'Musical'];US;7.5;120464.0;0.01384
6579;tt0097351;Field of Dreams;Field of Dreams;1989;107.0;['Drama', 'Family', 'Fantasy'];US;7.5;120257.0;0.01382
4956;tt0093177;Hellraiser;Hellraiser;1987;94.0;['Horror', 'Thriller'];US;6.9;128103.0;0.01354
2906;tt0087884;Paris, Texas;Paris, Texas;1984;145.0;['Drama'];US;8.1;106659.0;0.01324
3496;tt0089530;Mad Max Beyond Thunderdome;Mad Max Beyond Thunderdome;1985;107.0;['Action', 'Adventure', 'Sci-Fi'];US;6.2;137795.0;0.01309
210;tt0080487;Caddyshack;Caddyshack;1980;98.0;['Comedy', 'Sport'];US;7.2;118618.0;0.01309
2925;tt0087928;Police Academy;Police Academy;1984;96.0;['Comedy'];US;6.7;127260.0;0.01306
4318;tt0091605;The Name of the Rose;Der Name der Rose;1986;130.0;['Drama', 'Mystery', 'Thriller'];US;7.7;109380.0;0.0129
6304;tt0096446;Willow;Willow;1988;126.0;['Action', 'Adventure', 'Drama'];US;7.2;115401.0;0.01273
1796;tt0084827;TRON;TRON;1982;96.0;['Action', 'Adventure', 'Sci-Fi'];US;6.7;122374.0;0.01256
3011;tt0088128;Sixteen Candles;Sixteen Candles;1984;93.0;['Comedy', 'Romance'];US;7.0;117080.0;0.01256
721;tt0082010;An American Werewolf in London;An American Werewolf in London;1981;97.0;['Comedy', 'Horror'];US;7.5;108787.0;0.0125
2119;tt0085794;The King of Comedy;The King of Comedy;1982;109.0;['Comedy', 'Crime', 'Drama'];US;7.8;104431.0;0.01248
6524;tt0097216;Do the Right Thing;Do the Right Thing;1989;120.0;['Comedy', 'Drama'];US;7.9;102760.0;0.01244
6532;tt0097239;Driving Miss Daisy;Driving Miss Daisy;1989;99.0;['Comedy', 'Drama', 'Romance'];US;7.3;110581.0;0.01237
2193;tt0085995;National Lampoon's Vacation;National Lampoon's Vacation;1983;98.0;['Adventure', 'Comedy'];US;7.3;110106.0;0.01232
5048;tt0093389;The Last Emperor;The Last Emperor;1987;163.0;['Biography', 'Drama', 'History'];US;7.7;103881.0;0.01226
1786;tt0084805;Tootsie;Tootsie;1982;116.0;['Comedy', 'Drama', 'Romance'];US;7.4;107573.0;0.0122
5979;tt0095647;Mississippi Burning;Mississippi Burning;1988;128.0;['Crime', 'Drama', 'History'];US;7.8;101425.0;0.01212
4691;tt0092644;Beverly Hills Cop II;Beverly Hills Cop II;1987;100.0;['Action', 'Comedy', 'Crime'];US;6.5;120686.0;0.01202
6436;tt0096969;Born on the Fourth of July;Born on the Fourth of July;1989;145.0;['Biography', 'Drama', 'War'];US;7.2;107613.0;0.01187
6105;tt0095956;Rambo III;Rambo III;1988;102.0;['Action', 'Adventure', 'Thriller'];US;5.8;132131.0;0.01174
6256;tt0096320;Twins;Twins;1988;107.0;['Comedy', 'Crime'];US;6.1;125648.0;0.01174
6629;tt0097493;Heathers;Heathers;1988;103.0;['Comedy', 'Crime'];US;7.2;105141.0;0.0116
1447;tt0083929;Fast Times at Ridgemont High;Fast Times at Ridgemont High;1982;90.0;['Comedy', 'Drama'];US;7.1;106304.0;0.01156
2537;tt0086979;Blood Simple;Blood Simple;1984;99.0;['Crime', 'Drama', 'Thriller'];US;7.6;97338.0;0.01133
616;tt0081573;Superman II;Superman II;1980;127.0;['Action', 'Adventure', 'Sci-Fi'];US;6.8;108122.0;0.01127
2431;tt0086567;WarGames;WarGames;1983;114.0;['Action', 'Drama', 'Sci-Fi'];US;7.1;101164.0;0.01101
3837;tt0090329;Witness;Witness;1985;112.0;['Drama', 'Romance', 'Thriller'];US;7.4;96007.0;0.01089
3258;tt0088930;Clue;Clue;1985;94.0;['Comedy', 'Crime', 'Mystery'];US;7.2;97573.0;0.01076
3865;tt0090555;Crocodile Dundee;Crocodile Dundee;1986;97.0;['Action', 'Adventure', 'Comedy'];US;6.6;106186.0;0.01074
6727;tt0097742;Licence to Kill;Licence to Kill;1989;133.0;['Action', 'Adventure', 'Thriller'];US;6.6;105639.0;0.01068
2206;tt0086034;Octopussy;Octopussy;1983;131.0;['Action', 'Adventure', 'Thriller'];US;6.5;106808.0;0.01064
6145;tt0096061;Scrooged;Scrooged;1988;101.0;['Comedy', 'Drama', 'Fantasy'];US;6.9;100566.0;0.01063
5631;tt0094862;Child's Play;Child's Play;1988;87.0;['Horror', 'Thriller'];US;6.6;104346.0;0.01055
6854;tt0098084;Pet Sematary;Pet Sematary;1989;103.0;['Fantasy', 'Horror', 'Thriller'];US;6.5;105847.0;0.01054
888;tt0082398;For Your Eyes Only;For Your Eyes Only;1981;127.0;['Action', 'Adventure', 'Thriller'];US;6.7;102245.0;0.0105
7015;tt0098439;Tango & Cash;Tango & Cash;1989;104.0;['Action', 'Comedy', 'Crime'];US;6.4;106555.0;0.01045
2418;tt0086541;Videodrome;Videodrome;1983;87.0;['Horror', 'Sci-Fi', 'Thriller'];US;7.2;94424.0;0.01042
7056;tt0098554;Uncle Buck;Uncle Buck;1989;100.0;['Comedy'];US;7.0;96848.0;0.01039
895;tt0082406;The Fox and the Hound;The Fox and the Hound;1981;83.0;['Adventure', 'Animation', 'Drama'];US;7.2;94057.0;0.01038
3263;tt0088939;The Color Purple;The Color Purple;1985;154.0;['Drama'];US;7.7;87459.0;0.01032
4159;tt0091251;Come and See;Idi i smotri;1985;142.0;['Drama', 'Thriller', 'War'];US;8.4;79607.0;0.01025
5068;tt0093428;The Living Daylights;The Living Daylights;1987;130.0;['Action', 'Adventure', 'Thriller'];US;6.7;99578.0;0.01022
5913;tt0095489;The Land Before Time;The Land Before Time;1988;69.0;['Adventure', 'Animation', 'Drama'];US;7.4;89754.0;0.01018
6933;tt0098258;Say Anything;Say Anything...;1989;100.0;['Comedy', 'Drama', 'Romance'];US;7.3;90930.0;0.01017
2961;tt0088011;Romancing the Stone;Romancing the Stone;1984;106.0;['Action', 'Adventure', 'Comedy'];US;6.9;95011.0;0.01004
5970;tt0095631;Midnight Run;Midnight Run;1988;126.0;['Action', 'Comedy', 'Crime'];US;7.5;87006.0;0.01
1662;tt0084503;Pink Floyd: The Wall;Pink Floyd: The Wall;1982;95.0;['Drama', 'Fantasy', 'Music'];US;8.0;81488.0;0.00999
4653;tt0092563;Angel Heart;Angel Heart;1987;113.0;['Horror', 'Mystery', 'Thriller'];US;7.2;89246.0;0.00985
4497;tt0092007;Star Trek IV: The Voyage Home;Star Trek IV: The Voyage Home;1986;119.0;['Action', 'Adventure', 'Comedy'];US;7.3;86171.0;0.00964
2268;tt0086200;Risky Business;Risky Business;1983;99.0;['Comedy', 'Crime', 'Drama'];US;6.8;92100.0;0.0096
3804;tt0090264;A View to a Kill;A View to a Kill;1985;131.0;['Action', 'Adventure', 'Thriller'];US;6.3;98717.0;0.00953
2220;tt0086066;The Outsiders;The Outsiders;1983;91.0;['Crime', 'Drama'];US;7.1;87184.0;0.00948
936;tt0082495;Halloween II;Halloween II;1981;92.0;['Horror'];US;6.5;93063.0;0.00927
4876;tt0093010;Fatal Attraction;Fatal Attraction;1987;119.0;['Drama', 'Thriller'];US;6.9;87517.0;0.00925
3988;tt0090863;The Color of Money;The Color of Money;1986;119.0;['Drama', 'Sport'];US;7.0;85294.0;0.00915
3824;tt0090305;Weird Science;Weird Science;1985;94.0;['Comedy', 'Romance', 'Sci-Fi'];US;6.6;89903.0;0.00909
6798;tt0097937;My Left Foot;My Left Foot: The Story of Christy Brown;1989;103.0;['Biography', 'Drama'];US;7.9;74821.0;0.00906
4707;tt0092675;Bloodsport;Bloodsport;1988;92.0;['Action', 'Biography', 'Drama'];US;6.8;85964.0;0.00896
4961;tt0093191;Wings of Desire;Der Himmel über Berlin;1987;128.0;['Drama', 'Fantasy', 'Romance'];US;8.0;71544.0;0.00877
3586;tt0089755;Out of Africa;Out of Africa;1985;161.0;['Biography', 'Drama', 'Romance'];US;7.1;80480.0;0.00876
4126;tt0091167;Hannah and Her Sisters;Hannah and Her Sisters;1986;107.0;['Comedy', 'Drama'];US;7.9;71988.0;0.00871
1936;tt0085333;Christine;Christine;1983;110.0;['Horror', 'Thriller'];US;6.7;84443.0;0.00867
4195;tt0091326;The Karate Kid Part II;The Karate Kid Part II;1986;113.0;['Action', 'Family', 'Sport'];US;6.1;91207.0;0.00852
4230;tt0091419;Little Shop of Horrors;Little Shop of Horrors;1986;94.0;['Comedy', 'Horror', 'Musical'];US;7.1;77731.0;0.00846
4399;tt0091790;Pretty in Pink;Pretty in Pink;1986;97.0;['Comedy', 'Drama', 'Romance'];US;6.7;82362.0;0.00846
5154;tt0093629;A Nightmare on Elm Street 3: Dream Warriors;A Nightmare on Elm Street 3: Dream Warriors;1987;96.0;['Fantasy', 'Horror'];US;6.6;82820.0;0.00838
1283;tt0083511;48 Hrs.;48 Hrs.;1982;96.0;['Action', 'Comedy', 'Crime'];US;6.9;78770.0;0.00833
2671;tt0087277;Footloose;Footloose;1984;107.0;['Drama', 'Music', 'Romance'];US;6.6;81718.0;0.00826
5683;tt0094947;Dangerous Liaisons;Dangerous Liaisons;1988;119.0;['Drama', 'Romance'];US;7.6;70853.0;0.00825
3032;tt0088170;Star Trek III: The Search for Spock;Star Trek III: The Search for Spock;1984;105.0;['Action', 'Adventure', 'Sci-Fi'];US;6.6;81235.0;0.00822
5714;tt0095031;Dirty Rotten Scoundrels;Dirty Rotten Scoundrels;1988;110.0;['Comedy', 'Crime'];US;7.4;72320.0;0.0082
4259;tt0091474;Manhunter;Manhunter;1986;120.0;['Crime', 'Mystery', 'Thriller'];US;7.2;74241.0;0.00819
3154;tt0088680;After Hours;After Hours;1985;97.0;['Comedy', 'Crime', 'Drama'];US;7.6;70067.0;0.00816
1444;tt0083922;Fanny and Alexander;Fanny och Alexander;1982;188.0;['Drama'];US;8.1;64004.0;0.00794
2871;tt0087803;1984;Nineteen Eighty-Four;1984;113.0;['Drama', 'Sci-Fi'];US;7.1;72932.0;0.00793
6341;tt0096734;The 'Burbs;The 'Burbs;1989;102.0;['Comedy', 'Mystery', 'Thriller'];US;6.8;76062.0;0.00792
323;tt0080749;The Fog;The Fog;1980;89.0;['Horror', 'Thriller'];US;6.8;75469.0;0.00786
1969;tt0085407;The Dead Zone;The Dead Zone;1983;103.0;['Drama', 'Horror', 'Sci-Fi'];US;7.2;70978.0;0.00783
5647;tt0094889;Cocktail;Cocktail;1988;104.0;['Comedy', 'Drama', 'Romance'];US;5.9;86505.0;0.00782
1186;tt0083131;Stripes;Stripes;1981;106.0;['Comedy', 'War'];US;6.8;74611.0;0.00777
6755;tt0097815;Major League;Major League;1989;107.0;['Comedy', 'Sport'];US;7.2;70354.0;0.00776
3366;tt0089175;Fright Night;Fright Night;1985;106.0;['Fantasy', 'Horror'];US;7.0;72040.0;0.00773
3286;tt0088993;Day of the Dead;Day of the Dead;1985;101.0;['Horror', 'Thriller'];US;7.1;69954.0;0.00761
6906;tt0098206;Road House;Road House;1989;114.0;['Action', 'Thriller'];US;6.6;75207.0;0.00761
4526;tt0092086;Three Amigos!;Three Amigos!;1986;104.0;['Comedy', 'Western'];US;6.5;76206.0;0.00759
3027;tt0088161;Splash;Splash;1983;111.0;['Comedy', 'Fantasy', 'Romance'];US;6.3;77862.0;0.00752
6741;tt0097778;Look Who's Talking;Look Who's Talking;1989;93.0;['Comedy'];US;5.9;83086.0;0.00751
3075;tt0088286;Top Secret!;Top Secret!;1984;90.0;['Comedy', 'Crime', 'Music'];US;7.2;67753.0;0.00747
2266;tt0086197;The Right Stuff;The Right Stuff;1983;193.0;['Adventure', 'Biography', 'Drama'];US;7.8;61895.0;0.0074
1392;tt0083791;The Dark Crystal;The Dark Crystal;1982;93.0;['Adventure', 'Family', 'Fantasy'];US;7.1;67458.0;0.00734
2593;tt0087078;Conan the Destroyer;Conan the Destroyer;1984;103.0;['Action', 'Adventure', 'Fantasy'];US;5.9;80931.0;0.00732
3646;tt0089885;Re-Animator;Re-Animator;1985;84.0;['Comedy', 'Horror', 'Sci-Fi'];US;7.2;65648.0;0.00724
5459;tt0094332;The Witches of Eastwick;The Witches of Eastwick;1987;118.0;['Comedy', 'Fantasy', 'Horror'];US;6.5;71198.0;0.00709
4282;tt0091530;The Mission;The Mission;1986;125.0;['Adventure', 'Drama', 'History'];US;7.4;61838.0;0.00701
3657;tt0089907;The Return of the Living Dead;The Return of the Living Dead;1985;91.0;['Comedy', 'Horror', 'Sci-Fi'];US;7.3;62453.0;0.00699
864;tt0082348;Excalibur;Excalibur;1981;140.0;['Adventure', 'Drama', 'Fantasy'];US;7.3;62533.0;0.00699
6489;tt0097123;Crimes and Misdemeanors;Crimes and Misdemeanors;1989;104.0;['Comedy', 'Drama'];US;7.8;58367.0;0.00698
2367;tt0086425;Terms of Endearment;Terms of Endearment;1983;132.0;['Comedy', 'Drama'];US;7.4;60946.0;0.00691
7050;tt0098536;Turner & Hooch;Turner & Hooch;1989;97.0;['Comedy', 'Crime', 'Drama'];US;6.2;71727.0;0.00681
633;tt0081633;Time Bandits;Time Bandits;1981;116.0;['Adventure', 'Comedy', 'Fantasy'];US;6.9;64229.0;0.00679
3592;tt0089767;Pale Rider;Pale Rider;1985;115.0;['Drama', 'Western'];US;7.3;60148.0;0.00673
2780;tt0087553;The Killing Fields;The Killing Fields;1984;141.0;['Biography', 'Drama', 'History'];US;7.8;55917.0;0.00668
6107;tt0095963;Red Heat;Red Heat;1988;104.0;['Action', 'Comedy', 'Crime'];US;6.1;71413.0;0.00667
5918;tt0095497;The Last Temptation of Christ;The Last Temptation of Christ;1988;164.0;['Drama'];US;7.5;58025.0;0.00667
778;tt0082158;Chariots of Fire;Chariots of Fire;1981;125.0;['Biography', 'Drama', 'Sport'];US;7.1;60893.0;0.00662
3260;tt0088933;Cocoon;Cocoon;1985;117.0;['Comedy', 'Drama', 'Sci-Fi'];US;6.7;64059.0;0.00658
5129;tt0093565;Moonstruck;Moonstruck;1987;102.0;['Comedy', 'Drama', 'Romance'];US;7.1;60488.0;0.00658
3986;tt0090859;Cobra;Cobra;1986;87.0;['Action', 'Crime', 'Thriller'];US;5.8;73791.0;0.00656
6319;tt0096487;Young Guns;Young Guns;1988;107.0;['Action', 'Western'];US;6.8;62578.0;0.00652
3473;tt0089469;Legend;Legend;1985;94.0;['Adventure', 'Fantasy', 'Romance'];US;6.3;66901.0;0.00646
5188;tt0093693;Overboard;Overboard;1987;112.0;['Comedy', 'Romance'];US;6.9;60943.0;0.00644
