;tconst;titleType;primaryTitle;originalTitle;isAdult;startYear;endYear;runtimeMinutes;genres;averageRating;numVotes
8151;tt0094844;movie;A Case of Honor;A Case of Honor;False;1989;;89.0;['Action', 'Drama', 'War'];3.9;131.0
8152;tt0094845;movie;The Case of the Silver Snake;Yin she mou sha an;False;1988;;88.0;['Thriller'];6.2;30.0
8153;tt0094846;movie;Casual Sex?;Casual Sex?;False;1988;;97.0;['Comedy'];5.0;4106.0
8154;tt0094849;movie;Celia;Celia;False;1989;;102.0;['Drama', 'Fantasy', 'Horror'];6.8;1169.0
8155;tt0094850;movie;Cellar Dweller;Cellar Dweller;False;1987;;77.0;['Fantasy', 'Horror'];5.0;2508.0
8156;tt0094852;movie;Fractured Follies;Cheung duen geuk ji luen;False;1988;;90.0;['Comedy', 'Romance'];5.9;204.0
8157;tt0094854;movie;City War;Yee dam hung seon;False;1988;;92.0;['Action', 'Crime', 'Thriller'];6.3;458.0
8158;tt0094856;movie;No Compromise;Chi dan qing;False;1988;;95.0;['Action', 'Crime'];6.5;46.0
8159;tt0094858;movie;Father;Chichi;False;1988;;74.0;['Drama'];5.7;78.0
8160;tt0094859;movie;Chief Zabu;Chief Zabu;False;1988;;74.0;['Comedy'];8.0;83.0
8161;tt0094860;movie;The Church;La chiesa;False;1989;;102.0;['Horror'];6.2;8024.0
8162;tt0094862;movie;Child's Play;Child's Play;False;1988;;87.0;['Horror', 'Thriller'];6.6;103330.0
8163;tt0094863;movie;Children of the Empire;Children of the Empire;False;1988;;;['Thriller'];6.4;10.0
8164;tt0094866;movie;Chimère;Chimère;False;1989;;94.0;['Drama'];5.5;43.0
8165;tt0094868;movie;Chocolat;Chocolat;False;1988;;105.0;['Drama'];7.3;3672.0
8166;tt0094869;movie;The Chocolate War;The Chocolate War;False;1988;;104.0;['Drama'];6.7;2241.0
8167;tt0094871;movie;A Chorus of Disapproval;A Chorus of Disapproval;False;1989;;105.0;['Comedy', 'Drama', 'Musical'];5.6;885.0
8168;tt0094872;movie;Chouans!;Chouans!;False;1988;;143.0;['Adventure', 'History', 'War'];6.2;810.0
8169;tt0094875;movie;Mr. Possessed;Chuang xie xian sheng;False;1988;;92.0;['Comedy', 'Horror'];5.6;65.0
8170;tt0094876;movie;Chyornyy koridor;Chyornyy koridor;False;1988;;83.0;['Drama'];5.0;10.0
8171;tt0094878;movie;The Road Home;Cienie;False;1988;;97.0;['Drama', 'War'];6.2;20.0
8172;tt0094879;movie;Les cigognes n'en font qu'à leur tête;Les cigognes n'en font qu'à leur tête;False;1989;;80.0;['Comedy', 'Drama'];4.7;107.0
8173;tt0094881;movie;Five Days in June;Cinq jours en juin;False;1989;;108.0;['Comedy', 'Drama'];6.3;93.0
8174;tt0094882;movie;Clara's Heart;Clara's Heart;False;1988;;90.0;['Drama'];6.1;2416.0
8175;tt0094883;movie;Clay Farmers;Clay Farmers;False;1988;;60.0;['Drama', 'Mystery'];5.9;148.0
8176;tt0094884;movie;Clean and Sober;Clean and Sober;False;1988;;124.0;['Drama'];6.7;6564.0
8177;tt0094886;movie;Clownhouse;Clownhouse;False;1989;;81.0;['Horror'];5.5;4813.0
8178;tt0094887;movie;Everything You Always Wanted to Know About Sex But Were Afraid to Experience;Co vsechno chcete vedet o sexu a bojíte se to prozít;False;1988;;;['Comedy'];5.5;10.0
8179;tt0094888;movie;Cobra Verde;Cobra Verde;False;1987;;111.0;['Adventure', 'Drama'];6.9;7908.0
8180;tt0094889;movie;Cocktail;Cocktail;False;1988;;104.0;['Comedy', 'Drama', 'Romance'];5.9;86328.0
8181;tt0094890;movie;Cocoon: The Return;Cocoon: The Return;False;1988;;116.0;['Adventure', 'Comedy', 'Mystery'];5.4;16591.0
8182;tt0094892;movie;Codice privato;Codice privato;False;1988;;90.0;['Drama', 'Romance'];5.8;46.0
8183;tt0094893;movie;Leathernecks;Colli di cuoio;False;1989;;87.0;['Adventure', 'War'];5.5;45.0
8184;tt0094894;movie;Colors;Colors;False;1988;;120.0;['Action', 'Crime', 'Drama'];6.7;27192.0
8185;tt0094895;movie;The Overthrow;Colpo di stato;False;1987;;81.0;['Action'];4.4;33.0
8186;tt0094896;movie;Com'è dura l'avventura;Com'è dura l'avventura;False;1987;;102.0;['Comedy'];4.9;289.0
8187;tt0094898;movie;Coming to America;Coming to America;False;1988;;117.0;['Comedy', 'Romance'];7.1;208064.0
8188;tt0094899;movie;The Commander;Der Commander;False;1988;;105.0;['Action', 'War'];4.8;421.0
8189;tt0094901;movie;Compagni di scuola;Compagni di scuola;False;1988;;115.0;['Comedy', 'Drama', 'Romance'];7.2;2434.0
8190;tt0094902;movie;Compo;Compo;False;1989;;83.0;['Comedy'];4.5;12.0
8191;tt0094903;movie;El compromiso;El compromiso;False;1988;;91.0;['Drama'];6.0;5.0
8192;tt0094904;movie;Computer Dreams;Computer Dreams;False;1988;;58.0;['Animation', 'Documentary'];7.7;45.0
8193;tt0094905;movie;Con el corazón en la mano;Con el corazón en la mano;False;1988;;115.0;['Drama'];7.2;47.0
8194;tt0094906;movie;Consuelo;Consuelo;False;1988;;105.0;['Drama'];5.1;17.0
8195;tt0094907;movie;Consuming Passions;Consuming Passions;False;1988;;98.0;['Comedy'];5.5;556.0
8196;tt0094909;movie;Cop Game;Cop Game;False;1988;;90.0;['Action', 'Crime', 'Drama'];4.9;124.0
8197;tt0094910;movie;The Couch Trip;The Couch Trip;False;1988;;97.0;['Comedy'];5.8;5224.0
8198;tt0094911;movie;La couleur du vent;La couleur du vent;False;1988;;81.0;['Comedy', 'Drama'];5.3;23.0
8199;tt0094912;movie;The Courier;The Courier;False;1988;;85.0;['Action', 'Crime', 'Thriller'];5.3;125.0
8200;tt0094914;movie;Covjek koji je volio sprovode;Covjek koji je volio sprovode;False;1989;;85.0;['Crime', 'Drama', 'Thriller'];6.7;95.0
8201;tt0094917;movie;One Way Out;One Way Out;False;1987;;90.0;['Action', 'Crime', 'Drama'];4.7;48.0
8202;tt0094918;movie;Crime Zone;Crime Zone;False;1988;;92.0;['Action', 'Adventure', 'Fantasy'];4.4;539.0
8203;tt0094919;movie;Critters 2: The Main Course;Critters 2;False;1988;;86.0;['Comedy', 'Horror', 'Sci-Fi'];5.5;15499.0
8204;tt0094920;movie;Not Another Mistake;Not Another Mistake;False;1989;;99.0;['Action', 'War'];4.4;72.0
8205;tt0094921;movie;Crossing Delancey;Crossing Delancey;False;1988;;97.0;['Comedy', 'Romance'];6.9;4434.0
8206;tt0094923;movie;Crusoe;Crusoe;False;1988;;91.0;['Adventure', 'Drama'];6.1;1101.0
8207;tt0094924;movie;A Cry in the Dark;Evil Angels;False;1988;;120.0;['Biography', 'Drama'];6.9;10554.0
8208;tt0094927;movie;Crystalstone;Crystalstone;False;1987;;87.0;['Adventure', 'Family', 'Fantasy'];5.5;142.0
8209;tt0094929;movie;Curse II: The Bite;Curse II: The Bite;False;1989;;98.0;['Horror'];4.8;1414.0
8210;tt0094930;movie;Curse of the Queerwolf;Curse of the Queerwolf;False;1988;;86.0;['Comedy', 'Horror'];4.8;311.0
8211;tt0094931;movie;Cy Warrior;Cyborg - Il guerriero d'acciaio;False;1989;;90.0;['Action', 'Sci-Fi'];3.6;216.0
8212;tt0094932;movie;Love Rites;Cérémonie d'amour;False;1987;;97.0;['Drama', 'Mystery'];5.1;464.0
8213;tt0094933;movie;D.O.A.;D.O.A.;False;1988;;96.0;['Mystery', 'Thriller'];6.1;10426.0
8214;tt0094934;movie;Da;Da;False;1988;;102.0;['Drama', 'Fantasy'];6.5;481.0
8215;tt0094935;movie;The Diary of a Big Man;Dai cheung foo yat gei;False;1988;;86.0;['Comedy', 'Romance'];6.7;497.0
8216;tt0094936;movie;Stumbling Cops;Da hua shen tan;False;1988;;97.0;['Comedy', 'Crime'];5.7;19.0
8217;tt0094938;movie;Daddy's Boys;Daddy's Boys;False;1988;;90.0;['Action', 'Comedy', 'Crime'];4.2;59.0
8218;tt0094939;movie;Daffy Duck's Quackbusters;Daffy Duck's Quackbusters;False;1988;;78.0;['Action', 'Adventure', 'Animation'];7.1;2466.0
8219;tt0094940;movie;Dakota;Dakota;False;1988;;97.0;['Drama'];4.5;270.0
8220;tt0094942;movie;Dance of the Damned;Dance of the Damned;False;1989;;82.0;['Drama', 'Horror', 'Romance'];5.6;397.0
8221;tt0094944;movie;Dancing in the Forest;Dancing in the Forest;False;1989;;91.0;['Thriller'];4.2;20.0
8222;tt0094946;movie;Dangerous Curves;Dangerous Curves;False;1988;;93.0;['Comedy'];3.7;504.0
8223;tt0094947;movie;Dangerous Liaisons;Dangerous Liaisons;False;1988;;119.0;['Drama', 'Romance'];7.6;70638.0
8224;tt0094948;movie;Dangerous Love;Dangerous Love;False;1988;;96.0;['Mystery', 'Thriller'];4.2;206.0
8225;tt0094949;movie;Dark Bar;Dark Bar;False;1989;;89.0;['Mystery', 'Thriller'];5.2;69.0
8226;tt0094950;movie;Dark Mission: Evil Flowers;Dark Mission: Flowers of Evil;False;1988;;85.0;['Action', 'Adventure'];3.3;184.0
8227;tt0094951;movie;Daasi;Daasi;False;1988;;94.0;['Drama'];8.2;48.0
8228;tt0094954;movie;David and the Magic Pearl;Dawid i Sandy;False;1988;;71.0;['Animation'];6.5;91.0
8229;tt0094955;movie;The Dawning;The Dawning;False;1988;;97.0;['Drama', 'Romance', 'Thriller'];6.1;390.0
8230;tt0094956;movie;Day and Night;Day and Night;False;1988;;95.0;['Drama', 'Romance'];;
8231;tt0094957;movie;Day of the Panther;Day of the Panther;False;1988;;84.0;['Action'];4.5;449.0
8232;tt0094958;movie;Dayavan;Dayavan;False;1988;;173.0;['Action', 'Crime', 'Drama'];6.4;607.0
8233;tt0094959;movie;Sound and Fury;De bruit et de fureur;False;1988;;95.0;['Drama'];7.3;1043.0
8234;tt0094960;movie;Dead End City;Dead End City;False;1988;;85.0;['Action', 'Thriller'];4.8;141.0
8235;tt0094961;movie;Dead Heat;Dead Heat;False;1988;;84.0;['Action', 'Comedy', 'Horror'];6.0;8317.0
8236;tt0094962;movie;The Dead Next Door;The Dead Next Door;False;1989;;78.0;['Horror'];5.0;3187.0
8237;tt0094963;movie;The Dead Pool;The Dead Pool;False;1988;;91.0;['Action', 'Crime', 'Mystery'];6.2;46249.0
8238;tt0094964;movie;Dead Ringers;Dead Ringers;False;1988;;116.0;['Drama', 'Horror', 'Thriller'];7.2;47813.0
8239;tt0094968;movie;Deadly Addiction;Deadly Addiction;False;1989;;98.0;['Action'];5.3;66.0
8240;tt0094969;movie;Deadly Dreams;Deadly Dreams;False;1988;;79.0;['Horror', 'Thriller'];4.8;431.0
8241;tt0094972;movie;Deadly Stranger;Deadly Stranger;False;1988;;94.0;['Thriller'];4.5;65.0
8242;tt0094973;movie;Death Chase;Death Chase;False;1988;;86.0;['Action'];5.3;101.0
8243;tt0094974;movie;Death Force;Death Force;False;1989;;79.0;['Action', 'Thriller'];5.5;11.0
8244;tt0094975;movie;Death Row Diner;Death Row Diner;False;1988;;68.0;['Horror'];3.7;163.0
8245;tt0094976;movie;Death by Dialogue;Death by Dialogue;False;1988;;89.0;['Horror'];3.2;355.0
8246;tt0094979;movie;The Deceivers;The Deceivers;False;1988;;102.0;['Adventure', 'Crime', 'Drama'];6.0;1114.0
8247;tt0094981;movie;Defense Play;Defense Play;False;1988;;88.0;['Action', 'Drama'];4.8;139.0
8248;tt0094992;movie;Delitti e profumi;Delitti e profumi;False;1988;;95.0;['Comedy', 'Mystery'];4.9;127.0
8249;tt0094993;movie;Demasiado miedo a la vida o Plaff;Demasiado miedo a la vida o Plaff;False;1988;;110.0;['Comedy'];6.3;120.0
8250;tt0094994;movie;Demasiado viejo para morir joven;Demasiado viejo para morir joven;False;1989;;103.0;['Drama'];4.9;116.0
8251;tt0094996;movie;Demon Warrior;Demon Warrior;False;1988;;85.0;['Horror'];4.1;162.0
8252;tt0094998;movie;Demonwarp;Demonwarp;False;1988;;91.0;['Horror', 'Mystery', 'Sci-Fi'];4.7;688.0
8253;tt0095002;movie;Desert Warrior;Desert Warrior;False;1988;;89.0;['Action', 'Sci-Fi'];3.6;214.0
8254;tt0095003;movie;Desperacja;Desperacja;False;1989;;106.0;['Action', 'Drama', 'History'];4.5;13.0
8255;tt0095005;movie;Destroyer;Destroyer;False;1988;;98.0;['Horror', 'Thriller'];4.8;859.0
8256;tt0095008;movie;Deux;Deux;False;1989;;113.0;['Drama', 'Romance'];5.8;219.0
8257;tt0095009;movie;Deux minutes de soleil en plus;Deux minutes de soleil en plus;False;1988;;97.0;['Crime', 'Drama'];4.9;19.0
8258;tt0095010;movie;Dharamyudh;Dharamyudh;False;1988;;;['Drama', 'Mystery', 'Thriller'];5.6;30.0
8259;tt0095011;movie;The First Time Is the Last Time;Di yi jian;False;1989;;92.0;['Action', 'Romance'];5.7;80.0
8260;tt0095015;movie;Diario de invierno;Diario de invierno;False;1988;;104.0;['Drama'];5.8;137.0
8261;tt0095016;movie;Die Hard;Die Hard;False;1988;;132.0;['Action', 'Thriller'];8.2;870906.0
8262;tt0095019;movie;La diputada;La diputada;False;1988;;;['Drama'];4.8;13.0
8263;tt0095031;movie;Dirty Rotten Scoundrels;Dirty Rotten Scoundrels;False;1988;;110.0;['Comedy', 'Crime'];7.4;72176.0
8264;tt0095033;movie;Diskzhokey;Diskzhokey;False;1988;;92.0;['Musical', 'Romance'];3.1;18.0
8265;tt0095035;movie;Dissident;Dissident;False;1988;;111.0;['Drama'];4.1;31.0
8266;tt0095036;movie;Distant Thunder;Distant Thunder;False;1988;;114.0;['Drama'];5.7;754.0
8267;tt0095037;movie;Distant Voices, Still Lives;Distant Voices, Still Lives;False;1988;;84.0;['Drama', 'Music'];7.4;4445.0
8268;tt0095039;movie;Dixie Lanes;Dixie Lanes;False;1988;;90.0;['Comedy', 'Drama'];4.8;111.0
8269;tt0095040;movie;Days of Eclipse;Dni zatmeniya;False;1988;;139.0;['Drama', 'Sci-Fi'];7.0;1040.0
8270;tt0095042;movie;Dobrí holubi se vracejí;Dobrí holubi se vracejí;False;1989;;109.0;['Comedy', 'Drama'];7.6;197.0
8271;tt0095043;movie;Doctor Hackenstein;Doctor Hackenstein;False;1988;;88.0;['Comedy', 'Horror', 'Sci-Fi'];3.7;273.0
8272;tt0095047;movie;Doin' Time on Planet Earth;Doin' Time on Planet Earth;False;1988;;85.0;['Comedy', 'Sci-Fi'];5.4;1632.0
8273;tt0095048;movie;It's Happening Tomorrow;Domani accadrà;False;1988;;87.0;['Adventure', 'Comedy'];6.4;148.0
8274;tt0095050;movie;Dominick and Eugene;Dominick and Eugene;False;1988;;111.0;['Drama'];7.0;2904.0
8275;tt0095052;movie;La donna della luna;La donna della luna;False;1988;;90.0;['Drama', 'Romance'];6.3;94.0
8276;tt0095053;movie;El Dorado;El Dorado;False;1988;;149.0;['Drama', 'History'];6.4;604.0
8277;tt0095055;movie;Dear Yelena Sergeyevna;Dorogaya Yelena Sergeyevna;False;1988;;94.0;['Crime', 'Drama', 'Thriller'];7.4;684.0
8278;tt0095056;movie;Dorogoe udovolstvie;Dorogoe udovolstvie;False;1988;;86.0;['Comedy'];6.2;29.0
8279;tt0095057;movie;Dotknieci;Dotknieci;False;1989;;114.0;['Drama'];6.7;39.0
8280;tt0095060;movie;Dr. Alien;Dr. Alien;False;1989;;90.0;['Comedy', 'Sci-Fi'];4.7;1144.0
8281;tt0095063;movie;Dream Demon;Dream Demon;False;1988;;89.0;['Horror'];5.5;1052.0
8282;tt0095064;movie;The Dreaming;The Dreaming;False;1988;;87.0;['Drama', 'Horror', 'Mystery'];5.1;289.0
8283;tt0095065;movie;Drei D;Drei D;False;1988;;50.0;['Comedy', 'Drama', 'Romance'];6.8;55.0
8284;tt0095066;movie;The Dressmaker;The Dressmaker;False;1988;;92.0;['Drama', 'Romance'];6.3;255.0
8285;tt0095067;movie;The Drifter;The Drifter;False;1988;;89.0;['Thriller'];4.7;493.0
8286;tt0095071;movie;Tonkô;Tonkô;False;1988;;99.0;['Adventure', 'Drama', 'History'];6.9;236.0
8287;tt0095072;movie;Dziewczynka z hotelu Excelsior;Dziewczynka z hotelu Excelsior;False;1988;;91.0;['Drama', 'Mystery'];5.8;19.0
8288;tt0095073;movie;Dzikun;Dzikun;False;1988;;70.0;['Adventure', 'Family'];;
8289;tt0095074;movie;Día de muertos;Día de muertos;False;1988;;90.0;['Comedy', 'Drama'];5.8;24.0
8290;tt0095076;movie;Eagles Law;Eagles Law;False;1988;;;['Action', 'Thriller'];7.4;10.0
8291;tt0095081;movie;Egy teljes nap;Egy teljes nap;False;1988;;80.0;['Drama'];6.0;30.0
8292;tt0095082;movie;Eight Men Out;Eight Men Out;False;1988;;119.0;['Drama', 'History', 'Sport'];7.2;20671.0
8293;tt0095084;movie;Bear Ye One Another's Burden;Einer trage des anderen Last;False;1988;;115.0;['Drama'];7.0;123.0
8294;tt0095086;movie;Eldorádó;Eldorádó;False;1988;;104.0;['Drama'];7.7;1011.0
8295;tt0095088;movie;Elvira: Mistress of the Dark;Elvira: Mistress of the Dark;False;1988;;96.0;['Comedy', 'Horror'];6.5;18436.0
8296;tt0095090;movie;Emanon;Emanon;False;1987;;98.0;['Drama'];3.2;111.0
8297;tt0095094;movie;Emmanuelle 6;Emmanuelle 6;False;1988;;90.0;['Drama'];3.2;870.0
8298;tt0095097;movie;Once More;Once More;False;1988;;82.0;['Drama'];7.0;169.0
8299;tt0095098;movie;Incident at Raven's Gate;Incident at Raven's Gate;False;1988;;94.0;['Drama', 'Mystery', 'Sci-Fi'];5.4;550.0
8300;tt0095099;movie;L'enfance de l'art;L'enfance de l'art;False;1988;;107.0;['Drama'];5.4;32.0
8301;tt0095100;movie;Enkel resa;Enkel resa;False;1988;;93.0;['Comedy', 'Crime'];4.0;187.0
8302;tt0095103;movie;Envoyez les violons;Envoyez les violons;False;1988;;87.0;['Comedy', 'Romance'];5.2;42.0
8303;tt0095107;movie;Ernest Saves Christmas;Ernest Saves Christmas;False;1988;;95.0;['Comedy', 'Family', 'Fantasy'];5.6;11535.0
8304;tt0095110;movie;Esa cosa con plumas;Esa cosa con plumas;False;1988;;94.0;['Comedy'];6.7;8.0
8305;tt0095114;movie;Esperanza;Esperanza;False;1988;;135.0;['Drama', 'History'];6.8;49.0
8306;tt0095115;movie;Esquilache;Esquilache;False;1989;;100.0;['Drama'];6.5;252.0
8307;tt0095117;movie;The Everlasting Secret Family;The Everlasting Secret Family;False;1988;;94.0;['Drama', 'Romance'];5.5;354.0
8308;tt0095119;movie;Everybody's All-American;Everybody's All-American;False;1988;;127.0;['Drama', 'Romance', 'Sport'];6.2;3282.0
8309;tt0095120;movie;Evil Laugh;Evil Laugh;False;1986;;87.0;['Comedy', 'Horror'];4.8;870.0
8310;tt0095122;movie;The Expendables;The Expendables;False;1988;;89.0;['Action', 'Adventure', 'War'];4.4;194.0
8311;tt0095123;movie;Leng yan sha ji;Leng yan sha ji;False;1982;;;['Crime', 'Horror', 'Thriller'];3.8;25.0
8312;tt0095124;movie;The Truth;Fa nei qing;False;1988;;118.0;['Drama', 'Thriller'];7.0;166.0
8313;tt0095125;movie;Faceless;Faceless;False;1987;;98.0;['Horror', 'Thriller'];5.8;1584.0
8314;tt0095126;movie;Fair Game;Mamba;False;1988;;81.0;['Horror', 'Thriller'];4.8;571.0
8315;tt0095131;movie;Family Reunion;Family Reunion;False;1988;;97.0;['Comedy'];7.1;29.0
8316;tt0095134;movie;Fantozzi Retires;Fantozzi va in pensione;False;1988;;102.0;['Comedy'];6.1;1870.0
8317;tt0095135;movie;Far North;Far North;False;1988;;90.0;['Drama'];4.9;721.0
8318;tt0095137;movie;Abschied vom falschen Paradies;Abschied vom falschen Paradies;False;1989;;92.0;['Drama'];6.9;79.0
8319;tt0095138;movie;Intrigo d'amore;Intrigo d'amore;False;1988;;89.0;['Drama'];5.2;52.0
8320;tt0095140;movie;Fatal Pulse;Fatal Pulse;False;1988;;90.0;['Crime', 'Horror', 'Thriller'];3.5;334.0
8321;tt0095141;movie;Fatal Secret;Fatal Secret;False;1989;;95.0;['Action'];3.7;84.0
8322;tt0095143;movie;Fear;Fear;False;1988;;96.0;['Action'];4.7;223.0
8323;tt0095145;movie;Feds;Feds;False;1988;;82.0;['Comedy', 'Crime'];5.4;3165.0
8324;tt0095148;movie;Purgatory;Fegefeuer;False;1988;;83.0;['Biography', 'Crime', 'Drama'];7.1;17.0
8325;tt0095149;movie;The Beloved Son of God;Fei mau lau long gei;False;1988;;94.0;['Drama'];7.1;83.0
8326;tt0095150;movie;The Sparrow's Fluttering;Il frullo del passero;False;1988;;95.0;['Drama', 'Romance'];5.6;158.0
8327;tt0095151;movie;Feng kuang de dai jia;Feng kuang de dai jia;False;1988;;102.0;['Drama'];6.9;57.0
8328;tt0095152;movie;Feng xie;Feng xie;False;1983;;88.0;['Horror', 'Thriller'];6.0;16.0
8329;tt0095153;movie;Fever;Fever;False;1988;;84.0;['Crime', 'Romance', 'Thriller'];5.9;108.0
8330;tt0095155;movie;Fifty Fifty;Fifty Fifty;False;1988;;90.0;['Comedy'];6.1;27.0
8331;tt0095156;movie;Filou;Filou;False;1988;;91.0;['Drama'];5.2;16.0
8332;tt0095159;movie;A Fish Called Wanda;A Fish Called Wanda;False;1988;;108.0;['Comedy', 'Crime'];7.5;142950.0
8333;tt0095162;movie;The Beasts;San gau;False;1980;;90.0;['Horror', 'Thriller'];5.9;226.0
8334;tt0095163;movie;Der Fluch;Der Fluch;False;1988;;88.0;['Mystery', 'Thriller'];6.4;151.0
8335;tt0095165;movie;Folk og røvere i Kardemomme by;Folk og røvere i Kardemomme by;False;1988;;103.0;['Family', 'Musical'];5.5;140.0
8336;tt0095167;movie;Fontan;Fontan;False;1988;;100.0;['Comedy'];7.4;388.0
8337;tt0095169;movie;For Keeps?;For Keeps?;False;1988;;90.0;['Comedy', 'Drama', 'Romance'];5.9;4861.0
8338;tt0095170;movie;Fordringsägare;Fordringsägare;False;1988;;118.0;['Drama'];5.4;22.0
8339;tt0095172;movie;Foxtrot;Foxtrot;False;1988;;93.0;['Thriller'];6.0;84.0
8340;tt0095173;movie;Frankenstein General Hospital;Frankenstein General Hospital;False;1988;;90.0;['Comedy', 'Horror', 'Sci-Fi'];3.5;338.0
8341;tt0095174;movie;Frantic;Frantic;False;1988;;120.0;['Crime', 'Drama', 'Mystery'];6.9;54072.0
8342;tt0095175;movie;The Red Monks;I frati rossi;False;1988;;85.0;['Horror'];4.1;370.0
8343;tt0095177;movie;Freeway;Freeway;False;1988;;91.0;['Thriller'];5.0;471.0
8344;tt0095178;movie;Fresh Horses;Fresh Horses;False;1988;;105.0;['Drama', 'Romance'];5.0;1920.0
8345;tt0095179;movie;Friday the 13th Part VII: The New Blood;Friday the 13th Part VII: The New Blood;False;1988;;88.0;['Horror', 'Thriller'];5.2;37832.0
8346;tt0095180;movie;Friends;Friends;False;1988;;87.0;['Comedy', 'Drama'];5.9;71.0
8347;tt0095182;movie;The Frog Prince;The Frog Prince;False;1986;;86.0;['Drama', 'Family', 'Fantasy'];6.2;764.0
8348;tt0095183;movie;The Fruit Machine;The Fruit Machine;False;1988;;103.0;['Drama'];6.3;558.0
8349;tt0095184;movie;Frequent Death;Fréquence meurtre;False;1988;;103.0;['Crime', 'Drama', 'Thriller'];5.5;272.0
8350;tt0095186;movie;Full Moon in Blue Water;Full Moon in Blue Water;False;1988;;95.0;['Comedy', 'Drama', 'Romance'];5.6;758.0
8351;tt0095187;movie;Fun Down There;Fun Down There;False;1989;;89.0;['Comedy', 'Drama', 'Romance'];4.5;186.0
8352;tt0095188;movie;Funny Farm;Funny Farm;False;1988;;101.0;['Comedy'];6.2;23384.0
8353;tt0095189;movie;The Further Adventures of Tennessee Buck;The Further Adventures of Tennessee Buck;False;1988;;88.0;['Action', 'Adventure', 'Comedy'];4.5;664.0
8354;tt0095190;movie;Further and Particular;Further and Particular;False;1988;;110.0;['Drama'];7.0;10.0
8355;tt0095192;movie;Fábula de la Bella Palomera;Fábula de la Bella Palomera;False;1988;;78.0;['Drama', 'Romance'];6.7;72.0
8356;tt0095194;movie;Galactic Gigolo;Galactic Gigolo;False;1987;;80.0;['Comedy', 'Sci-Fi'];3.3;294.0
8357;tt0095195;movie;Jin yan zi;Jin yan zi;False;1987;;93.0;['Adventure', 'Drama', 'Fantasy'];5.7;80.0
8358;tt0095196;movie;The Game;The Game;False;1988;;91.0;['Action', 'Drama'];5.2;44.0
8359;tt0095198;movie;Gangaa Jamunaa Saraswathi;Gangaa Jamunaa Saraswathi;False;1988;;187.0;['Action', 'Drama', 'Romance'];4.6;651.0
8360;tt0095200;movie;Garum (Fantastic Contradiction);Garum (fantástica contradicción);False;1988;;;['Fantasy', 'Thriller'];4.5;17.0
8361;tt0095203;movie;Wherever You Are...;Wherever You Are...;False;1988;;106.0;['Drama', 'Romance', 'War'];6.9;111.0
8362;tt0095204;movie;Geierwally;Geierwally;False;1988;;105.0;['Comedy', 'Musical'];6.1;225.0
8363;tt0095205;movie;Bride of the Orient;Gekauftes Glück;False;1989;;94.0;['Drama'];6.5;28.0
8364;tt0095206;movie;Gemini: The Twin Stars;Gemini: The Twin Stars;False;1988;;110.0;['Adventure', 'Drama'];6.0;31.0
8365;tt0095207;movie;Georgette Meunier;Georgette Meunier;False;1989;;80.0;['Crime', 'Drama'];5.3;16.0
8366;tt0095208;movie;Georgia;Georgia;False;1988;;93.0;['Mystery', 'Thriller'];6.0;166.0
8367;tt0095210;movie;Die Geschichte von der Gänseprinzessin und ihrem treuen Pferd Falada;Die Geschichte von der Gänseprinzessin und ihrem treuen Pferd Falada;False;1989;;79.0;['Family', 'Fantasy'];6.5;159.0
8368;tt0095212;movie;Getting Even;La vendetta;False;1989;;93.0;['Action', 'Adventure'];4.1;64.0
8369;tt0095214;movie;Ghost's Hospital;Mong gwai yee yuen;False;1988;;90.0;['Horror'];6.4;9.0
8370;tt0095215;movie;Ghost Town;Ghost Town;False;1988;;85.0;['Action', 'Horror', 'Western'];5.3;1613.0
8371;tt0095216;movie;Ghost in the House;Ji wu cang jiao;False;1988;;93.0;['Comedy', 'Family', 'Fantasy'];6.0;66.0
8372;tt0095217;movie;Ghosts... of the Civil Dead;Ghosts... of the Civil Dead;False;1988;;93.0;['Crime', 'Drama'];6.9;1872.0
8373;tt0095221;movie;Ying zhao nu lang 1988;Ying zhao nu lang 1988;False;1988;;94.0;['Drama'];6.4;80.0
8374;tt0095222;movie;Glitch!;Glitch!;False;1988;;88.0;['Comedy'];3.4;1382.0
8375;tt0095228;movie;God Rides a Harley;God Rides a Harley;False;1987;;84.0;['Action', 'Documentary', 'Drama'];8.6;12.0
8376;tt0095232;movie;Going Hollywood: The War Years;Going Hollywood: The War Years;False;1988;;106.0;['Documentary', 'War'];4.6;95.0
8377;tt0095233;movie;Going Undercover;Yellow Pages;False;1985;;89.0;['Comedy', 'Thriller'];4.1;181.0
8378;tt0095234;movie;Going to the Chapel;Going to the Chapel;False;1988;;96.0;['Comedy'];6.0;114.0
8379;tt0095236;movie;The Greatest Lover;Gong zi duo qing;False;1988;;115.0;['Comedy', 'Romance'];6.1;198.0
8380;tt0095238;movie;The Good Mother;The Good Mother;False;1988;;104.0;['Drama', 'Romance'];5.7;1705.0
8381;tt0095239;movie;The River Pirates;Good Old Boy: A Delta Boyhood;False;1988;;108.0;['Action', 'Adventure', 'Family'];6.8;165.0
8382;tt0095241;movie;Gor;Gor;False;1987;;94.0;['Action', 'Adventure', 'Fantasy'];3.4;2152.0
8383;tt0095243;movie;Gorillas in the Mist;Gorillas in the Mist: The Story of Dian Fossey;False;1988;;129.0;['Biography', 'Drama'];7.0;27022.0
