,Unnamed: 0,tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,region,averageRating,numVotes,weight_average
292,292,tt0080684,Star Wars: Episode V - The Empire Strikes Back,The Empire Strikes Back,1980,124.0,"['Action', 'Adventure', 'Fantasy']",US,8.7,1282261.0,0.17131
3191,3191,tt0088763,Back to the Future,Back to the Future,1985,116.0,"['Adventure', 'Comedy', 'Sci-Fi']",US,8.5,1192861.0,0.1557
2261,2261,tt0086190,Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode VI - Return of the Jedi,1983,131.0,"['Action', 'Adventure', 'Fantasy']",US,8.3,1046826.0,0.13342
592,592,tt0081505,The Shining,The Shining,1980,146.0,"['Drama', 'Horror']",US,8.4,1012330.0,0.13058
1129,1129,tt0082971,Indiana Jones and the Raiders of the Lost Ark,Raiders of the Lost Ark,1981,115.0,"['Action', 'Adventure']",US,8.4,960289.0,0.12387
5712,5712,tt0095016,Die Hard,Die Hard,1988,132.0,"['Action', 'Thriller']",US,8.2,871509.0,0.10974
3062,3062,tt0088247,The Terminator,The Terminator,1984,107.0,"['Action', 'Sci-Fi']",US,8.1,860344.0,0.10701
2290,2290,tt0086250,Scarface,Scarface,1983,170.0,"['Crime', 'Drama']",US,8.3,834235.0,0.10633
1340,1340,tt0083658,Blade Runner,Blade Runner,1982,117.0,"['Action', 'Drama', 'Sci-Fi']",US,8.1,765199.0,0.09518
6657,6657,tt0097576,Indiana Jones and the Last Crusade,Indiana Jones and the Last Crusade,1989,127.0,"['Action', 'Adventure']",US,8.2,751134.0,0.09458
4902,4902,tt0093058,Full Metal Jacket,Full Metal Jacket,1987,116.0,"['Drama', 'War']",US,8.3,738964.0,0.09419
3887,3887,tt0090605,Aliens,Aliens,1986,137.0,"['Action', 'Adventure', 'Sci-Fi']",US,8.4,713913.0,0.09209
6389,6389,tt0096874,Back to the Future Part II,Back to the Future Part II,1989,108.0,"['Adventure', 'Comedy', 'Sci-Fi']",US,7.8,530505.0,0.06354
6102,6102,tt0095953,Rain Man,Rain Man,1988,133.0,['Drama'],US,8.0,513231.0,0.06305
6503,6503,tt0097165,Dead Poets Society,Dead Poets Society,1989,128.0,"['Comedy', 'Drama']",US,8.1,487246.0,0.06061
2743,2743,tt0087469,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,1984,118.0,"['Action', 'Adventure']",US,7.5,486711.0,0.05605
1780,1780,tt0084787,The Thing,The Thing,1982,109.0,"['Horror', 'Mystery', 'Sci-Fi']",US,8.2,422293.0,0.05318
5226,5226,tt0093779,The Princess Bride,The Princess Bride,1987,98.0,"['Adventure', 'Family', 'Fantasy']",US,8.0,426690.0,0.05242
2487,2487,tt0086879,Amadeus,Amadeus,1984,160.0,"['Biography', 'Drama', 'Music']",US,8.4,400008.0,0.0516
4383,4383,tt0091763,Platoon,Platoon,1986,120.0,"['Drama', 'War']",US,8.1,413479.0,0.05143
5221,5221,tt0093773,Predator,Predator,1987,107.0,"['Action', 'Adventure', 'Horror']",US,7.8,422400.0,0.05059
4494,4494,tt0092005,Stand by Me,Stand by Me,1986,89.0,"['Adventure', 'Drama']",US,8.1,402544.0,0.05007
2690,2690,tt0087332,Ghostbusters,Ghostbusters,1984,105.0,"['Action', 'Comedy', 'Fantasy']",US,7.8,413706.0,0.04955
1422,1422,tt0083866,E.T. the Extra-Terrestrial,E.T. the Extra-Terrestrial,1982,115.0,"['Adventure', 'Family', 'Sci-Fi']",US,7.9,408034.0,0.0495
3225,3225,tt0088847,The Breakfast Club,The Breakfast Club,1985,97.0,"['Comedy', 'Drama']",US,7.8,397400.0,0.0476
4529,4529,tt0092099,Top Gun,Top Gun,1986,110.0,"['Action', 'Drama']",US,6.9,432459.0,0.04582
2886,2886,tt0087843,Once Upon a Time in America,Once Upon a Time in America,1984,229.0,"['Crime', 'Drama']",US,8.3,350936.0,0.04473
547,547,tt0081398,Raging Bull,Raging Bull,1980,129.0,"['Biography', 'Drama', 'Sport']",US,8.2,353230.0,0.04448
6397,6397,tt0096895,Batman,Batman,1989,126.0,"['Action', 'Adventure']",US,7.5,377200.0,0.04344
4067,4067,tt0091042,Ferris Bueller's Day Off,Ferris Bueller's Day Off,1986,103.0,['Comedy'],US,7.8,357702.0,0.04284
6241,6241,tt0096283,My Neighbor Totoro,Tonari no Totoro,1988,86.0,"['Animation', 'Comedy', 'Family']",US,8.1,337351.0,0.04196
5418,5418,tt0094226,The Untouchables,The Untouchables,1987,119.0,"['Crime', 'Drama', 'Thriller']",US,7.9,309619.0,0.03756
5843,5843,tt0095327,Grave of the Fireflies,Hotaru no haka,1988,89.0,"['Animation', 'Drama', 'War']",US,8.5,275458.0,0.03595
5555,5555,tt0094721,Beetlejuice,Beetle Juice,1988,92.0,"['Comedy', 'Fantasy']",US,7.5,302098.0,0.03479
6024,6024,tt0095765,Cinema Paradiso,Nuovo Cinema Paradiso,1988,155.0,"['Drama', 'Romance']",US,8.5,260202.0,0.03396
752,752,tt0082096,The Boat,Das Boot,1981,149.0,"['Drama', 'War']",US,8.4,250896.0,0.03236
3380,3380,tt0089218,The Goonies,The Goonies,1985,114.0,"['Adventure', 'Comedy', 'Family']",US,7.7,273365.0,0.03232
6731,6731,tt0097757,The Little Mermaid,The Little Mermaid,1989,83.0,"['Adventure', 'Animation', 'Comedy']",US,7.6,263200.0,0.03072
289,289,tt0080678,The Elephant Man,The Elephant Man,1980,124.0,"['Biography', 'Drama']",US,8.2,241028.0,0.03035
5056,5056,tt0093409,Lethal Weapon,Lethal Weapon,1987,109.0,"['Action', 'Crime', 'Thriller']",US,7.6,259084.0,0.03024
5256,5256,tt0093870,RoboCop,RoboCop,1987,102.0,"['Action', 'Crime', 'Sci-Fi']",US,7.6,258868.0,0.03021
1456,1456,tt0083944,First Blood,First Blood,1982,93.0,"['Action', 'Adventure', 'Thriller']",US,7.7,252632.0,0.02987
1473,1473,tt0083987,Gandhi,Gandhi,1982,191.0,"['Biography', 'Drama']",US,8.1,231723.0,0.02882
151,151,tt0080339,Airplane!,Airplane!,1980,88.0,['Comedy'],US,7.7,239359.0,0.0283
2868,2868,tt0087800,A Nightmare on Elm Street,A Nightmare on Elm Street,1984,91.0,['Horror'],US,7.4,239410.0,0.02721
7083,7083,tt0098635,When Harry Met Sally...,When Harry Met Sally...,1989,95.0,"['Comedy', 'Drama', 'Romance']",US,7.7,220435.0,0.02606
2769,2769,tt0087538,The Karate Kid,The Karate Kid,1984,126.0,"['Action', 'Drama', 'Family']",US,7.3,225946.0,0.02533
2701,2701,tt0087363,Gremlins,Gremlins,1984,106.0,"['Comedy', 'Fantasy', 'Horror']",US,7.3,224124.0,0.02512
4821,4821,tt0092890,Dirty Dancing,Dirty Dancing,1987,100.0,"['Drama', 'Music', 'Romance']",US,7.0,232274.0,0.02497
5563,5563,tt0094737,Big,Big,1988,104.0,"['Comedy', 'Drama', 'Fantasy']",US,7.3,221124.0,0.02479
3224,3224,tt0088846,Brazil,Brazil,1985,132.0,"['Drama', 'Sci-Fi']",US,7.9,201140.0,0.0244
193,193,tt0080455,The Blues Brothers,The Blues Brothers,1980,133.0,"['Action', 'Adventure', 'Comedy']",US,7.9,199867.0,0.02425
1436,1436,tt0083907,The Evil Dead,The Evil Dead,1981,85.0,['Horror'],US,7.4,210184.0,0.02388
6299,6299,tt0096438,Who Framed Roger Rabbit,Who Framed Roger Rabbit,1988,104.0,"['Adventure', 'Animation', 'Comedy']",US,7.7,201701.0,0.02385
3941,3941,tt0090756,Blue Velvet,Blue Velvet,1986,120.0,"['Crime', 'Drama', 'Mystery']",US,7.7,199642.0,0.02361
5507,5507,tt0094625,Akira,Akira,1988,124.0,"['Action', 'Animation', 'Drama']",US,8.0,186431.0,0.0229
5652,5652,tt0094898,Coming to America,Coming to America,1988,117.0,"['Comedy', 'Romance']",US,7.1,208253.0,0.02271
6803,6803,tt0097958,National Lampoon's Christmas Vacation,National Lampoon's Christmas Vacation,1989,97.0,['Comedy'],US,7.5,187574.0,0.0216
3663,3663,tt0089927,Rocky IV,Rocky IV,1985,91.0,"['Drama', 'Sport']",US,6.8,205739.0,0.02148
4076,4076,tt0091064,The Fly,The Fly,1986,96.0,"['Drama', 'Horror', 'Sci-Fi']",US,7.6,182969.0,0.02135
1017,1017,tt0082694,The Road Warrior,Mad Max 2,1981,96.0,"['Action', 'Adventure', 'Sci-Fi']",US,7.6,181303.0,0.02116
6603,6603,tt0097428,Ghostbusters II,Ghostbusters II,1989,108.0,"['Action', 'Comedy', 'Fantasy']",US,6.6,207856.0,0.02107
5317,5317,tt0094012,Spaceballs,Spaceballs,1987,96.0,"['Adventure', 'Comedy', 'Sci-Fi']",US,7.1,190971.0,0.02082
2772,2772,tt0087544,Nausicaä of the Valley of the Wind,Kaze no tani no Naushika,1984,117.0,"['Adventure', 'Animation', 'Sci-Fi']",US,8.0,169371.0,0.02081
2522,2522,tt0086960,Beverly Hills Cop,Beverly Hills Cop,1984,105.0,"['Action', 'Comedy', 'Crime']",US,7.3,184449.0,0.02068
6348,6348,tt0096754,The Abyss,The Abyss,1989,140.0,"['Adventure', 'Drama', 'Mystery']",US,7.5,178290.0,0.02053
4512,4512,tt0092067,Castle in the Sky,Tenkû no shiro Rapyuta,1986,125.0,"['Adventure', 'Animation', 'Family']",US,8.0,166569.0,0.02046
1700,1700,tt0084602,Rocky III,Rocky III,1982,99.0,"['Drama', 'Sport']",US,6.8,191448.0,0.01999
5996,5996,tt0095705,The Naked Gun: From the Files of Police Squad!,The Naked Gun: From the Files of Police Squad!,1988,85.0,"['Comedy', 'Crime']",US,7.6,170083.0,0.01985
6721,6721,tt0097733,Lethal Weapon 2,Lethal Weapon 2,1989,114.0,"['Action', 'Crime', 'Thriller']",US,7.2,176879.0,0.01956
4867,4867,tt0092991,Evil Dead II,Evil Dead II,1987,84.0,"['Comedy', 'Horror']",US,7.7,165124.0,0.01952
1666,1666,tt0084516,Poltergeist,Poltergeist,1982,114.0,"['Horror', 'Thriller']",US,7.3,164195.0,0.01841
1936,1936,tt0085334,A Christmas Story,A Christmas Story,1983,93.0,"['Comedy', 'Family']",US,7.9,147948.0,0.01795
5439,5439,tt0094291,Wall Street,Wall Street,1987,126.0,"['Crime', 'Drama']",US,7.3,156317.0,0.01752
2380,2380,tt0086465,Trading Places,Trading Places,1983,116.0,['Comedy'],US,7.5,151905.0,0.0175
6752,6752,tt0097814,Kiki's Delivery Service,Majo no takkyûbin,1989,103.0,"['Adventure', 'Animation', 'Family']",US,7.8,144744.0,0.01734
3067,3067,tt0088258,This Is Spinal Tap,This Is Spinal Tap,1984,82.0,"['Comedy', 'Music']",US,7.9,140104.0,0.017
3642,3642,tt0089880,Rambo: First Blood Part II,Rambo: First Blood Part II,1985,96.0,"['Action', 'Adventure', 'Thriller']",US,6.5,169654.0,0.01693
3265,3265,tt0088944,Commando,Commando,1985,90.0,"['Action', 'Adventure', 'Thriller']",US,6.7,161827.0,0.01665
5212,5212,tt0093748,"Planes, Trains & Automobiles","Planes, Trains & Automobiles",1987,93.0,"['Comedy', 'Drama']",US,7.6,141823.0,0.01655
5762,5762,tt0095159,A Fish Called Wanda,A Fish Called Wanda,1988,108.0,"['Comedy', 'Crime']",US,7.5,143051.0,0.01648
3089,3089,tt0088323,The NeverEnding Story,Die unendliche Geschichte,1984,102.0,"['Adventure', 'Drama', 'Family']",US,7.3,145221.0,0.01628
6609,6609,tt0097441,Glory,Glory,1989,122.0,"['Biography', 'Drama', 'History']",US,7.8,135474.0,0.01623
5071,5071,tt0093437,The Lost Boys,The Lost Boys,1987,97.0,"['Comedy', 'Horror']",US,7.2,144436.0,0.01597
794,794,tt0082198,Conan the Barbarian,Conan the Barbarian,1982,129.0,"['Action', 'Adventure', 'Fantasy']",US,6.9,150317.0,0.01593
4920,4920,tt0093105,"Good Morning, Vietnam","Good Morning, Vietnam",1987,121.0,"['Biography', 'Comedy', 'Drama']",US,7.3,141884.0,0.01591
3643,3643,tt0089881,Ran,Ran,1985,162.0,"['Action', 'Drama', 'War']",US,8.2,125793.0,0.01584
5240,5240,tt0093822,Raising Arizona,Raising Arizona,1987,94.0,"['Comedy', 'Crime']",US,7.3,140029.0,0.0157
2630,2630,tt0087182,Dune,Dune,1984,137.0,"['Action', 'Adventure', 'Sci-Fi']",US,6.3,162241.0,0.0157
3929,3929,tt0090728,Big Trouble in Little China,Big Trouble in Little China,1986,99.0,"['Action', 'Adventure', 'Comedy']",US,7.2,141376.0,0.01563
5266,5266,tt0093894,The Running Man,The Running Man,1987,101.0,"['Action', 'Sci-Fi', 'Thriller']",US,6.6,154198.0,0.01563
858,858,tt0082340,Escape from New York,Escape from New York,1981,99.0,"['Action', 'Adventure', 'Sci-Fi']",US,7.1,143113.0,0.0156
4211,4211,tt0091369,Labyrinth,Labyrinth,1986,101.0,"['Adventure', 'Family', 'Fantasy']",US,7.3,137715.0,0.01544
6637,6637,tt0097523,"Honey, I Shrunk the Kids","Honey, I Shrunk the Kids",1989,93.0,"['Adventure', 'Comedy', 'Family']",US,6.4,155479.0,0.01528
4857,4857,tt0092965,Empire of the Sun,Empire of the Sun,1987,153.0,"['Drama', 'History', 'War']",US,7.7,126199.0,0.01492
4139,4139,tt0091203,Highlander,Highlander,1986,116.0,"['Action', 'Adventure', 'Fantasy']",US,7.1,136158.0,0.01485
1753,1753,tt0084726,Star Trek II: The Wrath of Khan,Star Trek II: The Wrath of Khan,1982,113.0,"['Action', 'Adventure', 'Sci-Fi']",US,7.7,122111.0,0.01444
6230,6230,tt0096256,They Live,They Live,1988,94.0,"['Action', 'Horror', 'Sci-Fi']",US,7.2,130518.0,0.01443
6412,6412,tt0096928,Bill & Ted's Excellent Adventure,Bill & Ted's Excellent Adventure,1989,90.0,"['Adventure', 'Comedy', 'Music']",US,6.9,131812.0,0.01397
2178,2178,tt0085959,The Meaning of Life,The Meaning of Life,1983,107.0,"['Comedy', 'Musical']",US,7.5,120356.0,0.01386
6577,6577,tt0097351,Field of Dreams,Field of Dreams,1989,107.0,"['Drama', 'Family', 'Fantasy']",US,7.5,120128.0,0.01384
328,328,tt0080761,Friday the 13th,Friday the 13th,1980,95.0,"['Horror', 'Mystery', 'Thriller']",US,6.4,140489.0,0.01381
4955,4955,tt0093177,Hellraiser,Hellraiser,1987,94.0,"['Horror', 'Thriller']",US,6.9,126568.0,0.01341
2904,2904,tt0087884,"Paris, Texas","Paris, Texas",1984,145.0,['Drama'],US,8.1,106459.0,0.01324
3495,3495,tt0089530,Mad Max Beyond Thunderdome,Mad Max Beyond Thunderdome,1985,107.0,"['Action', 'Adventure', 'Sci-Fi']",US,6.2,137590.0,0.0131
210,210,tt0080487,Caddyshack,Caddyshack,1980,98.0,"['Comedy', 'Sport']",US,7.2,118436.0,0.01309
2923,2923,tt0087928,Police Academy,Police Academy,1984,96.0,['Comedy'],US,6.7,127024.0,0.01307
4317,4317,tt0091605,The Name of the Rose,Der Name der Rose,1986,130.0,"['Drama', 'History', 'Mystery']",US,7.7,109198.0,0.01291
6302,6302,tt0096446,Willow,Willow,1988,126.0,"['Action', 'Adventure', 'Drama']",US,7.2,115152.0,0.01273
1795,1795,tt0084827,TRON,TRON,1982,96.0,"['Action', 'Adventure', 'Sci-Fi']",US,6.7,122216.0,0.01257
3010,3010,tt0088128,Sixteen Candles,Sixteen Candles,1984,93.0,"['Comedy', 'Romance']",US,7.0,116920.0,0.01257
2117,2117,tt0085794,The King of Comedy,The King of Comedy,1982,109.0,"['Comedy', 'Crime', 'Drama']",US,7.8,104204.0,0.01248
6522,6522,tt0097216,Do the Right Thing,Do the Right Thing,1989,120.0,"['Comedy', 'Drama']",US,7.9,102596.0,0.01245
721,721,tt0082010,An American Werewolf in London,An American Werewolf in London,1981,97.0,"['Comedy', 'Horror']",US,7.5,107956.0,0.01243
6530,6530,tt0097239,Driving Miss Daisy,Driving Miss Daisy,1989,99.0,"['Comedy', 'Drama', 'Romance']",US,7.3,110417.0,0.01238
2191,2191,tt0085995,National Lampoon's Vacation,National Lampoon's Vacation,1983,98.0,"['Adventure', 'Comedy']",US,7.3,109877.0,0.01232
5047,5047,tt0093389,The Last Emperor,The Last Emperor,1987,163.0,"['Biography', 'Drama', 'History']",US,7.7,103720.0,0.01226
1785,1785,tt0084805,Tootsie,Tootsie,1982,116.0,"['Comedy', 'Drama', 'Romance']",US,7.4,107422.0,0.01221
5978,5978,tt0095647,Mississippi Burning,Mississippi Burning,1988,128.0,"['Crime', 'Drama', 'History']",US,7.8,101274.0,0.01213
4690,4690,tt0092644,Beverly Hills Cop II,Beverly Hills Cop II,1987,100.0,"['Action', 'Comedy', 'Crime']",US,6.5,120477.0,0.01203
6434,6434,tt0096969,Born on the Fourth of July,Born on the Fourth of July,1989,145.0,"['Biography', 'Drama', 'War']",US,7.2,107474.0,0.01188
6103,6103,tt0095956,Rambo III,Rambo III,1988,102.0,"['Action', 'Adventure', 'Thriller']",US,5.8,131940.0,0.01175
6254,6254,tt0096320,Twins,Twins,1988,107.0,"['Comedy', 'Crime']",US,6.1,125441.0,0.01175
6627,6627,tt0097493,Heathers,Heathers,1988,103.0,"['Comedy', 'Crime']",US,7.2,104830.0,0.01159
1446,1446,tt0083929,Fast Times at Ridgemont High,Fast Times at Ridgemont High,1982,90.0,"['Comedy', 'Drama']",US,7.1,106134.0,0.01157
2535,2535,tt0086979,Blood Simple,Blood Simple,1984,99.0,"['Crime', 'Drama', 'Thriller']",US,7.6,97221.0,0.01135
616,616,tt0081573,Superman II,Superman II,1980,127.0,"['Action', 'Adventure', 'Sci-Fi']",US,6.8,108005.0,0.01128
2429,2429,tt0086567,WarGames,WarGames,1983,114.0,"['Action', 'Drama', 'Sci-Fi']",US,7.1,100987.0,0.01101
3836,3836,tt0090329,Witness,Witness,1985,112.0,"['Drama', 'Romance', 'Thriller']",US,7.4,95880.0,0.0109
3257,3257,tt0088930,Clue,Clue,1985,94.0,"['Comedy', 'Crime', 'Mystery']",US,7.2,97297.0,0.01076
3864,3864,tt0090555,Crocodile Dundee,Crocodile Dundee,1986,97.0,"['Action', 'Adventure', 'Comedy']",US,6.6,106018.0,0.01074
6725,6725,tt0097742,Licence to Kill,Licence to Kill,1989,133.0,"['Action', 'Adventure', 'Thriller']",US,6.6,105449.0,0.01069
2204,2204,tt0086034,Octopussy,Octopussy,1983,131.0,"['Action', 'Adventure', 'Thriller']",US,6.5,106611.0,0.01064
6142,6142,tt0096061,Scrooged,Scrooged,1988,101.0,"['Comedy', 'Drama', 'Fantasy']",US,6.9,100351.0,0.01063
6852,6852,tt0098084,Pet Sematary,Pet Sematary,1989,103.0,"['Fantasy', 'Horror', 'Thriller']",US,6.5,105458.0,0.01053
5630,5630,tt0094862,Child's Play,Child's Play,1988,87.0,"['Horror', 'Thriller']",US,6.6,103705.0,0.01051
887,887,tt0082398,For Your Eyes Only,For Your Eyes Only,1981,127.0,"['Action', 'Adventure', 'Thriller']",US,6.7,102080.0,0.0105
7013,7013,tt0098439,Tango & Cash,Tango & Cash,1989,104.0,"['Action', 'Comedy', 'Crime']",US,6.4,106394.0,0.01046
2416,2416,tt0086541,Videodrome,Videodrome,1983,87.0,"['Horror', 'Sci-Fi', 'Thriller']",US,7.2,94111.0,0.01041
7054,7054,tt0098554,Uncle Buck,Uncle Buck,1989,100.0,['Comedy'],US,7.0,96632.0,0.01039
894,894,tt0082406,The Fox and the Hound,The Fox and the Hound,1981,83.0,"['Adventure', 'Animation', 'Drama']",US,7.2,93887.0,0.01038
3262,3262,tt0088939,The Color Purple,The Color Purple,1985,154.0,['Drama'],US,7.7,87277.0,0.01032
4158,4158,tt0091251,Come and See,Idi i smotri,1985,142.0,"['Drama', 'Thriller', 'War']",US,8.4,79212.0,0.01022
5067,5067,tt0093428,The Living Daylights,The Living Daylights,1987,130.0,"['Action', 'Adventure', 'Thriller']",US,6.7,99373.0,0.01022
6931,6931,tt0098258,Say Anything,Say Anything...,1989,100.0,"['Comedy', 'Drama', 'Romance']",US,7.3,90771.0,0.01018
5912,5912,tt0095489,The Land Before Time,The Land Before Time,1988,69.0,"['Adventure', 'Animation', 'Drama']",US,7.4,89581.0,0.01018
2959,2959,tt0088011,Romancing the Stone,Romancing the Stone,1984,106.0,"['Action', 'Adventure', 'Comedy']",US,6.9,94844.0,0.01005
5969,5969,tt0095631,Midnight Run,Midnight Run,1988,126.0,"['Action', 'Comedy', 'Crime']",US,7.5,86895.0,0.01001
1661,1661,tt0084503,Pink Floyd: The Wall,Pink Floyd: The Wall,1982,95.0,"['Drama', 'Fantasy', 'Music']",US,8.0,81402.0,0.01
4652,4652,tt0092563,Angel Heart,Angel Heart,1987,113.0,"['Horror', 'Mystery', 'Thriller']",US,7.2,89028.0,0.00984
4496,4496,tt0092007,Star Trek IV: The Voyage Home,Star Trek IV: The Voyage Home,1986,119.0,"['Action', 'Adventure', 'Comedy']",US,7.3,86060.0,0.00965
2266,2266,tt0086200,Risky Business,Risky Business,1983,99.0,"['Comedy', 'Crime', 'Drama']",US,6.8,91830.0,0.00959
3803,3803,tt0090264,A View to a Kill,A View to a Kill,1985,131.0,"['Action', 'Adventure', 'Thriller']",US,6.3,98542.0,0.00953
2218,2218,tt0086066,The Outsiders,The Outsiders,1983,91.0,"['Crime', 'Drama']",US,7.1,86994.0,0.00948
4875,4875,tt0093010,Fatal Attraction,Fatal Attraction,1987,119.0,"['Drama', 'Thriller']",US,6.9,87298.0,0.00925
935,935,tt0082495,Halloween II,Halloween II,1981,92.0,['Horror'],US,6.5,92011.0,0.00918
3987,3987,tt0090863,The Color of Money,The Color of Money,1986,119.0,"['Drama', 'Sport']",US,7.0,85155.0,0.00915
3823,3823,tt0090305,Weird Science,Weird Science,1985,94.0,"['Comedy', 'Romance', 'Sci-Fi']",US,6.6,89724.0,0.00909
6796,6796,tt0097937,My Left Foot,My Left Foot: The Story of Christy Brown,1989,103.0,"['Biography', 'Drama']",US,7.9,74726.0,0.00907
4706,4706,tt0092675,Bloodsport,Bloodsport,1988,92.0,"['Action', 'Biography', 'Drama']",US,6.8,85834.0,0.00896
4960,4960,tt0093191,Wings of Desire,Der Himmel über Berlin,1987,128.0,"['Drama', 'Fantasy', 'Romance']",US,8.0,71430.0,0.00878
3585,3585,tt0089755,Out of Africa,Out of Africa,1985,161.0,"['Biography', 'Drama', 'Romance']",US,7.1,80355.0,0.00876
4125,4125,tt0091167,Hannah and Her Sisters,Hannah and Her Sisters,1986,107.0,"['Comedy', 'Drama']",US,7.9,71910.0,0.00872
1935,1935,tt0085333,Christine,Christine,1983,110.0,"['Horror', 'Thriller']",US,6.7,84013.0,0.00864
4194,4194,tt0091326,The Karate Kid Part II,The Karate Kid Part II,1986,113.0,"['Action', 'Family', 'Sport']",US,6.1,91031.0,0.00853
4398,4398,tt0091790,Pretty in Pink,Pretty in Pink,1986,97.0,"['Comedy', 'Drama', 'Romance']",US,6.7,82220.0,0.00846
4229,4229,tt0091419,Little Shop of Horrors,Little Shop of Horrors,1986,94.0,"['Comedy', 'Horror', 'Musical']",US,7.1,77235.0,0.00842
5153,5153,tt0093629,A Nightmare on Elm Street 3: Dream Warriors,A Nightmare on Elm Street 3: Dream Warriors,1987,96.0,"['Fantasy', 'Horror']",US,6.6,82333.0,0.00834
1282,1282,tt0083511,48 Hrs.,48 Hrs.,1982,96.0,"['Action', 'Comedy', 'Crime']",US,6.9,78634.0,0.00833
2669,2669,tt0087277,Footloose,Footloose,1984,107.0,"['Drama', 'Music', 'Romance']",US,6.6,81480.0,0.00826
5682,5682,tt0094947,Dangerous Liaisons,Dangerous Liaisons,1988,119.0,"['Drama', 'Romance']",US,7.6,70698.0,0.00825
3031,3031,tt0088170,Star Trek III: The Search for Spock,Star Trek III: The Search for Spock,1984,105.0,"['Action', 'Adventure', 'Sci-Fi']",US,6.6,81139.0,0.00822
5713,5713,tt0095031,Dirty Rotten Scoundrels,Dirty Rotten Scoundrels,1988,110.0,"['Comedy', 'Crime']",US,7.4,72224.0,0.00821
4258,4258,tt0091474,Manhunter,Manhunter,1986,120.0,"['Crime', 'Mystery', 'Thriller']",US,7.2,74116.0,0.00819
3153,3153,tt0088680,After Hours,After Hours,1985,97.0,"['Comedy', 'Crime', 'Drama']",US,7.6,69905.0,0.00816
1443,1443,tt0083922,Fanny and Alexander,Fanny och Alexander,1982,188.0,['Drama'],US,8.1,63937.0,0.00795
2869,2869,tt0087803,1984,Nineteen Eighty-Four,1984,113.0,"['Drama', 'Sci-Fi']",US,7.1,72790.0,0.00794
6339,6339,tt0096734,The 'Burbs,The 'Burbs,1989,102.0,"['Comedy', 'Mystery', 'Thriller']",US,6.8,75942.0,0.00793
323,323,tt0080749,The Fog,The Fog,1980,89.0,"['Horror', 'Thriller']",US,6.8,75000.0,0.00783
1968,1968,tt0085407,The Dead Zone,The Dead Zone,1983,103.0,"['Drama', 'Horror', 'Sci-Fi']",US,7.2,70787.0,0.00783
5646,5646,tt0094889,Cocktail,Cocktail,1988,104.0,"['Comedy', 'Drama', 'Romance']",US,5.9,86377.0,0.00783
1185,1185,tt0083131,Stripes,Stripes,1981,106.0,"['Comedy', 'War']",US,6.8,74520.0,0.00778
6753,6753,tt0097815,Major League,Major League,1989,107.0,"['Comedy', 'Sport']",US,7.2,70243.0,0.00777
3365,3365,tt0089175,Fright Night,Fright Night,1985,106.0,"['Fantasy', 'Horror']",US,7.0,71432.0,0.00768
3285,3285,tt0088993,Day of the Dead,Day of the Dead,1985,101.0,"['Horror', 'Thriller']",US,7.1,69741.0,0.0076
6904,6904,tt0098206,Road House,Road House,1989,114.0,"['Action', 'Thriller']",US,6.6,74987.0,0.0076
4525,4525,tt0092086,Three Amigos!,Three Amigos!,1986,104.0,"['Comedy', 'Western']",US,6.5,76033.0,0.00759
6739,6739,tt0097778,Look Who's Talking,Look Who's Talking,1989,93.0,['Comedy'],US,5.9,83012.0,0.00752
3026,3026,tt0088161,Splash,Splash,1983,111.0,"['Comedy', 'Fantasy', 'Romance']",US,6.3,77744.0,0.00752
3074,3074,tt0088286,Top Secret!,Top Secret!,1984,90.0,"['Comedy', 'Crime', 'Music']",US,7.2,67650.0,0.00748
2264,2264,tt0086197,The Right Stuff,The Right Stuff,1983,193.0,"['Adventure', 'Biography', 'Drama']",US,7.8,61833.0,0.00741
1391,1391,tt0083791,The Dark Crystal,The Dark Crystal,1982,93.0,"['Adventure', 'Family', 'Fantasy']",US,7.1,67342.0,0.00734
2591,2591,tt0087078,Conan the Destroyer,Conan the Destroyer,1984,103.0,"['Action', 'Adventure', 'Fantasy']",US,5.9,80838.0,0.00732
3645,3645,tt0089885,Re-Animator,Re-Animator,1985,84.0,"['Comedy', 'Horror', 'Sci-Fi']",US,7.2,65351.0,0.00723
5458,5458,tt0094332,The Witches of Eastwick,The Witches of Eastwick,1987,118.0,"['Comedy', 'Fantasy', 'Horror']",US,6.5,70964.0,0.00708
4281,4281,tt0091530,The Mission,The Mission,1986,125.0,"['Adventure', 'Drama', 'History']",US,7.4,61761.0,0.00702
863,863,tt0082348,Excalibur,Excalibur,1981,140.0,"['Adventure', 'Drama', 'Fantasy']",US,7.3,62428.0,0.007
6487,6487,tt0097123,Crimes and Misdemeanors,Crimes and Misdemeanors,1989,104.0,"['Comedy', 'Drama']",US,7.8,58305.0,0.00698
3656,3656,tt0089907,The Return of the Living Dead,The Return of the Living Dead,1985,91.0,"['Comedy', 'Horror', 'Sci-Fi']",US,7.3,62143.0,0.00697
2365,2365,tt0086425,Terms of Endearment,Terms of Endearment,1983,132.0,"['Comedy', 'Drama']",US,7.4,60839.0,0.00691
7048,7048,tt0098536,Turner & Hooch,Turner & Hooch,1989,97.0,"['Comedy', 'Crime', 'Drama']",US,6.2,71630.0,0.00682
