,Unnamed: 0,tconst,primaryTitle,originalTitle,startYear,runtimeMinutes,genres,region,averageRating,numVotes,weight_average
5103,5103,tt0093512,Maurice,Maurice,1987,140.0,"['Drama', 'Romance']",US,7.7,20182.0,0.00239
4392,4392,tt0091778,Poltergeist II: The Other Side,Poltergeist II: The Other Side,1986,91.0,['Horror'],US,5.6,27664.0,0.00238
4508,4508,tt0092048,Tampopo,Tampopo,1985,114.0,['Comedy'],US,7.9,19532.0,0.00237
6087,6087,tt0095925,Pumpkinhead,Pumpkinhead,1988,86.0,"['Fantasy', 'Horror']",US,6.2,24747.0,0.00236
2451,2451,tt0086617,The Year of Living Dangerously,The Year of Living Dangerously,1982,115.0,"['Drama', 'Romance', 'War']",US,7.1,21531.0,0.00235
842,842,tt0082307,The Beyond,...E tu vivrai nel terrore! L'aldilà,1981,87.0,['Horror'],US,6.6,23118.0,0.00234
1409,1409,tt0083833,Diner,Diner,1982,110.0,"['Comedy', 'Drama']",US,7.1,21381.0,0.00233
5809,5809,tt0095270,Hairspray,Hairspray,1988,92.0,"['Comedy', 'Drama', 'Family']",US,7.0,21712.0,0.00233
304,304,tt0080716,Fame,Fame,1980,134.0,"['Drama', 'Music', 'Musical']",US,6.6,22984.0,0.00233
1393,1393,tt0083798,Dead Men Don't Wear Plaid,Dead Men Don't Wear Plaid,1982,88.0,"['Comedy', 'Crime', 'Mystery']",US,6.8,22185.0,0.00232
4847,4847,tt0092948,Eddie Murphy: Raw,Eddie Murphy: Raw,1987,93.0,"['Comedy', 'Documentary']",US,7.6,19875.0,0.00232
5324,5324,tt0094027,Stand and Deliver,Stand and Deliver,1988,103.0,"['Biography', 'Drama']",US,7.3,20580.0,0.00231
5731,5731,tt0095082,Eight Men Out,Eight Men Out,1988,119.0,"['Drama', 'History', 'Sport']",US,7.2,20688.0,0.00229
4679,4679,tt0092618,Barfly,Barfly,1987,100.0,"['Comedy', 'Drama', 'Romance']",US,7.1,20618.0,0.00225
2848,2848,tt0087755,The Muppets Take Manhattan,The Muppets Take Manhattan,1984,94.0,"['Adventure', 'Comedy', 'Drama']",US,6.8,21566.0,0.00225
3733,3733,tt0090103,The Sure Thing,The Sure Thing,1985,100.0,"['Comedy', 'Drama', 'Romance']",US,7.0,20966.0,0.00225
3848,3848,tt0090357,Young Sherlock Holmes,Young Sherlock Holmes,1985,109.0,"['Adventure', 'Fantasy', 'Mystery']",US,6.8,21507.0,0.00225
6158,6158,tt0096101,Short Circuit 2,Short Circuit 2,1988,110.0,"['Comedy', 'Drama', 'Family']",US,5.7,25635.0,0.00224
1329,1329,tt0083630,The Beastmaster,The Beastmaster,1982,118.0,"['Action', 'Adventure', 'Fantasy']",US,6.2,23562.0,0.00224
3296,3296,tt0089017,Desperately Seeking Susan,Desperately Seeking Susan,1985,104.0,"['Comedy', 'Drama']",US,6.1,23925.0,0.00224
2317,2317,tt0086312,Silkwood,Silkwood,1983,131.0,"['Biography', 'Drama', 'History']",US,7.1,20586.0,0.00224
3041,3041,tt0088194,Streets of Fire,Streets of Fire,1984,93.0,"['Action', 'Crime', 'Drama']",US,6.7,21797.0,0.00224
5778,5778,tt0095188,Funny Farm,Funny Farm,1988,101.0,['Comedy'],US,6.2,23399.0,0.00223
5994,5994,tt0095687,My Stepmother Is an Alien,My Stepmother Is an Alien,1988,105.0,"['Comedy', 'Sci-Fi']",US,5.4,26662.0,0.00221
5873,5873,tt0095403,Police Story 2,Ging chaat goo si juk jaap,1988,101.0,"['Action', 'Comedy', 'Crime']",US,7.1,20246.0,0.00221
2933,2933,tt0087957,Purple Rain,Purple Rain,1984,111.0,"['Drama', 'Music', 'Romance']",US,6.5,22064.0,0.0022
7079,7079,tt0098625,We're No Angels,We're No Angels,1989,106.0,"['Comedy', 'Crime']",US,6.1,23502.0,0.0022
243,243,tt0080549,Coal Miner's Daughter,Coal Miner's Daughter,1980,124.0,"['Biography', 'Drama', 'Music']",US,7.5,19061.0,0.0022
3337,3337,tt0089114,Explorers,Explorers,1985,109.0,"['Adventure', 'Comedy', 'Family']",US,6.4,22286.0,0.00219
182,182,tt0080437,The Big Red One,The Big Red One,1980,113.0,"['Drama', 'War']",US,7.1,20069.0,0.00219
1179,1179,tt0083111,Southern Comfort,Southern Comfort,1981,106.0,"['Action', 'Thriller']",US,7.1,19945.0,0.00217
398,398,tt0080923,Inferno,Inferno,1980,106.0,['Horror'],US,6.5,21739.0,0.00217
6764,6764,tt0097858,Meet the Feebles,Meet the Feebles,1989,97.0,"['Comedy', 'Music', 'Musical']",US,6.6,21331.0,0.00216
2908,2908,tt0087892,A Passage to India,A Passage to India,1984,164.0,"['Adventure', 'Drama', 'History']",US,7.3,19127.0,0.00214
4957,4957,tt0093185,The Hidden,The Hidden,1987,97.0,"['Horror', 'Sci-Fi', 'Thriller']",US,7.0,19943.0,0.00214
5013,5013,tt0093300,Jaws: The Revenge,Jaws: The Revenge,1987,89.0,"['Adventure', 'Horror', 'Thriller']",US,3.0,46402.0,0.00214
6033,6033,tt0095800,The Bear,L'ours,1988,96.0,"['Adventure', 'Drama', 'Family']",US,7.7,18055.0,0.00213
1899,1899,tt0085255,Blue Thunder,Blue Thunder,1983,109.0,"['Action', 'Crime', 'Drama']",US,6.4,21632.0,0.00213
4235,4235,tt0091431,Armour of God,Lung hing foo dai,1986,88.0,"['Action', 'Adventure', 'Comedy']",US,6.9,20148.0,0.00213
6624,6624,tt0097481,Harlem Nights,Harlem Nights,1989,116.0,"['Comedy', 'Crime', 'Drama']",US,6.0,23062.0,0.00212
6252,6252,tt0096316,Tucker: The Man and His Dream,Tucker: The Man and His Dream,1988,110.0,"['Biography', 'Comedy', 'Drama']",US,6.9,19991.0,0.00212
1045,1045,tt0082782,My Bloody Valentine,My Bloody Valentine,1981,90.0,"['Horror', 'Mystery', 'Thriller']",US,6.2,22213.0,0.00211
23,23,tt0076276,Who's Singin' Over There?,Ko to tamo peva,1980,86.0,"['Adventure', 'Comedy', 'Drama']",US,8.8,15571.0,0.0021
3339,3339,tt0089118,F/X,F/X,1986,109.0,"['Action', 'Thriller']",US,6.7,20453.0,0.0021
5344,5344,tt0094072,Summer School,Summer School,1987,97.0,"['Comedy', 'Romance']",US,6.6,20536.0,0.00208
1367,1367,tt0083722,Cat People,Cat People,1982,118.0,"['Fantasy', 'Horror', 'Thriller']",US,6.2,21864.0,0.00208
4700,4700,tt0092666,Blind Date,Blind Date,1987,95.0,"['Comedy', 'Romance']",US,5.9,22945.0,0.00208
6862,6862,tt0098105,Police Academy 6: City Under Siege,Police Academy 6: City Under Siege,1989,84.0,"['Comedy', 'Crime']",US,4.3,31487.0,0.00208
6875,6875,tt0098141,The Punisher,The Punisher,1989,89.0,"['Action', 'Crime', 'Thriller']",US,5.6,24038.0,0.00207
2867,2867,tt0087799,Night of the Comet,Night of the Comet,1984,95.0,"['Comedy', 'Horror', 'Sci-Fi']",US,6.3,21367.0,0.00207
6580,6580,tt0097366,Fletch Lives,Fletch Lives,1989,95.0,"['Comedy', 'Crime', 'Mystery']",US,6.1,21744.0,0.00204
5923,5923,tt0095519,License to Drive,License to Drive,1988,88.0,['Comedy'],US,6.3,21018.0,0.00203
5055,5055,tt0093407,Less Than Zero,Less Than Zero,1987,98.0,"['Crime', 'Drama']",US,6.4,20582.0,0.00202
4484,4484,tt0091983,Something Wild,Something Wild,1986,114.0,"['Comedy', 'Crime', 'Romance']",US,6.9,18936.0,0.00201
443,443,tt0081059,The Lion of the Desert,Lion of the Desert,1980,173.0,"['Biography', 'Drama', 'History']",US,8.2,15935.0,0.00201
10030,10030,tt0839995,Superman II: The Richard Donner Cut,Superman II: The Richard Donner Cut,1980,116.0,"['Action', 'Adventure', 'Romance']",US,7.6,17193.0,0.00201
2703,2703,tt0087365,"Greystoke: The Legend of Tarzan, Lord of the Apes","Greystoke: The Legend of Tarzan, Lord of the Apes",1984,143.0,"['Adventure', 'Drama']",US,6.4,20201.0,0.00199
202,202,tt0080474,Brubaker,Brubaker,1980,131.0,"['Crime', 'Drama']",US,7.1,18259.0,0.00199
1590,1590,tt0084329,A Midsummer Night's Sex Comedy,A Midsummer Night's Sex Comedy,1982,88.0,['Comedy'],US,6.6,19677.0,0.00199
4425,4425,tt0091860,River's Edge,River's Edge,1986,99.0,"['Crime', 'Drama']",US,6.9,18559.0,0.00197
2170,2170,tt0085933,Merry Christmas Mr. Lawrence,"Merry Christmas, Mr. Lawrence",1983,123.0,"['Drama', 'War']",US,7.2,17754.0,0.00196
6537,6537,tt0097257,Earth Girls Are Easy,Earth Girls Are Easy,1988,100.0,"['Comedy', 'Musical', 'Romance']",US,5.4,23557.0,0.00195
1063,1063,tt0082817,Nighthawks,Nighthawks,1981,99.0,"['Action', 'Crime', 'Thriller']",US,6.3,20070.0,0.00194
1201,1201,tt0083169,Taps,Taps,1981,126.0,['Drama'],US,6.7,18803.0,0.00193
6976,6976,tt0098354,Society,Society,1989,99.0,"['Comedy', 'Horror']",US,6.5,19294.0,0.00193
1853,1853,tt0085127,Project A,'A' gai wak,1983,105.0,"['Action', 'Comedy']",US,7.3,17091.0,0.00192
6125,6125,tt0096018,Running on Empty,Running on Empty,1988,116.0,"['Crime', 'Drama', 'Music']",US,7.6,16429.0,0.00192
167,167,tt0080388,Atlantic City,Atlantic City,1980,104.0,"['Crime', 'Drama', 'Romance']",US,7.3,17013.0,0.00191
3973,3973,tt0090830,Children of a Lesser God,Children of a Lesser God,1986,119.0,"['Drama', 'Romance']",US,7.2,17236.0,0.00191
5032,5032,tt0093342,Where Is the Friend's House?,Khane-ye doust kodjast?,1987,83.0,"['Drama', 'Family']",US,8.1,15296.0,0.0019
4287,4287,tt0091538,Mona Lisa,Mona Lisa,1986,104.0,"['Crime', 'Drama', 'Romance']",US,7.3,16991.0,0.0019
2483,2483,tt0086873,All of Me,All of Me,1984,93.0,"['Comedy', 'Fantasy', 'Romance']",US,6.6,18741.0,0.0019
6723,6723,tt0097737,Leviathan,Leviathan,1989,98.0,"['Adventure', 'Horror', 'Mystery']",US,5.8,21175.0,0.00189
3353,3353,tt0089153,Flesh+Blood,Flesh+Blood,1985,126.0,"['Adventure', 'Drama']",US,6.7,18352.0,0.00189
761,761,tt0082118,The Burning,The Burning,1981,91.0,['Horror'],US,6.3,19495.0,0.00189
1437,1437,tt0083908,Evil Under the Sun,Evil Under the Sun,1982,117.0,"['Crime', 'Drama', 'Mystery']",US,7.0,17379.0,0.00187
5132,5132,tt0093578,Mr. India,Mr. India,1987,179.0,"['Action', 'Comedy', 'Drama']",US,7.8,15652.0,0.00187
1325,1325,tt0083624,Basket Case,Basket Case,1982,91.0,"['Comedy', 'Horror']",US,6.2,19582.0,0.00186
1601,1601,tt0084352,Monty Python Live at the Hollywood Bowl,Monty Python Live at the Hollywood Bowl,1982,77.0,"['Comedy', 'Documentary', 'Musical']",US,7.9,15299.0,0.00186
5178,5178,tt0093677,Opera,Opera,1987,107.0,"['Crime', 'Horror', 'Mystery']",US,6.9,17535.0,0.00186
837,837,tt0082288,Dragonslayer,Dragonslayer,1981,108.0,"['Action', 'Adventure', 'Fantasy']",US,6.6,18266.0,0.00185
5733,5733,tt0095088,Elvira: Mistress of the Dark,Elvira: Mistress of the Dark,1988,96.0,"['Comedy', 'Horror']",US,6.5,18519.0,0.00185
164,164,tt0080377,Any Which Way You Can,Any Which Way You Can,1980,116.0,"['Action', 'Comedy']",US,6.1,19712.0,0.00185
4033,4033,tt0090966,Down and Out in Beverly Hills,Down and Out in Beverly Hills,1986,103.0,['Comedy'],US,6.2,19244.0,0.00183
2595,2595,tt0087089,The Cotton Club,The Cotton Club,1984,129.0,"['Crime', 'Drama', 'Music']",US,6.5,18278.0,0.00182
6581,6581,tt0097368,The Fly II,The Fly II,1989,105.0,"['Drama', 'Horror', 'Sci-Fi']",US,5.1,23211.0,0.00182
6805,6805,tt0097965,New York Stories,New York Stories,1989,124.0,"['Comedy', 'Drama', 'Romance']",US,6.4,18567.0,0.00182
3462,3462,tt0089424,Kiss of the Spider Woman,Kiss of the Spider Woman,1985,120.0,['Drama'],US,7.3,16233.0,0.00182
2345,2345,tt0086373,Strange Brew,The Adventures of Bob & Doug McKenzie: Strange Brew,1983,90.0,"['Comedy', 'Crime', 'Sci-Fi']",US,6.7,17625.0,0.00181
2100,2100,tt0085743,Jaane Bhi Do Yaaro,Jaane Bhi Do Yaaro,1983,132.0,"['Comedy', 'Crime', 'Drama']",US,8.3,14146.0,0.0018
6963,6963,tt0098327,The Seventh Continent,Der siebente Kontinent,1989,104.0,['Drama'],US,7.6,15452.0,0.0018
6610,6610,tt0097443,The Gods Must Be Crazy II,The Gods Must Be Crazy II,1989,98.0,['Comedy'],US,6.8,17134.0,0.00179
1117,1117,tt0082949,The Professional,Le professionnel,1981,108.0,"['Action', 'Crime', 'Drama']",US,7.4,15776.0,0.00179
4000,4000,tt0090888,Crossroads,Crossroads,1986,99.0,"['Drama', 'Music', 'Mystery']",US,7.1,16313.0,0.00178
4182,4182,tt0091306,Jumpin' Jack Flash,Jumpin' Jack Flash,1986,105.0,"['Comedy', 'Romance', 'Thriller']",US,5.9,19624.0,0.00178
469,469,tt0081114,Maniac,Maniac,1980,87.0,"['Crime', 'Drama', 'Horror']",US,6.4,18051.0,0.00177
4013,4013,tt0090927,The Delta Force,The Delta Force,1986,125.0,"['Action', 'Adventure', 'Drama']",US,5.6,20618.0,0.00177
6115,6115,tt0095990,Return of the Living Dead II,Return of the Living Dead: Part II,1988,89.0,"['Comedy', 'Horror', 'Sci-Fi']",US,5.7,20045.0,0.00175
3796,3796,tt0090248,Vampire Hunter D,Kyûketsuki hantâ D,1985,80.0,"['Action', 'Animation', 'Fantasy']",US,7.1,16014.0,0.00175
879,879,tt0082377,The Final Conflict,The Final Conflict,1981,108.0,['Horror'],US,5.5,20684.0,0.00175
4243,4243,tt0091445,Lucas,Lucas,1986,100.0,"['Comedy', 'Drama', 'Romance']",US,6.9,16360.0,0.00173
3070,3070,tt0088272,Tightrope,Tightrope,1984,114.0,"['Crime', 'Mystery', 'Thriller']",US,6.3,17902.0,0.00173
5952,5952,tt0095593,Married to the Mob,Married to the Mob,1988,104.0,"['Comedy', 'Crime', 'Romance']",US,6.2,18163.0,0.00173
1859,1859,tt0085154,All the Right Moves,All the Right Moves,1983,91.0,"['Drama', 'Romance', 'Sport']",US,5.9,19101.0,0.00173
856,856,tt0082334,The Entity,The Entity,1982,125.0,"['Drama', 'Horror']",US,6.7,16800.0,0.00173
3907,3907,tt0090670,At Close Range,At Close Range,1986,111.0,"['Crime', 'Drama']",US,6.9,16204.0,0.00172
6616,6616,tt0097457,Great Balls of Fire!,Great Balls of Fire!,1989,108.0,"['Biography', 'Drama', 'Music']",US,6.2,18052.0,0.00172
1879,1879,tt0085210,Bad Boys,Bad Boys,1983,123.0,"['Crime', 'Drama', 'Thriller']",US,7.2,15550.0,0.00172
6075,6075,tt0095897,The Presidio,The Presidio,1988,97.0,"['Action', 'Crime', 'Mystery']",US,5.9,18849.0,0.00171
925,925,tt0082474,The Great Muppet Caper,The Great Muppet Caper,1981,97.0,"['Adventure', 'Comedy', 'Crime']",US,7.1,15616.0,0.0017
2590,2590,tt0087075,The Company of Wolves,The Company of Wolves,1984,95.0,"['Drama', 'Fantasy', 'Horror']",US,6.6,16768.0,0.0017
3844,3844,tt0090350,Year of the Dragon,Year of the Dragon,1985,134.0,"['Action', 'Crime', 'Drama']",US,6.8,16198.0,0.00169
531,531,tt0081318,City of the Living Dead,Paura nella città dei morti viventi,1980,93.0,['Horror'],US,6.2,17786.0,0.00169
4302,4302,tt0091578,My Beautiful Laundrette,My Beautiful Laundrette,1985,97.0,"['Comedy', 'Drama', 'Romance']",US,6.8,16212.0,0.00169
1040,1040,tt0082766,Mommie Dearest,Mommie Dearest,1981,129.0,"['Biography', 'Drama']",US,6.6,16556.0,0.00168
6420,6420,tt0096945,Blind Fury,Blind Fury,1989,86.0,"['Action', 'Comedy', 'Crime']",US,6.3,17393.0,0.00168
3469,3469,tt0089461,The Last Dragon,The Last Dragon,1985,109.0,"['Action', 'Comedy', 'Drama']",US,6.8,16082.0,0.00168
5499,5499,tt0094606,The Accidental Tourist,The Accidental Tourist,1988,121.0,"['Drama', 'Romance']",US,6.7,16368.0,0.00168
1837,1837,tt0084934,The Road,Yol,1982,107.0,['Drama'],FR,8.0,13708.0,0.00168
4673,4673,tt0092605,Baby Boom,Baby Boom,1987,110.0,"['Comedy', 'Drama', 'Romance']",US,6.2,17614.0,0.00168
5328,5328,tt0094035,The Stepfather,The Stepfather,1987,89.0,"['Horror', 'Thriller']",US,6.7,16235.0,0.00167
7077,7077,tt0098622,Warlock,Warlock,1989,103.0,"['Action', 'Fantasy', 'Horror']",US,6.2,17300.0,0.00165
7061,7061,tt0098577,Vampire's Kiss,Vampire's Kiss,1988,103.0,"['Comedy', 'Crime', 'Fantasy']",US,6.0,17956.0,0.00165
265,265,tt0080610,The Last Metro,Le dernier métro,1980,131.0,"['Drama', 'Romance', 'War']",US,7.4,14390.0,0.00164
2628,2628,tt0087175,Dreamscape,Dreamscape,1984,99.0,"['Action', 'Adventure', 'Horror']",US,6.3,16922.0,0.00164
102,102,tt0079579,Moscow Does Not Believe in Tears,Moskva slezam ne verit,1980,150.0,"['Comedy', 'Drama', 'Romance']",US,8.1,13093.0,0.00163
144,144,tt0080310,Breaker Morant,'Breaker' Morant,1980,107.0,"['Drama', 'History', 'War']",US,7.8,13634.0,0.00163
1621,1621,tt0084412,Night Shift,Night Shift,1982,106.0,['Comedy'],US,6.5,16287.0,0.00163
4909,4909,tt0093075,The Gate,The Gate,1987,85.0,"['Fantasy', 'Horror']",US,6.0,17640.0,0.00163
5949,5949,tt0095583,Maniac Cop,Maniac Cop,1988,85.0,"['Action', 'Crime', 'Horror']",US,6.0,17608.0,0.00162
3452,3452,tt0089393,Just One of the Guys,Just One of the Guys,1985,100.0,"['Comedy', 'Romance']",US,6.5,16214.0,0.00162
6034,6034,tt0095801,Bagdad Cafe,Out of Rosenheim,1987,95.0,"['Comedy', 'Drama']",US,7.4,14057.0,0.0016
5569,5569,tt0094746,Biloxi Blues,Biloxi Blues,1988,106.0,"['Comedy', 'Drama']",US,6.6,15800.0,0.0016
5983,5983,tt0095655,Moonwalker,Moonwalker,1988,93.0,"['Action', 'Crime', 'Fantasy']",US,6.0,17268.0,0.00159
3731,3731,tt0090098,Summer Rental,Summer Rental,1985,87.0,['Comedy'],US,6.2,16667.0,0.00159
3902,3902,tt0090655,April Fool's Day,April Fool's Day,1986,89.0,"['Horror', 'Mystery']",US,6.1,16923.0,0.00159
5150,5150,tt0093624,Night of the Demons,Night of the Demons,1988,90.0,"['Comedy', 'Fantasy', 'Horror']",US,6.1,16822.0,0.00158
660,660,tt0081698,Used Cars,Used Cars,1980,113.0,['Comedy'],US,6.7,15391.0,0.00158
2410,2410,tt0086525,Valley Girl,Valley Girl,1983,99.0,"['Comedy', 'Romance']",US,6.4,16123.0,0.00158
371,371,tt0080855,Heaven's Gate,Heaven's Gate,1980,219.0,"['Adventure', 'Drama', 'Western']",US,6.7,15341.0,0.00158
2512,2512,tt0086935,Balkan Spy,Balkanski spijun,1984,95.0,"['Comedy', 'Drama']",US,8.8,11643.0,0.00157
4200,4200,tt0091341,Kin-dza-dza!,Kin-dza-dza!,1986,135.0,"['Comedy', 'Drama', 'Sci-Fi']",US,8.0,12756.0,0.00157
5528,5528,tt0094663,Another Woman,Another Woman,1988,81.0,['Drama'],US,7.2,14211.0,0.00157
1998,1998,tt0085478,Educating Rita,Educating Rita,1983,110.0,"['Comedy', 'Drama']",US,7.2,14171.0,0.00157
4775,4775,tt0092804,Cry Freedom,Cry Freedom,1987,157.0,"['Biography', 'Drama', 'History']",US,7.4,13637.0,0.00155
6528,6528,tt0097235,The Dream Team,The Dream Team,1989,113.0,"['Comedy', 'Crime', 'Thriller']",US,6.5,15534.0,0.00155
4591,4591,tt0092240,The Wraith,The Wraith,1986,93.0,"['Action', 'Horror', 'Romance']",US,5.9,17144.0,0.00155
3438,3438,tt0089360,Jagged Edge,Jagged Edge,1985,108.0,"['Drama', 'Mystery', 'Thriller']",US,6.5,15508.0,0.00155
3881,3881,tt0090583,About Last Night,About Last Night...,1986,113.0,"['Comedy', 'Drama', 'Romance']",US,6.2,16261.0,0.00155
2986,2986,tt0088083,Sexmission,Seksmisja,1984,117.0,"['Adventure', 'Comedy', 'Sci-Fi']",US,7.5,13347.0,0.00154
4460,4460,tt0091939,She's Gotta Have It,She's Gotta Have It,1986,84.0,"['Comedy', 'Romance']",US,6.8,14745.0,0.00154
4969,4969,tt0093209,Hope and Glory,Hope and Glory,1987,113.0,"['Comedy', 'Drama', 'Romance']",US,7.3,13685.0,0.00153
3729,3729,tt0090095,Subway,Subway,1985,104.0,['Thriller'],US,6.5,15361.0,0.00153
5510,5510,tt0094631,Alien Nation,Alien Nation,1988,91.0,"['Action', 'Sci-Fi']",US,6.3,15832.0,0.00153
6212,6212,tt0096219,Talk Radio,Talk Radio,1988,110.0,"['Drama', 'Thriller']",US,7.2,13809.0,0.00153
6058,6058,tt0095863,Phantasm II,Phantasm II,1988,97.0,"['Action', 'Fantasy', 'Horror']",US,6.4,15515.0,0.00152
7088,7088,tt0098645,Who's Harry Crumb?,Who's Harry Crumb?,1989,94.0,"['Comedy', 'Mystery']",US,5.9,16744.0,0.00152
2057,2057,tt0085615,Gorky Park,Gorky Park,1983,128.0,"['Crime', 'Drama', 'Mystery']",US,6.7,14749.0,0.00152
544,544,tt0081383,Prom Night,Prom Night,1980,92.0,"['Horror', 'Mystery', 'Thriller']",US,5.3,18621.0,0.00152
6950,6950,tt0098309,She-Devil,She-Devil,1989,99.0,['Comedy'],US,5.6,17668.0,0.00152
3049,3049,tt0088206,Supergirl,Supergirl,1984,124.0,"['Action', 'Adventure', 'Fantasy']",US,4.4,22362.0,0.00151
3728,3728,tt0090094,The Stuff,The Stuff,1985,87.0,"['Comedy', 'Horror', 'Sci-Fi']",US,5.9,16636.0,0.00151
4347,4347,tt0091680,One Crazy Summer,One Crazy Summer,1986,93.0,"['Comedy', 'Romance']",US,6.3,15618.0,0.00151
3560,3560,tt0089695,"No Retreat, No Surrender",No Retreat No Surrender,1985,85.0,"['Action', 'Comedy', 'Crime']",US,5.6,17389.0,0.0015
659,659,tt0081696,Urban Cowboy,Urban Cowboy,1980,132.0,"['Drama', 'Romance', 'Western']",US,6.4,15233.0,0.0015
827,827,tt0082269,Diva,Diva,1981,117.0,"['Crime', 'Music', 'Thriller']",US,7.2,13449.0,0.00149
2756,2756,tt0087507,Johnny Dangerously,Johnny Dangerously,1984,90.0,"['Comedy', 'Crime']",US,6.5,14887.0,0.00149
5999,5999,tt0095715,Alice,Neco z Alenky,1988,86.0,"['Adventure', 'Animation', 'Fantasy']",US,7.4,12988.0,0.00148
2786,2786,tt0087578,Wheels on Meals,Kuai can che,1984,108.0,"['Action', 'Comedy', 'Crime']",US,7.0,13766.0,0.00148
817,817,tt0082250,Death Wish II,Death Wish II,1982,89.0,"['Action', 'Crime', 'Drama']",US,5.9,16382.0,0.00148
7060,7060,tt0098575,Valmont,Valmont,1989,137.0,"['Drama', 'Romance']",US,7.0,13634.0,0.00147
2914,2914,tt0087910,The Philadelphia Experiment,The Philadelphia Experiment,1984,102.0,"['Adventure', 'Drama', 'Romance']",US,6.1,15698.0,0.00147
1398,1398,tt0083806,Deathtrap,Deathtrap,1982,116.0,"['Comedy', 'Crime', 'Mystery']",US,7.0,13690.0,0.00147
899,899,tt0082416,The French Lieutenant's Woman,The French Lieutenant's Woman,1981,124.0,"['Drama', 'Romance']",US,6.9,13849.0,0.00147
709,709,tt0081974,Absence of Malice,Absence of Malice,1981,116.0,"['Drama', 'Romance', 'Thriller']",US,6.9,13640.0,0.00145
6157,6157,tt0096098,Shoot to Kill,Shoot to Kill,1988,110.0,"['Action', 'Adventure', 'Crime']",US,6.8,13838.0,0.00144
7096,7096,tt0098663,The Wizard,The Wizard,1989,96.0,"['Adventure', 'Comedy', 'Drama']",US,6.0,15627.0,0.00144
3125,3125,tt0088414,The Woman in Red,The Woman in Red,1984,87.0,"['Comedy', 'Romance']",US,5.9,15906.0,0.00144
3006,3006,tt0088117,"Silent Night, Deadly Night","Silent Night, Deadly Night",1984,79.0,"['Horror', 'Thriller']",US,5.8,16220.0,0.00144
2453,2453,tt0086619,Yentl,Yentl,1983,133.0,"['Drama', 'Musical', 'Romance']",US,6.5,14353.0,0.00143
2647,2647,tt0087233,Falling in Love,Falling in Love,1984,106.0,"['Drama', 'Romance']",US,6.5,14306.0,0.00143
3527,3527,tt0089603,Mishima: A Life in Four Chapters,Mishima: A Life in Four Chapters,1985,120.0,"['Biography', 'Drama']",US,7.9,11711.0,0.00142
5565,5565,tt0094739,Big Business,Big Business,1988,97.0,['Comedy'],US,6.4,14412.0,0.00142
4609,4609,tt0092272,Youngblood,Youngblood,1986,110.0,"['Drama', 'Romance', 'Sport']",US,6.2,14903.0,0.00142
3499,3499,tt0089543,The Man with One Red Shoe,The Man with One Red Shoe,1985,92.0,"['Comedy', 'Thriller']",US,5.7,16146.0,0.00141
3289,3289,tt0089003,Death Wish 3,Death Wish 3,1985,92.0,"['Action', 'Crime', 'Drama']",US,5.8,15845.0,0.00141
6957,6957,tt0098320,Shocker,Shocker,1989,109.0,"['Comedy', 'Horror', 'Thriller']",US,5.5,16597.0,0.0014
6403,6403,tt0096913,Best of the Best,Best of the Best,1989,97.0,"['Action', 'Drama', 'Sport']",US,6.4,14227.0,0.0014
5058,5058,tt0093412,Law of Desire,La ley del deseo,1987,102.0,"['Comedy', 'Drama', 'Thriller']",US,7.1,12819.0,0.0014
2920,2920,tt0087921,Places in the Heart,Places in the Heart,1984,111.0,['Drama'],US,7.4,12285.0,0.0014
5851,5851,tt0095348,I'm Gonna Git You Sucka,I'm Gonna Git You Sucka,1988,88.0,"['Action', 'Comedy', 'Crime']",US,6.6,13758.0,0.00139
7200,7200,tt0100095,Maine Pyar Kiya,Maine Pyar Kiya,1989,192.0,"['Drama', 'Musical', 'Romance']",US,7.3,12426.0,0.00139
1125,1125,tt0082966,The House by the Cemetery,Quella villa accanto al cimitero,1981,86.0,['Horror'],US,6.1,14807.0,0.00139
5647,5647,tt0094890,Cocoon: The Return,Cocoon: The Return,1988,116.0,"['Adventure', 'Comedy', 'Mystery']",US,5.4,16605.0,0.00138
5570,5570,tt0094747,Bird,Bird,1988,161.0,"['Biography', 'Drama', 'Music']",US,7.1,12639.0,0.00138
3678,3678,tt0089960,Vagabond,Sans toit ni loi,1985,105.0,['Drama'],US,7.7,11519.0,0.00136
6073,6073,tt0095889,Poltergeist III,Poltergeist III,1988,98.0,"['Horror', 'Thriller']",US,4.6,18931.0,0.00134
3828,3828,tt0090315,When the Wind Blows,When the Wind Blows,1986,84.0,"['Animation', 'Comedy', 'Drama']",US,7.7,11308.0,0.00134
5196,5196,tt0093713,Pelle the Conqueror,Pelle erobreren,1987,157.0,['Drama'],US,7.8,11168.0,0.00134
4488,4488,tt0091993,SpaceCamp,SpaceCamp,1986,107.0,"['Adventure', 'Family', 'Sci-Fi']",US,5.7,15193.0,0.00133
5378,5378,tt0094138,Three O'Clock High,Three O'Clock High,1987,97.0,['Comedy'],US,7.1,12213.0,0.00133
1709,1709,tt0084628,Sans Soleil,Sans soleil,1983,104.0,"['Documentary', 'Drama']",US,7.8,11099.0,0.00133
4433,4433,tt0091875,Running Scared,Running Scared,1986,107.0,"['Action', 'Comedy', 'Crime']",US,6.5,13318.0,0.00133
6145,6145,tt0096073,The Seventh Sign,The Seventh Sign,1988,97.0,"['Drama', 'Fantasy', 'Horror']",US,5.8,14783.0,0.00132
